candle_end_time,big_open,big_close,big_amp,small_open,small_close,small_amp,big_mom,small_mom,style,pos,strategy_amp,trade_time,strategy_amp_adjust,big_net,small_net,strategy_net,excess_return,peak,drawdown
2023-02-17,3978.3069,3919.8382,-0.016532223748555896,6284.9225,6237.4053,-0.008279430348964056,0.042417561844240614,0.04787126613229664,small,big,-0.016532223748555896,2023-02-17,-0.01489392114295518,1.0,1.0,0.9851060788570448,-0.01489392114295518,0.9851060788570448,0.0
2023-02-20,3921.1066,4020.9741,0.02580103944086254,6248.2555,6346.0678,0.017421106176954693,0.04581040607043141,0.055836570091151394,small,small,0.017421106176954693,2023-02-20,0.015552782160449752,1.0258010394408625,1.0174211061769547,1.0004272191064432,-0.016993887070511526,1.0004272191064432,0.0
2023-02-21,4018.1911,4035.8542,0.0037006207028291715,6349.9071,6383.4248,0.0058866373914252534,0.04565891042654413,0.061636619066556264,small,small,0.0058866373914252534,,0.0058866373914252534,1.0295971400044013,1.0234102953034012,1.0063163713818348,-0.01709392392156639,1.0063163713818348,0.0
2023-02-22,4007.2494,3989.1988,-0.011560229306598835,6352.0275,6375.0684,-0.0013090778479915022,0.025475616772664855,0.05547152804627631,small,small,-0.0013090778479915022,,-0.0013090778479915022,1.017694760972532,1.022070571556413,1.0049990249119878,-0.017071546644425117,1.0063163713818348,-0.0013090778479914005
2023-02-23,3989.0403,3986.2018,-0.0007512786778137714,6377.2925,6360.3202,-0.00231341831563725,0.022615618274914207,0.05158863897023047,small,small,-0.00231341831563725,,-0.00231341831563725,1.0169301885980906,1.0197060947763006,1.0026740417605589,-0.017032053015741733,1.0063163713818348,-0.0036194677189584704
2023-02-24,3981.4468,3939.0902,-0.01181866908995921,6367.6311,6340.8435,-0.003062220043575814,0.011443895665031345,0.054319670597198444,small,small,-0.003062220043575814,,-0.003062220043575814,1.0049114272114599,1.0165835303343203,0.9996036332127065,-0.01697989712161374,1.0063163713818348,-0.006670604155938202
2023-02-27,3915.8266,3915.9412,-0.005876737729945791,6318.6393,6307.2057,-0.005304940896270316,0.0028949422321535856,0.04852945423004007,small,small,-0.005304940896270316,,-0.005304940896270316,0.9990058263119126,1.011190614789775,0.9943007950188161,-0.016889819770958825,1.0063163713818348,-0.011940157891418807
2023-02-28,3931.8986,3943.692,0.007086623261860936,6323.8417,6357.5352,0.007979682666763077,-0.00408928531789976,0.04949823944446674,small,small,0.007979682666763077,,0.007979682666763077,1.0060854042393892,1.0192595950114065,1.0022349998383764,-0.01702459517303012,1.0063163713818348,-0.004055753895620384
2023-03-01,3942.542,4005.7962,0.01574773080656411,6356.5035,6402.1411,0.007016225407607601,-0.004679783530940673,0.04504667282559183,small,small,0.007016225407607601,,0.007016225407607601,1.0219289663537643,1.0264109500788732,1.009266906508636,-0.017144043570237244,1.009266906508636,0.0
2023-03-02,3997.6647,3994.0618,-0.002929355217821672,6398.2563,6382.2322,-0.003109725276126629,-0.007612394605172268,0.040699133917728725,small,small,-0.003109725276126629,,-0.003109725276126629,1.0189353734039328,1.0232190940037198,1.0061283636991079,-0.017090730304611945,1.009266906508636,-0.0031097252761266695
2023-03-03,4003.2276,4003.1818,0.0022833898063370217,6384.0636,6390.3177,0.0012668765012966432,-0.003768485812794431,0.038830158526541814,small,small,0.0012668765012966432,,0.0012668765012966432,1.0212620000488795,1.0245153862295913,1.0074030040803663,-0.017112382149224947,1.009266906508636,-0.0018467884127078193
2023-03-06,4004.0831,3983.1031,-0.0050156852731494395,6398.1023,6395.2191,0.000767004119372805,-0.015762344610367185,0.030767725120057765,small,small,0.000767004119372805,,0.000767004119372805,1.016139671275207,1.02530119375119,1.0081756863343645,-0.017125507416825503,1.009266906508636,-0.0010812007876551705
2023-03-07,3976.0992,3922.5041,-0.015214017432789939,6389.8109,6284.2986,-0.017344284576583213,-0.03845214220136839,0.005257178045413813,small,small,-0.017344284576583213,,-0.017344284576583213,1.0006801046022766,1.007518078070059,0.9906896003273892,-0.016828477742669823,1.009266906508636,-0.018406732710092875
2023-03-08,3902.4515,3903.3732,-0.0048772160620559335,6264.4315,6301.5157,0.0027397011338703425,-0.04814761582433624,0.002894724311030661,small,small,0.0027397011338703425,,0.0027397011338703425,0.9957995715231307,1.0102783764909424,0.9934037937487197,-0.016874582742222755,1.009266906508636,-0.015717460522699223
2023-03-09,3904.4616,3893.791,-0.002454851101606148,6311.0424,6285.9521,-0.0024698184914463406,-0.04151385922519202,-0.0005084788882439017,empty,small,-0.0024698184914463406,,-0.002569571509597135,0.9933550318479982,1.0077831722751767,0.9908511716627773,-0.01693200061239941,1.009266906508636,-0.01824664489353402
2023-03-10,3865.2491,3846.1782,-0.012227877664723219,6251.56,6204.8989,-0.012894339427117263,-0.06257358036015437,-0.02529195730548983,empty,empty,0.0,2023-03-10,0.0,0.9812084080409237,0.9947884739829236,0.9908511716627773,-0.00393730232014633,1.009266906508636,-0.01824664489353402
2023-03-13,3840.9005,3885.938,0.010337482543060661,6189.9761,6245.0029,0.006463280167223973,-0.04937452811982035,-0.019644494216933372,empty,empty,0.0,,0.0,0.991351632830151,1.0012180705974005,0.9908511716627773,-0.010366898934623281,1.009266906508636,-0.01824664489353402
2023-03-14,3877.3313,3864.4014,-0.005542188269601844,6237.7306,6189.3969,-0.008904079131812792,-0.04444619292407759,-0.024321695236465102,empty,empty,0.0,,0.0,0.9858573754396291,0.9923031456686002,0.9908511716627773,-0.0014519740058229758,1.009266906508636,-0.01824664489353402
2023-03-15,3892.4369,3866.77,0.0006129280462428,6210.928,6224.64,0.005694108904213291,-0.030373750337709282,-0.012327954834643773,empty,empty,0.0,,0.0,0.9864616350746314,0.9979534278460308,0.9908511716627773,-0.0071022561832535525,1.009266906508636,-0.01824664489353402
2023-03-16,3833.2346,3810.9681,-0.01443114020228764,6191.2955,6140.8317,-0.013463959361505351,-0.045170502882664554,-0.027924546831600172,empty,empty,0.0,,0.0,0.9722258689146914,0.9845170234488368,0.9908511716627773,0.006334148213940405,1.009266906508636,-0.01824664489353402
2023-03-17,3845.8856,3832.1235,0.005551187898948928,6174.1919,6183.1843,0.006896883365163697,-0.036200132226464565,-0.01357496085965193,empty,empty,0.0,,0.0,0.9776228773932557,0.9913071225305816,0.9908511716627773,-0.00045595086780436667,1.009266906508636,-0.01824664489353402
2023-03-20,3835.4578,3809.4584,-0.005914501450697052,6195.3506,6160.3541,-0.0036923046269218274,-0.0536504685978072,-0.030561964774283523,empty,empty,0.0,,0.0,0.9718407254666787,0.9876469146553615,0.9908511716627773,0.0032042570074157783,1.009266906508636,-0.01824664489353402
2023-03-21,3818.0637,3858.3992,0.012847180586090579,6171.8856,6234.6793,0.012065085674214826,-0.03438036081807805,-0.0157197250756681,empty,empty,0.0,,0.0,0.9843261387676664,0.9995629592965523,0.9908511716627773,-0.008711787633775003,1.009266906508636,-0.01824664489353402
2023-03-22,3871.8026,3877.005,0.004822155260658434,6244.3623,6269.7384,0.00562324031646666,-0.03892888278737727,-0.017871644064840764,empty,empty,0.0,,0.0,0.9890727122359285,1.0051837420281153,0.9908511716627773,-0.014332570365338082,1.009266906508636,-0.01824664489353402
2023-03-23,3862.2251,3909.3104,0.00833256598843679,6253.5774,6305.7585,0.005745072234592641,-0.030853210338232406,-0.014296237615664897,empty,empty,0.0,,0.0,0.9973142258779967,1.0109585952351052,0.9908511716627773,-0.020107423572327976,1.009266906508636,-0.01824664489353402
2023-03-24,3906.0515,3895.1372,-0.0036254987580417453,6312.4308,6310.0979,0.000688164635546995,-0.028816940984842554,-0.011630005313463587,empty,empty,0.0,,0.0,0.9936984643906985,1.0116543011883483,0.9908511716627773,-0.020803129525571062,1.009266906508636,-0.01824664489353402
2023-03-27,3890.5344,3883.2838,-0.0030431277234599374,6304.4792,6311.5998,0.00023801532461176222,-0.025703539666699027,0.0035171754936886845,small,empty,0.0,,0.0,0.9906745130449517,1.0118950904152404,0.9908511716627773,-0.021043918752463142,1.009266906508636,-0.01824664489353402
