证券代码,证券名称,candle_end_time,open,最高价,最低价,close,涨跌,涨跌幅%,成交量,成交额
399019,创业200,2015-06-16,6426.15,6504.96,6250.61,6337.97,-296.42,-4.47,1734689200,57802228260
399019,创业200,2015-06-17,6348.38,6578.59,6164.81,6563.37,225.4,3.56,1583289800,53416087701
399019,创业200,2015-06-18,6501.79,6581.09,6221.19,6240.43,-322.94,-4.92,1581677800,52808781139
399019,创业200,2015-06-19,6028.32,6127.04,5897.44,5917.93,-322.5,-5.17,1419484200,44102710155
399019,创业200,2015-06-23,5980.38,5996.13,5600.08,5996.13,78.2,1.32,1507365500,45617856770
399019,创业200,2015-06-24,6092.95,6142.22,5889.77,6042.34,46.21,0.77,1545485000,48835393087
399019,创业200,2015-06-25,6087.81,6087.81,5691.27,5747.55,-294.79,-4.88,1493113500,46658293839
399019,创业200,2015-06-26,5475.88,5522.33,5283.51,5287.46,-460.09,-8,1328404700,36305131741
399019,创业200,2015-06-29,5328.26,5328.26,4882.65,4917.67,-369.79,-6.99,1426977500,34711900712
399019,创业200,2015-06-30,4659.23,5156.49,4571.2,5132.33,214.66,4.37,2100874400,51799944665
399019,创业200,2015-07-01,5033.71,5259.16,4843.92,4858.39,-273.94,-5.34,1844667800,44923075273
399019,创业200,2015-07-02,4824.61,4824.61,4566.02,4591.46,-266.93,-5.49,1559471200,32793228290
399019,创业200,2015-07-03,4392.82,4657.36,4321.84,4369.91,-221.55,-4.83,1599177200,31415682537
399019,创业200,2015-07-06,4538.63,4538.63,4132.35,4172.95,-196.96,-4.51,1764435900,32450998427
399019,创业200,2015-07-07,4017.78,4045.17,3986.93,3989.08,-183.86,-4.41,564316100,7826471988
399019,创业200,2015-07-08,3869.71,3936.43,3869.71,3912.44,-76.64,-1.92,1881936300,27514364973
399019,创业200,2015-07-09,3911,4003.27,3902.96,4003.27,90.83,2.32,874864600,12687786886
399019,创业200,2015-07-10,4073.89,4107.19,4073.89,4107.19,103.92,2.6,417245800,7125598275
399019,创业200,2015-07-13,4215.78,4244.02,4204.6,4244.02,136.83,3.33,862190900,15953951949
399019,创业200,2015-07-14,4332.53,4427.18,4332.53,4384.15,140.12,3.3,1583008000,30764741222
399019,创业200,2015-07-15,4369.99,4397.39,4224.09,4228.99,-155.16,-3.54,1733193300,32454840429
399019,创业200,2015-07-16,4062.28,4340.91,4036.15,4262.97,33.98,0.8,1948286900,37201852808
399019,创业200,2015-07-17,4303.9,4474.98,4274.33,4465.25,202.29,4.75,1664609300,34955430038
399019,创业200,2015-07-20,4491.18,4629.49,4472.29,4579.35,114.09,2.56,2019567200,45644007479
399019,创业200,2015-07-21,4499.78,4708.76,4499.78,4677.67,98.33,2.15,1734586700,41160236497
399019,创业200,2015-07-22,4681.64,4778.14,4632.32,4756.27,78.59,1.68,1831109100,44399593724
399019,创业200,2015-07-23,4775.02,4917.93,4747.02,4902.9,146.63,3.08,2035150900,50021796922
399019,创业200,2015-07-24,4920.38,5020.49,4837.11,4872.37,-30.52,-0.62,2241210900,56943186543
399019,创业200,2015-07-27,4758.15,4929.75,4569.34,4570.13,-302.25,-6.2,2004197300,48909838303
399019,创业200,2015-07-28,4373.55,4587.06,4280.47,4375.51,-194.62,-4.26,2020349300,44089529417
399019,创业200,2015-07-29,4481.21,4548.35,4214.37,4548.35,172.84,3.95,1811949800,41237927957
399019,创业200,2015-07-30,4482.62,4596.38,4373.34,4378.08,-170.27,-3.74,1762253900,40475867310
399019,创业200,2015-07-31,4316.47,4400.35,4210.83,4261.53,-116.55,-2.66,1343410100,29469659699
399019,创业200,2015-08-03,4162,4188.84,4005.05,4020.42,-241.11,-5.66,1279238100,25454758674
399019,创业200,2015-08-04,4058.07,4237.62,4009.15,4237.62,217.2,5.4,1491423700,30242278418
399019,创业200,2015-08-05,4250.37,4334.84,4190.5,4231.54,-6.08,-0.14,1759864000,37318979852
399019,创业200,2015-08-06,4124.46,4254.65,4124.46,4215.67,-15.86,-0.37,1263292100,26045679191
399019,创业200,2015-08-07,4294.54,4399.82,4264.04,4399.82,184.15,4.37,1656125500,36168057946
399019,创业200,2015-08-10,4469.77,4629.87,4436.15,4594.75,194.93,4.43,1847965300,42817121461
399019,创业200,2015-08-11,4579,4662.51,4564.53,4594.59,-0.16,0,1826848100,43329935951
399019,创业200,2015-08-12,4538.16,4619.28,4528.88,4529.12,-65.47,-1.43,1497766900,35344265700
399019,创业200,2015-08-13,4514.21,4641.64,4473.12,4641.64,112.52,2.48,1480451200,34505944197
399019,创业200,2015-08-14,4692.67,4705.17,4616.33,4638.39,-3.24,-0.07,1569041700,37232106847
399019,创业200,2015-08-17,4605.01,4655.9,4557.21,4648.95,10.56,0.23,1454524100,32818958171
399019,创业200,2015-08-18,4661.03,4702.46,4363.98,4374.32,-274.63,-5.91,1942968800,45144625730
399019,创业200,2015-08-19,4271.19,4498.79,4160.69,4477.89,103.57,2.37,1761767200,38575589912
399019,创业200,2015-08-20,4434.11,4539.48,4383.75,4385.72,-92.17,-2.06,1679923000,39893010479
399019,创业200,2015-08-21,4304.02,4333.21,4138.71,4144.63,-241.09,-5.5,1469920200,31994669314
399019,创业200,2015-08-24,3968.41,3977.29,3859.63,3859.99,-284.64,-6.87,880183600,16342895967
399019,创业200,2015-08-25,3627.49,3681.5,3603.44,3603.68,-256.31,-6.64,904257800,14990757429
399019,创业200,2015-08-26,3588.82,3681.6,3423.19,3454.13,-149.54,-4.15,1690516900,27761914058
399019,创业200,2015-08-27,3541.4,3550.01,3365.84,3529.98,75.85,2.2,1435417100,24195519538
399019,创业200,2015-08-28,3585.59,3725.46,3552.94,3725.46,195.48,5.54,1739992800,30529142231
399019,创业200,2015-08-31,3668.73,3697.69,3565.72,3565.72,-159.74,-4.29,1431284200,25068454307
399019,创业200,2015-09-01,3485.36,3496.09,3348.56,3348.98,-216.74,-6.08,1175026600,18047107757
399019,创业200,2015-09-02,3191.14,3433.42,3181.92,3223.85,-125.13,-3.74,1480791700,22599204628
399019,创业200,2015-09-07,3297.34,3376.68,3277,3308.73,84.89,2.63,1465860600,23723477321
399019,创业200,2015-09-08,3271.07,3475.86,3271.07,3472.3,163.57,4.94,1406932700,22557700343
399019,创业200,2015-09-09,3509.82,3624.5,3494.24,3607.19,134.89,3.88,1954307800,34616407250
399019,创业200,2015-09-10,3535.19,3619.91,3535.19,3556.24,-50.95,-1.41,1419058800,25351587730
399019,创业200,2015-09-11,3574.49,3630.42,3547.98,3605.2,48.97,1.38,1327846600,24161360300
399019,创业200,2015-09-14,3620.09,3620.09,3364.79,3369.65,-235.56,-6.53,1450737600,23719206886
399019,创业200,2015-09-15,3255.97,3336.4,3197.75,3207.03,-162.62,-4.83,1382325900,20934692687
399019,创业200,2015-09-16,3250.41,3414.03,3213.54,3409.25,202.22,6.31,1685409700,25853034562
399019,创业200,2015-09-17,3407.32,3548.95,3395.92,3402.72,-6.53,-0.19,1976678500,33120937142
399019,创业200,2015-09-18,3453.19,3493.27,3378.22,3476.63,73.91,2.17,1551329000,27039299597
399019,创业200,2015-09-21,3415.41,3632.24,3415.41,3628.91,152.28,4.38,1749505900,30926652161
399019,创业200,2015-09-22,3647.26,3682.84,3577.07,3631.41,2.5,0.07,1932855100,34450644003
399019,创业200,2015-09-23,3558.14,3690.43,3558.14,3644,12.6,0.35,1744312400,31666834695
399019,创业200,2015-09-24,3683.95,3712.34,3645.81,3681.16,37.16,1.02,1674267200,31065650419
399019,创业200,2015-09-25,3645.74,3682.32,3493.81,3527.55,-153.61,-4.17,1713395000,30508015163
399019,创业200,2015-09-28,3537.78,3680.75,3497.68,3677.41,149.86,4.25,1474750100,27221636734
399019,创业200,2015-09-29,3611.28,3683.79,3587.43,3628.24,-49.17,-1.34,1489813700,28250905267
399019,创业200,2015-09-30,3656.57,3656.57,3562.27,3613.15,-15.08,-0.42,1178258100,21711380486
399019,创业200,2015-10-08,3706.88,3789.28,3685.53,3764.11,150.96,4.18,1712584300,31566385180
399019,创业200,2015-10-09,3740.83,3823.23,3740.83,3809.26,45.15,1.2,1755840500,32496117893
399019,创业200,2015-10-12,3836.09,3992.09,3826.18,3951.28,142.02,3.73,2335482400,45437743535
399019,创业200,2015-10-13,3897.74,4022.98,3897.74,4010.72,59.44,1.5,2251837500,44970087304
399019,创业200,2015-10-14,3977.11,4011.85,3930.59,3944.37,-66.34,-1.65,2101286500,41538908635
399019,创业200,2015-10-15,3913.89,4066.27,3906.97,4066.27,121.9,3.09,2284637100,44537899035
399019,创业200,2015-10-16,4096.47,4113.73,4011.65,4112.19,45.92,1.13,2583636900,52676559192
399019,创业200,2015-10-19,4117.35,4117.35,4009.27,4066.64,-45.56,-1.11,2459584400,48805589502
399019,创业200,2015-10-20,4061.7,4188.08,4061.7,4186.43,119.79,2.95,2477416600,51463675590
399019,创业200,2015-10-21,4177.57,4208.11,3913.45,3918.47,-267.96,-6.4,3036718700,63157498521
399019,创业200,2015-10-22,3958.29,4100.02,3925.74,4098.99,180.52,4.61,2449013900,51674219882
399019,创业200,2015-10-23,4156.55,4271.83,4142.04,4256.43,157.45,3.84,2725110700,58939639581
399019,创业200,2015-10-26,4314.28,4338.66,4220.18,4298.05,41.61,0.98,2876531700,63668106578
399019,创业200,2015-10-27,4232.18,4382.1,4097.09,4350.48,52.43,1.22,2704435500,58077383598
399019,创业200,2015-10-28,4298.62,4380.58,4220.07,4239.74,-110.74,-2.55,2531098900,55449347664
399019,创业200,2015-10-29,4295.41,4321.89,4184.14,4267.71,27.97,0.66,1970894200,43473650786
399019,创业200,2015-10-30,4253.2,4348.96,4192.95,4267.55,-0.16,0,2170096900,49121423350
399019,创业200,2015-11-02,4131.53,4286.03,4124.84,4137.38,-130.17,-3.05,1916510200,40931264812
399019,创业200,2015-11-03,4173.26,4176.58,4074.99,4103.96,-33.42,-0.81,1599756000,33846015706
399019,创业200,2015-11-04,4150.7,4336.23,4135.43,4336.23,232.27,5.66,2182748300,46483625203
399019,创业200,2015-11-05,4339.8,4393.44,4261.25,4314.4,-21.84,-0.5,2477549200,52913064198
399019,创业200,2015-11-06,4338.48,4458.5,4338.48,4453.15,138.75,3.22,2462515200,52545293783
399019,创业200,2015-11-09,4442.02,4608.28,4390.54,4590.26,137.11,3.08,2705584900,60439558945
399019,创业200,2015-11-10,4565.19,4674.27,4565.19,4645.83,55.56,1.21,2628892900,60066867435
399019,创业200,2015-11-11,4660.95,4797.31,4636.34,4791.54,145.72,3.14,2710536300,63029128018
399019,创业200,2015-11-12,4819.67,4859.85,4721.88,4808.24,16.7,0.35,2802460600,65937865642
399019,创业200,2015-11-13,4706.71,4744.46,4578.95,4636,-172.24,-3.58,2443588700,56064403243
399019,创业200,2015-11-16,4544.07,4808.51,4544.07,4808.51,172.51,3.72,2247033200,48879366290
399019,创业200,2015-11-17,4901.97,4912.77,4726.07,4739.57,-68.94,-1.43,3202360400,70763404199
399019,创业200,2015-11-18,4762.7,4800.13,4634.74,4643.63,-95.94,-2.02,2092602400,47209514541
399019,创业200,2015-11-19,4685.18,4826.7,4666,4826.7,183.07,3.94,2161058000,47587998243
399019,创业200,2015-11-20,4848.53,4959.03,4844.96,4937.81,111.12,2.3,2677639900,59855677964
399019,创业200,2015-11-23,4936.71,4999.54,4867.48,4889.3,-48.52,-0.98,2721270000,60581653827
399019,创业200,2015-11-24,4884.81,4974.98,4825.8,4974.98,85.68,1.75,2130029700,48890347588
399019,创业200,2015-11-25,4969.5,5128.49,4969.5,5117.13,142.16,2.86,2763982900,64111967594
399019,创业200,2015-11-26,5148.7,5172.1,5082.85,5095.12,-22.02,-0.43,2626477900,63933600839
399019,创业200,2015-11-27,5052.79,5117.38,4759.01,4792.95,-302.16,-5.93,2670536700,62283597732
399019,创业200,2015-11-30,4839.6,4864.16,4544.46,4844.32,51.37,1.07,2486535200,56315487194
399019,创业200,2015-12-01,4807.12,4879.02,4713.74,4772.3,-72.02,-1.49,2030594300,47439209049
399019,创业200,2015-12-02,4742.02,4767.78,4480.56,4636.1,-136.2,-2.85,1719997200,38420245725
399019,创业200,2015-12-03,4665.58,4794.8,4665.58,4794.8,158.7,3.42,1627678400,38216624520
399019,创业200,2015-12-04,4774.45,4863.04,4747.1,4799.22,4.41,0.09,1769757800,41676281624
399019,创业200,2015-12-07,4824.72,4898.45,4774.37,4898.45,99.23,2.07,1775242200,43349755939
399019,创业200,2015-12-08,4859.7,4917.28,4802.4,4858.68,-39.77,-0.81,1836188000,46625486173
399019,创业200,2015-12-09,4830.49,4878.55,4794.1,4838.87,-19.81,-0.41,1644897000,43193997081
399019,创业200,2015-12-10,4845.33,4924.38,4836.03,4855.43,16.56,0.34,1656160300,43994772669
399019,创业200,2015-12-11,4828.61,4853.85,4788.78,4792.77,-62.66,-1.29,1499186100,39655638817
399019,创业200,2015-12-14,4746.76,4863.87,4710.4,4863.87,71.09,1.48,1464351700,36079460419
399019,创业200,2015-12-15,4876.26,4981.44,4876.26,4962,98.14,2.02,1520581300,38390538159
399019,创业200,2015-12-16,4999.9,5065.07,4983.74,5024.1,62.1,1.25,1652015600,42747458893
399019,创业200,2015-12-17,5075.92,5191.95,5068.1,5191.95,167.85,3.34,2209859000,55495756415
399019,创业200,2015-12-18,5195.53,5226.05,5120.39,5149.82,-42.14,-0.81,2143573400,54185310996
399019,创业200,2015-12-21,5125.59,5170.79,5099.72,5164.69,14.87,0.29,1758338700,43519838621
399019,创业200,2015-12-22,5184.59,5217.51,5139.85,5217.51,52.82,1.02,1782064600,42689474104
399019,创业200,2015-12-23,5221.38,5232.35,5071.77,5083.96,-133.55,-2.56,1969539300,49719973071
399019,创业200,2015-12-24,5064.18,5138.5,4986.52,5129.55,45.59,0.9,1515111200,37693095574
399019,创业200,2015-12-25,5153.64,5192.16,5121.4,5160.48,30.93,0.6,1450882900,36716175245
399019,创业200,2015-12-28,5197.13,5252.79,5083.58,5083.58,-76.9,-1.49,1974291100,48087858516
399019,创业200,2015-12-29,5083.83,5140.7,5024.79,5140.7,57.12,1.12,1550876600,38492792106
399019,创业200,2015-12-30,5170.85,5279.64,5158.09,5276.68,135.98,2.65,1855126900,47272055117
399019,创业200,2015-12-31,5278.83,5288.64,5175.86,5175.86,-100.82,-1.91,1778913200,45292430847
399019,创业200,2016-01-04,5147.67,5154.69,4715.36,4715.36,-460.5,-8.9,1391819000,32344329820
399019,创业200,2016-01-05,4452.87,4659.67,4369.72,4521.52,-193.85,-4.11,2009376900,44926795499
399019,创业200,2016-01-06,4586.61,4640.62,4455.71,4640.62,119.1,2.63,1613961600,37863268762
399019,创业200,2016-01-07,4488.24,4509.54,4221.14,4223.3,-417.32,-8.99,407837000,8684298731
399019,创业200,2016-01-08,4342.87,4342.87,3962.24,4182.93,-40.37,-0.96,1796709900,37318348251
399019,创业200,2016-01-11,4007.13,4086.56,3826.49,3826.58,-356.36,-8.52,1473998900,28647974997
399019,创业200,2016-01-12,3849.99,3905.28,3713.16,3834.74,8.16,0.21,1470304600,28591662247
399019,创业200,2016-01-13,3871.84,3906.09,3650.71,3650.71,-184.02,-4.8,1342044600,26198231905
399019,创业200,2016-01-14,3517.39,3867.26,3514.16,3857.44,206.73,5.66,1557782600,28994875570
399019,创业200,2016-01-15,3817.33,3885.64,3697.42,3729.12,-128.32,-3.33,1594135400,31307592819
399019,创业200,2016-01-18,3666.08,3917.12,3666.08,3861.02,131.89,3.54,1497041700,29569894470
399019,创业200,2016-01-19,3849.29,4027.35,3826.83,4022.98,161.97,4.19,1806818600,35584556515
399019,创业200,2016-01-20,3982.69,4070.57,3944.89,3988,-34.99,-0.87,1677463500,34603374750
399019,创业200,2016-01-21,3926.4,4067.32,3820.15,3820.15,-167.85,-4.21,1648131200,33242090752
399019,创业200,2016-01-22,3887.34,3909.49,3730.67,3893.94,73.79,1.93,1353743600,26953452257
399019,创业200,2016-01-25,3947.98,3984.51,3883.19,3934.94,41,1.05,1216988600,25145482250
399019,创业200,2016-01-26,3868.31,3882.32,3619.39,3622.37,-312.57,-7.94,1524027800,30742215078
399019,创业200,2016-01-27,3629.39,3629.39,3377.45,3583.18,-39.19,-1.08,1540250900,28060394676
399019,创业200,2016-01-28,3513.23,3566.19,3382.52,3395.35,-187.83,-5.24,1194248800,22138468170
399019,创业200,2016-01-29,3392.15,3579.65,3355.28,3541.3,145.94,4.3,1321712800,23916494434
399019,创业200,2016-02-01,3517.56,3566.99,3432.23,3497.27,-44.03,-1.24,1173906300,21628937121
399019,创业200,2016-02-02,3516.85,3679.8,3510.04,3666.31,169.04,4.83,1394570900,26158327021
399019,创业200,2016-02-03,3615.72,3716.26,3587.44,3693.76,27.45,0.75,1285149400,24331869740
399019,创业200,2016-02-04,3717.82,3801.8,3710.41,3781.08,87.33,2.36,1407154100,27287997765
399019,创业200,2016-02-05,3789.33,3798.94,3710,3712.73,-68.35,-1.81,1034445200,19941040875
399019,创业200,2016-02-15,3574.79,3747.38,3559.48,3719.94,7.21,0.19,932854000,17391700478
399019,创业200,2016-02-16,3759.3,3918.04,3754.11,3905.5,185.56,4.99,1418925300,27605211507
399019,创业200,2016-02-17,3892.28,3983.6,3865.21,3976.38,70.88,1.81,1725651100,35255178860
399019,创业200,2016-02-18,4004.96,4005.66,3929.65,3938.33,-38.04,-0.96,1685365500,35447597069
399019,创业200,2016-02-19,3916.75,4016.75,3916.75,3982.02,43.69,1.11,1520067200,32508763932
399019,创业200,2016-02-22,4043.11,4045.18,3993.42,4045.18,63.16,1.59,1691585100,34312239890
399019,创业200,2016-02-23,4046.64,4061.65,3950.6,4017.71,-27.47,-0.68,1715912000,35188272993
399019,创业200,2016-02-24,3992.44,4026.44,3879.4,3986.1,-31.61,-0.79,1853646900,37600389333
399019,创业200,2016-02-25,3953.23,3958.02,3649.38,3656.77,-329.33,-8.26,1954694000,36548396994
399019,创业200,2016-02-26,3693.38,3693.38,3517.42,3599.23,-57.54,-1.57,1545332600,28286181636
399019,创业200,2016-02-29,3543.08,3553.33,3300.63,3315.48,-283.75,-7.88,1331638100,21785783790
399019,创业200,2016-03-01,3290.25,3418.46,3197.1,3376.21,60.73,1.83,1470758600,25277671935
399019,创业200,2016-03-02,3358.98,3535.38,3347.52,3526.96,150.75,4.47,1698780800,30511338845
399019,创业200,2016-03-03,3508.55,3620.15,3508.55,3519.29,-7.67,-0.22,1655212500,30691288395
399019,创业200,2016-03-04,3486.17,3514.51,3294.43,3324.91,-194.39,-5.52,1631817800,28212367067
399019,创业200,2016-03-07,3395.65,3478.28,3379.2,3416.13,91.23,2.74,1313632900,23086111443
399019,创业200,2016-03-08,3383.01,3486.16,3248.59,3486.16,70.03,2.05,1729986600,28537706426
399019,创业200,2016-03-09,3380.03,3515.1,3380.03,3442.2,-43.96,-1.26,1490195300,25392341082
399019,创业200,2016-03-10,3454.18,3484.65,3375.75,3381,-61.2,-1.78,1241651300,21255456167
399019,创业200,2016-03-11,3322.43,3399.17,3316.54,3373.14,-7.86,-0.23,961575400,16492003998
399019,创业200,2016-03-14,3443.56,3579.15,3430.27,3538.18,165.04,4.89,1666229400,29310501116
399019,创业200,2016-03-15,3526.66,3554.28,3494.51,3503.71,-34.47,-0.97,1468839700,25642743572
399019,创业200,2016-03-16,3569,3569,3432.16,3464.42,-39.29,-1.12,1393211900,24207922827
399019,创业200,2016-03-17,3492.38,3650.89,3480.02,3643.45,179.04,5.17,2094270600,37275822848
399019,创业200,2016-03-18,3672.72,3836.36,3666.47,3824.05,180.6,4.96,2592818400,48980519543
399019,创业200,2016-03-21,3893.58,3936.97,3854.27,3936.97,112.92,2.95,2614259900,49957584476
399019,创业200,2016-03-22,3874.14,3962.47,3874.14,3923.84,-13.14,-0.33,2097560100,41232102269
399019,创业200,2016-03-23,3929.01,3995.09,3913.43,3995.09,71.25,1.82,2115624800,43114883383
399019,创业200,2016-03-24,3945.22,4027.18,3923.22,3929.9,-65.19,-1.63,2228068400,46026453536
399019,创业200,2016-03-25,3925.11,3955.75,3877.16,3941.85,11.95,0.3,1778379000,35932274490
399019,创业200,2016-03-28,3987.63,4024.97,3881.05,3894.33,-47.51,-1.21,1845979000,36598819566
399019,创业200,2016-03-29,3889.73,3897.39,3770.8,3821.82,-72.51,-1.86,1590786600,30768595523
399019,创业200,2016-03-30,3874.83,4002.5,3863.35,4002.5,180.68,4.73,1882971000,37804823436
399019,创业200,2016-03-31,4030.94,4067.45,3998.78,4007.48,4.98,0.12,2075749000,43598395229
399019,创业200,2016-04-01,3971.35,3994.52,3900.34,3967.13,-40.35,-1.01,1671223900,34197795280
399019,创业200,2016-04-05,3974.78,4111.45,3964.87,4102.8,135.67,3.42,2017768300,41748408087
399019,创业200,2016-04-06,4083.15,4150.03,4083.15,4139.88,37.08,0.9,2123621800,44588149719
399019,创业200,2016-04-07,4161.39,4161.39,4060.1,4060.1,-79.78,-1.93,2102839800,44772552926
399019,创业200,2016-04-08,4010.86,4038.56,3960.08,4029.66,-30.44,-0.75,1733328200,35764440753
399019,创业200,2016-04-11,4092.5,4166.09,4085.13,4140.17,110.52,2.74,1911076800,40520488836
399019,创业200,2016-04-12,4135.29,4156.12,4041.81,4102.5,-37.68,-0.91,1824218400,38777155799
399019,创业200,2016-04-13,4141.61,4227.66,4130.89,4169.32,66.82,1.63,2301675100,47580567605
399019,创业200,2016-04-14,4198.11,4219.42,4147.04,4219.42,50.1,1.2,1814737900,38523788182
399019,创业200,2016-04-15,4218.85,4229.12,4180.93,4210.71,-8.71,-0.21,1560554100,33099990408
399019,创业200,2016-04-18,4148.39,4159.89,4098.42,4140.36,-70.35,-1.67,1479189600,30888844556
399019,创业200,2016-04-19,4178.93,4185.72,4121.74,4155.19,14.83,0.36,1330262700,28184742327
399019,创业200,2016-04-20,4179.2,4179.2,3858.8,3915,-240.19,-5.78,2140030200,44069651476
399019,创业200,2016-04-21,3884.6,3939.97,3836.04,3841.58,-73.42,-1.88,1399047000,27511585971
399019,创业200,2016-04-22,3817.81,3905.31,3817.81,3905.31,63.73,1.66,1201698100,22935973369
399019,创业200,2016-04-25,3875,3889.43,3812.52,3873.08,-32.23,-0.83,1066069700,20921150068
399019,创业200,2016-04-26,3877.92,3939.94,3861.3,3939.94,66.86,1.73,1135096800,21905978332
399019,创业200,2016-04-27,3946.34,3975.84,3915.96,3923.36,-16.59,-0.42,1362932900,25076828535
399019,创业200,2016-04-28,3932.19,3948.92,3839.21,3948.92,25.56,0.65,1325193100,25546971932
399019,创业200,2016-04-29,3919.29,3960.49,3918.28,3931.23,-17.69,-0.45,1028036700,20399595255
399019,创业200,2016-05-03,3931.84,4078.11,3903.75,4078.11,146.88,3.74,1546932600,30787159403
399019,创业200,2016-05-04,4066.13,4128.19,4066.13,4086.63,8.52,0.21,1631456900,32297928351
399019,创业200,2016-05-05,4073.31,4122.42,4062.35,4120.54,33.91,0.83,1401968200,28287416914
399019,创业200,2016-05-06,4129.58,4142.33,3938.32,3938.32,-182.22,-4.42,1937514600,38919824938
399019,创业200,2016-05-09,3872.5,3872.5,3750.57,3769.42,-168.91,-4.29,1453989100,26908722405
399019,创业200,2016-05-10,3777.78,3795.59,3742.59,3762.17,-7.24,-0.19,958950800,17908158442
399019,创业200,2016-05-11,3798.06,3798.06,3696.63,3698.48,-63.69,-1.69,1109952300,20259435047
399019,创业200,2016-05-12,3610.19,3698.55,3574.38,3698.15,-0.33,-0.01,1065694500,18884643589
399019,创业200,2016-05-13,3681.33,3737.67,3653.93,3679.02,-19.13,-0.52,944758400,17006953502
399019,创业200,2016-05-16,3668.25,3757.88,3651.93,3757.88,78.86,2.14,1019498700,18610259480
399019,创业200,2016-05-17,3769.28,3829.19,3728.49,3785.85,27.96,0.74,1397299900,25741835930
399019,创业200,2016-05-18,3727.37,3733.99,3595.76,3640.47,-145.37,-3.84,1285486600,22221686257
399019,创业200,2016-05-19,3655.49,3746.36,3653.7,3683.48,43.01,1.18,1233318800,22513672154
399019,创业200,2016-05-20,3635.66,3760.09,3635.66,3760.09,76.62,2.08,1249810000,22309185404
399019,创业200,2016-05-23,3789.31,3840.61,3789.28,3835.76,75.67,2.01,1436705000,27196009285
399019,创业200,2016-05-24,3823.57,3825.2,3765.64,3795.92,-39.85,-1.04,1239628000,22449530463
399019,创业200,2016-05-25,3840.6,3857.74,3776.3,3794.71,-1.21,-0.03,1316313500,24565875404
399019,创业200,2016-05-26,3780.87,3833.96,3701.51,3833.96,39.25,1.03,1423232700,25824378207
399019,创业200,2016-05-27,3815.89,3859.68,3812.58,3821.32,-12.64,-0.33,1298889700,23981212327
399019,创业200,2016-05-30,3777.32,3851.31,3754.9,3806.7,-14.62,-0.38,1353994900,22768571269
399019,创业200,2016-05-31,3819.97,3991.15,3819.8,3989.42,182.71,4.8,2214272700,38469421411
399019,创业200,2016-06-01,4011.43,4067.51,4011.43,4045.1,55.68,1.4,2393522500,42787239084
399019,创业200,2016-06-02,4043.3,4113.2,4043.3,4113.2,68.1,1.68,2444559400,43289965340
399019,创业200,2016-06-03,4116.98,4158.38,4088.41,4118.81,5.61,0.14,2684974900,47612821768
399019,创业200,2016-06-06,4136.29,4137.97,4085.43,4124.48,5.67,0.14,2037933600,36815062693
399019,创业200,2016-06-07,4129.88,4138.96,4094.92,4135.76,11.28,0.27,1846326000,33685352682
399019,创业200,2016-06-08,4117.86,4145.36,4077.52,4113.25,-22.51,-0.54,1969723800,34496120064
399019,创业200,2016-06-13,4031.49,4092.28,3880.31,3880.31,-232.94,-5.66,2175145900,38914065514
399019,创业200,2016-06-14,3873.41,3907.69,3841.84,3896.19,15.88,0.41,1608111800,27449780661
399019,创业200,2016-06-15,3849.49,4073.24,3849.49,4052.77,156.58,4.02,1988159600,34433999356
399019,创业200,2016-06-16,4052.89,4090.8,4041.35,4065.23,12.47,0.31,1991762700,35079644809
399019,创业200,2016-06-17,4099.49,4162.97,4082.96,4127.03,61.79,1.52,2058999700,37733422067
399019,创业200,2016-06-20,4153.42,4175.55,4088.84,4162.04,35.01,0.85,1892651800,35823299343
399019,创业200,2016-06-21,4198.86,4208.18,4070.61,4095.15,-66.89,-1.61,2131817500,39325745453
399019,创业200,2016-06-22,4083.96,4219.29,4083.96,4219.29,124.14,3.03,2091974000,39498338947
399019,创业200,2016-06-23,4230.04,4257.02,4182.77,4218.33,-0.96,-0.02,2393192000,44725329033
399019,创业200,2016-06-24,4202,4255.6,4050.62,4208.05,-10.28,-0.24,2880282800,50475710344
399019,创业200,2016-06-27,4184.22,4341.35,4184.22,4341.35,133.29,3.17,2620837000,47407289165
399019,创业200,2016-06-28,4333.39,4410.37,4326.23,4403.02,61.68,1.42,2993945800,55261497899
399019,创业200,2016-06-29,4423.09,4425.42,4373.85,4395.52,-7.5,-0.17,2576636500,47233979010
399019,创业200,2016-06-30,4403.55,4416.93,4373.57,4401.52,6,0.14,2383077900,43092117912
399019,创业200,2016-07-01,4414.3,4417.1,4345.45,4363.18,-38.34,-0.87,2016187100,39959815648
399019,创业200,2016-07-04,4346.11,4456.56,4346.11,4447.88,84.7,1.94,2053788900,40986938130
399019,创业200,2016-07-05,4456.77,4465.69,4409.17,4452.23,4.35,0.1,2203092700,44320944046
399019,创业200,2016-07-06,4431.91,4462.22,4423.08,4449.15,-3.08,-0.07,1881423300,37996810544
399019,创业200,2016-07-07,4440.34,4462.42,4380.98,4445.84,-3.31,-0.07,2292878400,44837467649
399019,创业200,2016-07-08,4438.06,4483.97,4419.92,4446.08,0.23,0.01,1930507800,37639196920
399019,创业200,2016-07-11,4460.97,4467.52,4370.13,4371.38,-74.7,-1.68,2123482200,42157477722
399019,创业200,2016-07-12,4379.87,4410.45,4283.62,4410.45,39.08,0.89,2120990300,40558864127
399019,创业200,2016-07-13,4432.07,4466.73,4396.6,4452.34,41.89,0.95,2153853900,40123564265
