candle_end_time,strategy_amp_adjust,strategy_net
2024-01-03,0.0,1.0
2024-01-04,0.0,1.0
2024-01-05,0.0,1.0
2024-01-08,0.0,1.0
2024-01-09,0.0,1.0
2024-01-10,0.0,1.0
2024-01-11,0.0,1.0
2024-01-12,0.0,1.0
2024-01-15,0.0,1.0
2024-01-16,0.0,1.0
2024-01-17,0.0,1.0
2024-01-18,0.0,1.0
2024-01-19,0.0,1.0
2024-01-22,0.0,1.0
2024-01-23,0.0,1.0
2024-01-24,0.0,1.0
2024-01-25,0.0,1.0
2024-01-26,0.004697991483962882,1.0046979914839629
2024-01-29,-0.004293903911212982,1.0003839148487421
2024-01-30,-0.014518734385552956,0.9858596065054736
2024-01-31,-0.007443895643416187,0.9785209704755875
2024-02-01,0.0,0.9785209704755875
2024-02-02,0.0,0.9785209704755875
2024-02-05,0.0,0.9785209704755875
2024-02-06,0.0,0.9785209704755875
2024-02-07,0.008949845638583032,0.9872785821154605
2024-02-08,0.0035947772643296627,0.9908276287160088
2024-02-19,0.008063836366708488,0.9988175005815885
2024-02-20,-0.0010393631873321096,0.9977793664406209
2024-02-21,0.017367223120975828,1.0151080233231011
2024-02-22,0.009482132767699492,1.0247334123738077
2024-02-23,0.000133739846570613,1.0248704600631544
2024-02-26,-0.01637970758121743,1.0080833816186923
2024-02-27,0.004809636636612602,1.0129318963836857
2024-02-28,-0.008087529093338097,1.0047397802021125
2024-02-29,0.011538433001975879,1.0163329028403945
2024-03-01,0.000607639001380722,1.0169504663505469
2024-03-04,0.00944745462425245,1.026558059736506
2024-03-05,0.01481508115011465,1.0417666006968067
2024-03-06,-0.005028455284386668,1.0365281239284354
2024-03-07,-0.0029342895629115295,1.033486650272728
2024-03-08,-0.00043177930024107525,1.0330404121300647
2024-03-11,0.02919231429000213,1.0631972525152389
2024-03-12,0.01073136591624868,1.0746068112731302
2024-03-13,0.011544075218085093,1.0870121531323338
2024-03-14,-0.01314381012781407,1.0727246717849361
2024-03-15,0.01419274109638402,1.0879495753192832
2024-03-18,0.019824453176338075,1.1095175807334172
2024-03-19,-0.0075021122292320275,1.1011938553224492
2024-03-20,0.015339567206251292,1.118085692473279
2024-03-21,0.0028447460281211256,1.1212663623060413
2024-03-22,-0.005744920332333536,1.1148247763832677
2024-03-25,-0.034603253543430856,1.0762482119895789
2024-03-26,-0.010841862671998825,1.0645796766742035
2024-03-27,-0.04792349782944627,1.0135612948498347
2024-03-28,0.03506985180333544,1.0491067392538151
2024-03-29,0.008094041075172198,1.0575982522935754
2024-04-01,0.026439314771320443,1.0855604253875637
2024-04-02,-0.013645237271221355,1.0707476958109023
2024-04-03,-0.01744442551915848,1.0520691173815184
2024-04-08,-0.006715339180114577,1.0450041164173778
2024-04-09,0.0,1.0450041164173778
2024-04-10,0.0,1.0450041164173778
2024-04-11,0.0,1.0450041164173778
2024-04-12,0.0,1.0450041164173778
2024-04-15,0.0,1.0450041164173778
2024-04-16,0.0,1.0450041164173778
2024-04-17,0.0,1.0450041164173778
2024-04-18,0.005865423377507284,1.0511335079914037
2024-04-19,-0.005980275926978584,1.0448474395775222
2024-04-22,-0.0025002550747210694,1.0422350544644092
2024-04-23,0.0,1.0422350544644092
2024-04-24,0.0,1.0422350544644092
2024-04-25,0.0,1.0422350544644092
2024-04-26,0.01185960142441389,1.0545955468009094
2024-04-29,0.005071012288454302,1.0599434137780859
2024-04-30,-0.004080361318213432,1.0556184616730107
2024-05-06,0.012688934283483055,1.069013134961611
2024-05-07,0.007351371594163103,1.076871847755755
2024-05-08,-0.003948342611561961,1.0726199887520695
2024-05-09,0.006320105569604495,1.0793990603170507
2024-05-10,0.0027360261227178384,1.0823523243429152
2024-05-13,-0.0008435066708980532,1.0814393529370698
2024-05-14,-0.003879257085881993,1.0772441716642371
2024-05-15,-0.0077487564664923125,1.0688968689230627
2024-05-16,0.004853657448697479,1.0740849281728004
2024-05-17,0.01396176023601381,1.0890810444130652
2024-05-20,0.003428254945535558,1.0928146918896633
2024-05-21,-0.0030969081388996234,1.0894303451760412
2024-05-22,0.005635181260716493,1.095569482642033
2024-05-23,-0.025341336602274223,1.0678062876112218
2024-05-24,-0.01797019950124701,1.0486175955941621
2024-05-27,0.009264954983084328,1.0583329904118122
2024-05-28,-0.010891008293480664,1.046806677035973
2024-05-29,0.0013662513531020881,1.0482368780749096
2024-05-30,-0.007785713371788683,1.0400756061964798
2024-05-31,-0.004679075317795656,1.0352090140988846
2024-06-03,0.0027753419313127914,1.0380820730833862
2024-06-04,0.0057927518912894715,1.0440954249755536
2024-06-05,-0.0060914850686314415,1.0377353332840886
2024-06-06,-0.00022368142135464897,1.0375032111697498
2024-06-07,0.0,1.0375032111697498
