candle_end_time,50_open,50_close,50_amp,300_open,300_close,300_amp,500_open,500_close,500_amp,1000_open,1000_close,1000_amp,chuang_open,chuang_close,chuang_amp,50_mom,300_mom,500_mom,1000_mom,chuang_mom,pos,trade_time,strategy_amp_adjust,50_net,300_net,500_net,1000_net,chuang_net,strategy_net
2010-08-02,1984.12,2015.66,0.01454629648271566,2868.28,2917.27,0.016877843038151097,4192.66,4267.9,0.018317255728168558,4298.68,4389.72,0.021093081246045697,968.45,994.23,0.02664105820761442,0.12126876049976087,0.16103317214892643,0.1975431271535517,0.21019273341806155,0.15303791155902458,1000,,0.021093081246045697,1.1036246167323698,1.13826914823052,1.164397202980359,1.1741174834302468,1.112462516224321,1.0503905856874252
2010-08-03,2019.66,1978.41,-0.018480299256819155,2925.25,2865.97,-0.017584933859395968,4277.27,4193.64,-0.01739965791138487,4394.86,4320.95,-0.015666147271352293,995.2,975.65,-0.01868782877201458,0.08322930354796321,0.11825276054469525,0.14413708997552765,0.15572358602095893,0.09167300720583627,1000,,-0.015666147271352293,1.0832293035479632,1.1182527605446952,1.1441370899755277,1.155723586020959,1.0916730072058363,1.033935012079604
2010-08-04,1975.74,1981.53,0.0015770239737971092,2858.35,2876.43,0.0036497241771547007,4178.19,4248.01,0.012964870613595858,4304.86,4372.51,0.011932561126604124,971.41,978.01,0.0024189002203658383,0.08306368744397563,0.11468796502976186,0.1423496635884971,0.15199744967185613,0.07645148863573836,1000,,0.011932561126604124,1.0849375821287779,1.1223340746810253,1.1589706793112762,1.1695143283566123,1.094313655283534,1.0462725048121801
2010-08-05,1980.78,1954.34,-0.013721720084984845,2874.66,2850.83,-0.008899921082730966,4247.05,4267.96,0.004696316628256536,4369.34,4396.12,0.0053996445977253504,980.27,987.35,0.009550004601180051,0.06903775989672489,0.10672303487685952,0.1540204524191935,0.16503814892258117,0.09038000684697023,1000,,0.0053996445977253504,1.0700503723171264,1.1123453899879043,1.1644135725841875,1.1758292900816854,1.1047643557266258,1.0519220044905377
2010-08-06,1953.06,1979.23,0.012735757340073928,2848.16,2897.66,0.016426795003560368,4260.63,4356.01,0.02063046514025446,4387.82,4480.65,0.01922831951812043,987.97,1011.39,0.02434800222818656,0.05824199326311286,0.09465452759623738,0.1440303603319677,0.15294356799707676,0.08500777771817836,1000,,0.01922831951812043,1.0836782742006132,1.130617659682391,1.1884359662022248,1.1984385113701408,1.1316631607214787,1.0721486969010234
2010-08-09,1974.97,1988.02,0.004441121042021434,2894.1,2918.24,0.007102282531421977,4357.18,4413.57,0.013213927424408967,4486.45,4549.79,0.015430796870989694,1013.25,1032.34,0.02071406677938281,0.053160774923582954,0.09043352190776544,0.14652476152870997,0.15647733453985335,0.10984013674919635,1000,,0.015430796870989694,1.088491020586947,1.1386476257364704,1.2041398728081782,1.2169313726014648,1.1551045070044308,1.0886928056583993
2010-08-10,1989.55,1934.59,-0.026875987163107018,2920.4,2832.64,-0.029332748505948802,4412.27,4246.46,-0.037862773219864976,4550.46,4385.81,-0.036041223880662554,1031.98,993.99,-0.03714861382877721,0.04057768334991785,0.07517298706819653,0.12080765423952489,0.13075975084050095,0.06756669673927052,1000,,-0.036041223880662554,1.0592367498904949,1.1052479612938466,1.158547797879045,1.1730716765541334,1.112193975741843,1.0494549845123984
2010-08-11,1930.36,1939.84,0.0027137533017331794,2823.15,2850.21,0.006202694306371548,4230.35,4297.9,0.01211361934411248,4364.37,4439.11,0.012152829237928486,991.28,1004.64,0.010714393504964725,0.03566394737966094,0.07408775215649621,0.12391312875093141,0.13353352893260495,0.08920594995446463,1000,,0.012152829237928486,1.0621112571178273,1.1121034765304927,1.1725820048945115,1.1873278163231462,1.1241104596517923,1.0622088317320704
2010-08-12,1924.72,1914.45,-0.013088708347080091,2822.79,2816.39,-0.011865792345125525,4248.98,4241.59,-0.013101747364992034,4391.64,4388.62,-0.011373901525305707,994.05,991.78,-0.012800605191909509,0.04008323056278429,0.07968886571695832,0.1355115917973979,0.14981660029343935,0.11116339517791518,1000,,-0.011373901525305707,1.0482095926412616,1.0989074876116898,1.1572191317016476,1.1738232666620305,1.109721165465694,1.0501273730806397
2010-08-13,1915.81,1930.67,0.008472407218783395,2818.41,2855.55,0.013904324330082263,4240.5,4323.05,0.01920506225259877,4390.05,4471.54,0.01889432213315345,992.63,1007.21,0.015557885821452455,0.04972216483074354,0.09151685887169214,0.15053374247823648,0.16390886634754787,0.12877955844446953,1000,,0.01889432213315345,1.0570904511607533,1.1141870537281986,1.179443597165876,1.1960018615897334,1.1269860806516583,1.0699688179484677
2010-08-16,1926.39,1971.3,0.021044507865145112,2851.22,2922.08,0.023298488907565806,4322.02,4423.31,0.02319195938053009,4470.43,4573.42,0.022784096754138394,1007.5,1030.22,0.02284528549160547,0.049384359046701354,0.08932439132590497,0.15121112039372164,0.16343590369782435,0.13454104950167944,1000,,0.022784096754138394,1.0793363994743757,1.1401459284404385,1.2067972051629732,1.2232516837223237,1.152732399409211,1.0943470910205166
2010-08-17,1974.69,1979.79,0.004306802617562111,2927.26,2942.29,0.006916306192848998,4436.38,4457.76,0.007788285243403692,4584.45,4618.33,0.009819784756265548,1031.08,1033.58,0.003261439304226288,0.036555547992900284,0.07324092650009129,0.12815840621963082,0.13943091737619007,0.10305009498196394,1000,,0.009819784756265548,1.083984888304862,1.1480315267860626,1.2161960860277248,1.2352637519592162,1.156491966163899,1.1050933439029835
2010-08-18,1982.29,1974.66,-0.0025911839134452608,2945.98,2937.36,-0.0016755656308521383,4462.58,4457.13,-0.0001413265855497725,4617.06,4611.65,-0.0014464102825048064,1033.71,1026.72,-0.0066371253313723955,0.03151494256476162,0.06916508331695392,0.12569991135087633,0.13604786937906765,0.09080478087649402,1000,,-0.0014464102825048064,1.0811760840998685,1.1461079246166452,1.2160242051875274,1.233477053766777,1.148816184039744,1.1034949255272346
2010-08-19,1979.22,1994.16,0.009875117741788397,2940.77,2955.4,0.006141569300324168,4456.27,4461.49,0.0009782079499587315,4607.08,4621.57,0.0021510739106394006,1026.98,1025.53,-0.0011590306997039113,0.031170496618197596,0.0626004479935569,0.11041449926080049,0.12031270832070784,0.07926668841624473,1000,,0.0021510739106394006,1.0918528252299606,1.1531468258613289,1.2172137297323842,1.236130354076507,1.147484670814125,1.1058686246720593
2010-08-20,1985.58,1967.06,-0.013589681871063575,2943.33,2898.33,-0.019310414833863532,4442.69,4366.6,-0.021268679297723248,4599.29,4522.61,-0.021412636831206755,1021.46,995.94,-0.028853373377668023,0.01110796987843421,0.03768241511163306,0.0874443091344228,0.09467332450677346,0.03680029981573818,1000,,-0.021412636831206755,1.0770148926850633,1.1308790822895938,1.1913252012779205,1.2096615437286358,1.1143758671619748,1.0821890614289305
2010-08-23,1963.31,1962.78,-0.0021758360192367654,2895.71,2896.19,-0.0007383562258265197,4363.17,4404.72,0.008729904273347744,4519.5,4565.87,0.009565273149796383,994.94,995.61,-0.00033134526176281653,0.005589511596571617,0.03028761494815102,0.08195102540105959,0.09010450116629687,0.030492159602546254,1000,,0.009565273149796383,1.0746714848883048,1.1300440906785283,1.2017253562435035,1.2212322868132044,1.1140066239985678,1.09254049540122
2010-08-24,1959.61,1960.06,-0.0013857895434027379,2892.13,2911.83,0.005400198191416905,4401.52,4456.5,0.011755571296245826,4559.53,4626.35,0.013246106437546423,993.58,1004.99,0.009421359769387516,0.012391080901000384,0.04153134076373899,0.09526992818627322,0.1055709294600653,0.049082956668789146,1000,,0.013246106437546423,1.0731822163819535,1.1361465527332317,1.2158523243473303,1.2374088596693005,1.1245020811887392,1.107012403090634
2010-08-25,1948.46,1915.0,-0.022989092170647818,2893.99,2843.02,-0.023631187260245268,4428.36,4368.3,-0.019791316055200237,4599.38,4534.71,-0.019808272180012354,1000.27,976.88,-0.027970427566443412,-0.03459818615366783,-0.007228360314555871,0.04948682465548071,0.06277699005120874,0.004472869731525053,1000,,-0.019808272180012354,1.0485107314936486,1.1092980607905107,1.1917890067197225,1.2128979281790122,1.0930492771785347,1.0850844001035653
2010-08-26,1922.9,1914.64,-0.00018798955613574808,2853.11,2850.09,0.002486792213913347,4376.92,4399.28,0.00709200375432073,4543.79,4562.35,0.006095207852321316,978.6,980.63,0.0038387519449676333,-0.03973679327137669,-0.009690824814626908,0.04893610933610537,0.06194762360312933,0.005403133202099619,1000,,0.006095207852321316,1.0483136224266316,1.1120566545709938,1.200241178829737,1.2202907931549134,1.0972452222172493,1.091698215059508
2010-08-27,1914.22,1917.58,0.0015355367066391956,2847.45,2858.57,0.002975344638239452,4393.99,4431.44,0.007310287137895166,4555.53,4585.51,0.005076331276644641,978.51,999.46,0.01920194160896571,-0.0348205117880368,-0.0035833173571290233,0.057337758551989415,0.0666358070639026,0.03204155179001078,1000,,0.005076331276644641,1.0499233464739377,1.1153654063755902,1.2090152864817083,1.2264853934748072,1.1183144609049813,1.0972400368532718
2010-08-30,1926.12,1942.56,0.013026835907758771,2874.25,2915.01,0.019744137803167305,4453.05,4553.02,0.027435777083747226,4606.94,4705.88,0.02625007905336596,1002.99,1024.93,0.025483761231064772,-0.036266036930831635,-0.0007746968912715202,0.0668056889805293,0.07202281694504431,0.030878167023727032,1000,,0.02625007905336596,1.0636005256241787,1.1373873346599557,1.2421855603724632,1.2586807320113194,1.1468133196079309,1.1260426745611882
2010-08-31,1935.41,1923.91,-0.009600733053290456,2905.15,2903.19,-0.0040548745973427724,4541.77,4589.29,0.007966141154662099,4691.88,4755.85,0.010618630309315202,1020.75,1025.57,0.0006244328880995464,-0.02754737390126416,0.012986877043374534,0.09434524661153554,0.10064916279984737,0.051165889407061904,1000,,0.010618630309315202,1.0533891809023215,1.1327753716493034,1.2520809858866733,1.2720461973820059,1.1475294275612047,1.137999705434866
2010-09-01,1927.72,1917.33,-0.0034201184047071287,2907.66,2884.04,-0.006596192464151551,4595.21,4530.23,-0.01286909304053574,4761.27,4698.73,-0.012010471314276239,1025.68,995.59,-0.029232524352311273,-0.032399206673631054,0.00264564060310879,0.06643581347501515,0.07460703348877407,0.017975276326418044,1000,,-0.012010471314276239,1.049786465177398,1.1253033672792538,1.235967839185012,1.2567683230179152,1.113984245625028,1.1243317926170857
2010-09-02,1941.09,1935.92,0.009695774853572425,2917.74,2921.39,0.012950583209664135,4562.43,4625.4,0.021007763402741242,4730.29,4802.27,0.022035741572723033,1001.6,1014.92,0.019415622896975515,-0.009425176786024836,0.024750686642135866,0.08374961339843856,0.0923882878538349,0.02792322884488785,1000,,0.022035741572723033,1.059964958388086,1.1398767021733192,1.261932759124008,1.2844621450007223,1.1356129436512554,1.1491072774411923
2010-09-03,1937.85,1929.19,-0.0034763833216249207,2926.94,2920.21,-0.0004039173133336682,4632.26,4662.96,0.008120378778051718,4808.34,4845.91,0.009087369098363718,1017.64,1036.7,0.021459819493162113,-0.02528255937915247,0.007782141452068236,0.07046586210775452,0.08151942240523136,0.025024965641345043,1000,,0.009087369098363718,1.0562801138852387,1.1394162862382458,1.2721801311205267,1.29613452660522,1.1599829924361098,1.1595496394049163
2010-09-06,1938.54,1975.68,0.02409819665248114,2935.89,2975.09,0.018793168984422293,4682.26,4651.96,-0.0023590165903203397,4868.43,4824.31,-0.004457367140536905,1039.46,1010.76,-0.025021703482203228,-0.00620718101427542,0.019480920006579527,0.05401296456156812,0.06033685071179118,-0.02090396574771869,1000,,-0.004457367140536905,1.0817345597897503,1.160829529049124,1.2691790370853375,1.2903571791566144,1.1309582419549746,1.1543811009444114
2010-09-07,1979.29,1973.14,-0.0012856333009394483,2979.3,2983.11,0.0026957167682322147,4650.95,4679.94,0.006014669085718571,4818.19,4865.78,0.008596047932243112,1010.12,1022.62,0.01173374490482404,0.01992670281558384,0.05312005761409866,0.10208032102033204,0.10943702531573396,0.028803106671093204,1000,,0.008596047932243112,1.0803438458169077,1.1639587966756408,1.2768127290039368,1.3014491513183586,1.1442286174640828,1.164304216220205
2010-09-08,1963.63,1956.33,-0.008519415753570514,2970.0,2980.97,-0.0007173721384730047,4660.9,4720.38,0.008641136424826001,4843.67,4905.63,0.008189848287427859,1020.23,1026.33,0.003627936085740524,0.008500701088749674,0.045877321320183295,0.0982991693617814,0.10509313803893128,0.021589823220258042,1000,,0.008189848287427859,1.071139947437582,1.1631238050645751,1.2878458419842143,1.3121078224214575,1.1483798057557175,1.1738396911114612
2010-09-09,1957.96,1918.29,-0.019444572234745605,2986.87,2926.46,-0.01828599415626453,4730.86,4658.01,-0.01321291929887003,4914.43,4837.02,-0.01398597122082168,1029.11,1021.83,-0.004384554675396668,0.0020057980098722172,0.03908194532717424,0.09817544835780923,0.10217334834184788,0.030299058258888234,1000,,-0.01398597122082168,1.0503120893561102,1.1418549299621523,1.2708296388046916,1.293756720178456,1.1433446717092601,1.1574224029737181
2010-09-10,1920.09,1915.65,-0.0013762257010149215,2928.0,2932.55,0.002081012554417283,4655.7,4705.31,0.010154550977778065,4831.84,4886.05,0.010136406299746437,1021.87,1034.94,0.012829922785590586,-0.007779682700824075,0.026965033005900807,0.08842368235389375,0.09269960684685818,0.02753149790013998,1000,,0.010136406299746437,1.0488666228646517,1.1442311444067268,1.283734343156005,1.3068707639472124,1.1580136955646063,1.1691545067106885
2010-09-13,1914.38,1922.14,0.0033878840080390216,2933.59,2962.32,0.010151574568208588,4713.06,4789.69,0.017932931092744075,4896.5,4967.47,0.0166637672557588,1034.39,1042.48,0.007285446499313952,-0.024937858266118718,0.013771012429502294,0.08282937438253235,0.08616090365634466,0.0119003707945875,1000,,0.0166637672557588,1.052420061322821,1.1558468921924383,1.3067554626732107,1.3286481541909843,1.166450342389115,1.188637025296537
2010-09-14,1928.09,1925.01,0.0014931274516944981,2971.55,2965.01,0.0009080720516352336,4796.46,4805.42,0.0032841373867620316,4975.59,4982.86,0.0030981566068841726,1044.3,1031.22,-0.010801166449236455,-0.02766960132135221,0.007721876497558178,0.07798984243207352,0.07893112878464725,-0.0022833259157490904,1000,,0.0030981566068841726,1.053991458607096,1.1568964844512077,1.3110470271435315,1.3327645142481157,1.1538513180862016,1.1923196089496466
2010-09-15,1926.5,1893.03,-0.016612900712204115,2965.54,2913.19,-0.01747717545640659,4802.61,4730.14,-0.015665644210079432,4980.28,4888.01,-0.019035252846758555,1029.52,990.1,-0.03987509939683098,-0.04133876211600995,-0.008228477272108292,0.061252420279417574,0.059926490518578124,-0.035666978338787625,1000,,-0.019094110731587732,1.036481603153745,1.136677201607554,1.2905086308736187,1.3073950047342153,1.1078413820883497,1.1695533263089186
2010-09-16,1890.26,1858.45,-0.01826701108804396,2908.32,2857.79,-0.019016953923362445,4721.56,4610.92,-0.02520432799029204,4881.21,4766.85,-0.024787183332276252,989.49,972.6,-0.01767498232501763,-0.06805371685321138,-0.03302767814847407,0.033493294840961196,0.03143520491954055,-0.05161233703548407,500,2010-09-16,-0.02349152369167895,1.0175481822163819,1.1150610636388465,1.2579822280667772,1.2749883650641662,1.0882603052410151,1.1420787366352507
2010-09-17,1864.72,1857.31,-0.0006134144044769307,2864.72,2861.37,0.0012527162597670838,4616.57,4603.49,-0.0016113920866118736,4770.41,4767.48,0.00013216274898497637,976.07,972.23,-0.0003804236068271072,-0.055793925960570645,-0.012752171077827557,0.054250446571703304,0.054143514475048615,-0.02380665501937873,500,,-0.0016113920866118736,1.0169240035041611,1.1164579187639,1.255955125459372,1.275156871031417,1.0878463053305285,1.140238399996749
2010-09-20,1859.42,1860.85,0.0019059823077460791,2865.04,2849.83,-0.004033033127487817,4608.85,4553.12,-0.01094169858085925,4767.34,4695.94,-0.015005831172862805,972.45,949.2,-0.023687810497516004,-0.051931444176117614,-0.016007237094251447,0.03369113133184398,0.028487451460510238,-0.04661463826196999,500,,-0.01094169858085925,1.0188622426631624,1.1119552069920793,1.2422128430455102,1.2560220823058035,1.062077608199436,1.1277622551136632
2010-09-21,1868.26,1864.41,0.0019131042265632114,2859.43,2857.48,0.0026843706466701533,4561.67,4546.72,-0.0014056295463329427,4700.0,4677.68,-0.0038884653551790604,952.07,934.46,-0.015528866413822229,-0.048799526545105665,-0.018665238011834506,0.020244586558958888,0.01109513979703225,-0.07017980278410729,500,,-0.0014056295463329427,1.020811432325887,1.1149401069101408,1.240466751970491,1.2511380839534176,1.0455847469005952,1.1261770391666364
2010-09-27,1869.98,1881.55,0.009193256848010867,2869.93,2905.03,0.016640536416702822,4570.61,4673.6,0.0279058310166449,4696.7,4801.46,0.02646183578184047,936.21,950.67,0.017346916935984336,-0.01746736292428197,0.02181131332174946,0.06988988851498301,0.05882404828533683,-0.026830316927360598,500,,0.0279058310166449,1.0301960140166446,1.1334933083616217,1.2750830075327462,1.2842454944713995,1.0637224186546121,1.157603945316446
2010-09-28,1876.49,1863.88,-0.009391193430947853,2900.54,2880.91,-0.008302840246056098,4672.15,4654.35,-0.004118880520369683,4796.27,4785.7,-0.0032823349564508053,949.63,942.05,-0.009067289385380817,-0.026511511302385826,0.010813693602658159,0.05797994217235569,0.04895503413810842,-0.0393420556173073,500,,-0.004118880520369683,1.0205212439772229,1.1240820945023215,1.2698310929711651,1.2800301705922317,1.0540773396589536,1.152835912975779
2010-09-29,1859.76,1868.75,0.002612829152091267,2877.27,2874.81,-0.0021173865202314124,4648.16,4590.32,-0.013757022999989377,4778.79,4720.63,-0.013596757005244764,941.27,926.76,-0.016230561010562083,-0.025464387404958266,0.005681162259451256,0.035852905601790885,0.029466733253225907,-0.07273927921077383,500,,-0.013757022999989377,1.0231876916338152,1.1217019782277888,1.2523619974190592,1.2626259114033072,1.0369690730877679,1.1369763228057574
2010-09-30,1858.45,1913.11,0.023737792642140487,2859.06,2935.57,0.021135309811779024,4564.81,4660.61,0.015312657941058516,4695.9,4785.49,0.013739691524224495,923.83,942.54,0.017027062022530126,-0.015160406885759037,0.007053149045800788,0.023630469446652924,0.016917133458566713,-0.08038597757895671,500,,0.015312657941058516,1.0474759088918089,1.1454094970541184,1.271538988303918,1.2799740019364814,1.054625609810679,1.1543864523239646
2010-10-08,1933.42,1990.01,0.04019632953672292,2965.65,3044.23,0.037014957912773205,4696.38,4767.97,0.023035611218274132,4819.0,4899.57,0.0238387291583515,946.47,959.86,0.018375877946824604,0.034357116497133466,0.048581043610648855,0.038934127065406665,0.030219624252236565,-0.0640716869643222,500,,0.022974229081601072,1.0895805957074025,1.1878067813804674,1.3008296660873646,1.3104869554983765,1.0740052812961554,1.1809075911283522
2010-10-11,2005.7,2066.95,0.03866312229586777,3069.19,3132.9,0.02912723414459495,4784.65,4789.15,0.004442142043678876,4914.31,4922.59,0.004698371489743058,960.91,947.11,-0.013283187131456708,0.0780356015917969,0.0862886783817145,0.05715383104169103,0.04764266088921909,-0.0486947438202473,300,2010-10-11,0.02069667804136066,1.1317071835304422,1.222404307620274,1.306608136238756,1.3166441100477702,1.0597390681645258,1.2053484553385345
2010-10-12,2058.09,2091.78,0.012012869203415821,3121.64,3172.73,0.01271346037217902,4772.91,4806.03,0.0035246338076695416,4907.14,4950.26,0.005621024704474786,946.63,951.79,0.00494134788989653,0.08050952518699117,0.08603438774008265,0.03905175768582181,0.030816676280175814,-0.062201946951483844,300,,0.01271346037217902,1.1453022339027596,1.2379452963439852,1.3112134514491192,1.3240449991173497,1.0649756075728416,1.2206726051601482
