candle_end_time,open,high,low,close,amount,info,pre_close
2020-04-14,1049.21,1073.22,1049.21,1073.22,1430019.69,{},1042.15
2020-04-15,1076.94,1101.67,1076.94,1088.20,1662278.63,{},1073.22
2020-04-16,1080.87,1097.20,1080.87,1091.93,1784416.97,{},1088.20
2020-04-17,1102.66,1129.12,1102.66,1117.07,2585719.47,{},1091.93
2020-04-20,1119.26,1133.36,1115.72,1133.36,5014214.02,{},1117.07
2020-04-21,1127.66,1127.66,1108.48,1119.23,3842314.48,{},1133.36
2020-04-22,1108.68,1135.85,1108.68,1135.85,3821580.47,{},1119.23
2020-04-23,1140.80,1157.87,1140.55,1149.72,4052550.44,{},1135.85
2020-04-24,1148.59,1155.54,1139.31,1144.15,3590074.86,{},1149.72
2020-04-27,1140.19,1145.75,1136.23,1138.10,3145268.71,{},1144.15
2020-04-28,1130.61,1130.61,1037.26,1113.51,4609236.37,{},1138.10
2020-04-29,1105.60,1125.19,1102.57,1102.70,3100417.90,{},1113.51
2020-04-30,1107.43,1171.80,1107.43,1166.35,4087211.42,{},1102.70
2020-05-06,1155.12,1252.75,1155.12,1247.51,5630939.90,{},1166.35
2020-05-07,1249.64,1249.64,1218.24,1224.10,5422596.35,{},1247.51
2020-05-08,1230.91,1272.62,1230.91,1240.25,4659406.89,{},1224.10
2020-05-11,1244.30,1268.08,1215.97,1226.06,4125489.70,{},1240.25
2020-05-12,1222.39,1233.64,1203.15,1233.59,3822613.93,{},1226.06
2020-05-13,1227.72,1252.58,1227.72,1247.03,4068998.77,{},1233.59
2020-05-14,1241.84,1258.25,1238.23,1242.17,4678296.37,{},1247.03
2020-05-15,1244.74,1280.05,1244.74,1270.48,4315539.86,{},1242.17
2020-05-18,1279.29,1279.29,1253.33,1254.30,5082221.06,{},1270.48
2020-05-19,1260.22,1324.42,1260.22,1324.42,4807584.34,{},1254.30
2020-05-20,1317.40,1348.58,1297.67,1307.00,5623680.83,{},1324.42
2020-05-21,1305.91,1309.50,1251.52,1251.93,4949058.34,{},1307.00
2020-05-22,1247.60,1258.31,1208.82,1230.66,4240916.63,{},1251.93
2020-05-25,1223.87,1227.56,1205.73,1212.09,3390681.53,{},1230.66
2020-05-26,1217.62,1272.92,1217.62,1272.66,4465922.14,{},1212.09
2020-05-27,1271.46,1281.21,1251.08,1253.27,4571550.47,{},1272.66
2020-05-28,1251.06,1256.22,1206.62,1232.22,4239302.27,{},1253.27
2020-05-29,1227.20,1267.43,1227.20,1246.11,4498588.34,{},1232.22
2020-06-01,1257.97,1309.96,1257.97,1300.74,5072010.78,{},1246.11
2020-06-02,1305.80,1312.52,1294.22,1305.64,4847517.85,{},1300.74
2020-06-03,1305.73,1314.14,1293.60,1294.28,4800510.23,{},1305.64
2020-06-04,1295.16,1306.07,1291.21,1299.80,5499727.85,{},1294.28
2020-06-05,1300.25,1307.89,1292.05,1297.31,4740083.33,{},1299.80
2020-06-08,1306.50,1311.68,1277.29,1280.05,4728842.52,{},1297.31
2020-06-09,1277.45,1278.85,1269.11,1278.51,4279470.81,{},1280.05
2020-06-10,1278.07,1278.07,1265.11,1269.98,5710625.26,{},1278.51
2020-06-11,1270.72,1294.34,1265.38,1273.59,5348532.49,{},1269.98
2020-06-12,1246.80,1268.46,1246.80,1262.29,4809826.23,{},1273.59
2020-06-15,1262.48,1271.91,1249.58,1249.91,4679291.83,{},1262.29
2020-06-16,1259.09,1289.13,1259.09,1289.13,5315518.00,{},1249.91
2020-06-17,1291.04,1299.78,1280.52,1291.12,5459737.30,{},1289.13
2020-06-18,1289.77,1304.49,1286.47,1302.37,4995969.24,{},1291.12
2020-06-19,1301.02,1329.20,1301.02,1325.15,4724995.14,{},1302.37
2020-06-22,1347.94,1380.37,1347.94,1371.21,7112389.80,{},1325.15
2020-06-23,1365.33,1407.19,1365.33,1407.19,5800882.24,{},1371.21
2020-06-24,1408.55,1432.99,1406.87,1424.28,6376433.04,{},1407.19
2020-06-29,1415.91,1415.91,1393.71,1401.64,5241554.58,{},1424.28
2020-06-30,1410.58,1454.31,1410.58,1447.89,5533660.39,{},1401.64
2020-07-01,1453.25,1459.77,1417.60,1439.88,6278613.52,{},1447.89
2020-07-02,1439.01,1452.75,1424.15,1437.05,5994840.48,{},1439.88
2020-07-03,1435.08,1441.09,1408.08,1438.59,6024870.37,{},1437.05
2020-07-06,1445.61,1547.14,1444.69,1538.40,9449414.67,{},1438.59
2020-07-07,1550.30,1617.60,1550.30,1572.19,10320028.01,{},1538.40
2020-07-08,1572.78,1608.19,1555.31,1599.91,7913151.86,{},1572.19
2020-07-09,1596.98,1681.91,1594.26,1666.85,9680794.36,{},1599.91
2020-07-10,1653.50,1682.62,1633.18,1654.83,7818090.11,{},1666.85
2020-07-13,1647.18,1721.98,1640.98,1721.98,8097677.94,{},1654.83
2020-07-14,1714.87,1726.19,1647.64,1701.58,9448435.48,{},1721.98
2020-07-15,1702.58,1707.63,1611.91,1612.03,10008757.26,{},1701.58
2020-07-16,1606.44,1612.33,1460.64,1469.80,13819920.26,{},1612.03
2020-07-17,1475.46,1495.91,1425.64,1443.40,8965055.76,{},1469.80
2020-07-20,1459.78,1463.71,1388.28,1459.03,9053350.01,{},1443.40
2020-07-21,1456.49,1499.85,1454.59,1490.17,7598157.00,{},1459.03
2020-07-22,1474.02,1519.12,1468.11,1497.23,9910810.97,{},1490.17
2020-07-23,1487.20,1512.47,1459.73,1494.14,8947755.00,{},1497.23
2020-07-24,1467.10,1474.46,1389.31,1389.31,10254387.00,{},1494.14
2020-07-27,1396.49,1403.11,1361.98,1374.52,6206763.00,{},1389.31
2020-07-28,1385.79,1404.90,1383.28,1400.54,5444707.00,{},1374.52
2020-07-29,1400.92,1476.92,1395.97,1476.92,7326990.00,{},1400.54
2020-07-30,1484.43,1496.27,1467.80,1472.79,7402878.00,{},1476.92
2020-07-31,1469.10,1513.76,1467.78,1512.98,8554323.00,{},1472.79
2020-08-03,1533.23,1622.81,1533.23,1622.81,9665389.00,{},1512.98
2020-08-04,1620.79,1628.14,1555.90,1566.06,7827533.00,{},1622.81
2020-08-05,1592.39,1597.47,1556.68,1588.62,7167247.00,{},1566.06
2020-08-06,1582.47,1589.75,1552.54,1573.87,6986209.00,{},1588.62
2020-08-07,1561.86,1568.56,1492.25,1526.80,7357510.00,{},1573.87
2020-08-10,1520.10,1555.68,1507.27,1535.60,6018437.00,{},1526.80
2020-08-11,1531.60,1539.84,1490.84,1491.84,5771384.00,{},1535.60
2020-08-12,1485.56,1488.88,1422.73,1458.64,6336105.00,{},1491.84
2020-08-13,1465.60,1482.63,1453.38,1468.23,4944971.00,{},1458.64
2020-08-14,1466.80,1486.40,1453.74,1484.04,4313049.00,{},1468.23
2020-08-17,1486.81,1501.25,1471.92,1496.40,7506811.00,{},1484.04
2020-08-18,1496.42,1512.76,1492.96,1512.51,7946743.00,{},1496.40
2020-08-19,1516.98,1517.89,1470.34,1472.02,8016528.00,{},1512.51
2020-08-20,1460.03,1473.05,1438.46,1442.58,6154748.00,{},1472.02
2020-08-21,1447.80,1467.98,1443.52,1447.71,5215102.00,{},1442.58
2020-08-24,1453.49,1457.58,1421.89,1450.67,5606668.00,{},1447.71
2020-08-25,1449.54,1462.90,1424.42,1427.70,5269909.00,{},1450.67
2020-08-26,1422.00,1430.79,1377.21,1383.31,6544953.00,{},1427.70
2020-08-27,1389.94,1429.96,1380.13,1417.56,6056520.00,{},1383.31
2020-08-28,1415.65,1416.82,1393.85,1413.64,5652897.00,{},1417.56
2020-08-31,1417.66,1441.46,1417.66,1423.24,5475692.00,{},1413.64
2020-09-01,1424.43,1435.65,1419.60,1426.65,4431871.00,{},1423.24
2020-09-02,1430.87,1434.92,1411.84,1422.95,4919830.00,{},1426.65
2020-09-03,1422.42,1423.89,1396.11,1402.14,5304861.00,{},1422.95
2020-09-04,1377.39,1396.00,1371.16,1390.28,4909810.00,{},1402.14
2020-09-07,1387.49,1394.90,1349.77,1356.70,6207608.00,{},1390.28
2020-09-08,1356.82,1363.28,1328.92,1344.61,4448545.00,{},1356.70
2020-09-09,1331.43,1332.07,1289.35,1298.08,6252185.00,{},1344.61
2020-09-10,1309.32,1321.06,1276.50,1280.19,4750599.00,{},1298.08
2020-09-11,1279.84,1313.85,1272.84,1312.51,4036201.00,{},1280.19
2020-09-14,1334.98,1372.83,1334.98,1348.07,4373248.00,{},1312.51
2020-09-15,1348.79,1372.44,1334.82,1364.60,4109504.00,{},1348.07
2020-09-16,1363.32,1364.42,1341.68,1349.67,4133686.00,{},1364.60
2020-09-17,1347.45,1393.85,1335.03,1383.59,8406254.00,{},1349.67
2020-09-18,1386.38,1403.92,1379.92,1403.90,6376210.00,{},1383.59
2020-09-21,1407.07,1411.50,1390.90,1397.75,5173416.00,{},1403.90
2020-09-22,1389.78,1403.26,1379.01,1390.09,5571567.00,{},1397.75
2020-09-23,1401.37,1440.64,1400.28,1423.90,6208908.00,{},1390.09
2020-09-24,1412.16,1416.38,1392.01,1394.93,5031487.00,{},1423.90
2020-09-25,1399.39,1402.68,1360.55,1364.02,3824131.00,{},1394.93
2020-09-28,1367.46,1369.04,1335.99,1338.95,4523227.00,{},1364.02
2020-09-29,1345.99,1403.43,1345.99,1389.96,4293616.00,{},1338.95
2020-09-30,1394.86,1431.88,1393.91,1418.80,3985063.00,{},1389.96
2020-10-09,1446.52,1467.98,1446.52,1465.96,4921015.00,{},1418.80
2020-10-12,1475.26,1491.61,1469.65,1490.58,6598166.00,{},1465.96
2020-10-13,1491.85,1498.83,1485.13,1497.60,5095454.00,{},1490.58
2020-10-14,1495.34,1498.00,1481.12,1488.67,4673418.00,{},1497.60
2020-10-15,1489.38,1493.00,1451.88,1453.79,4520312.00,{},1488.67
2020-10-16,1457.15,1461.83,1429.08,1438.53,3777447.00,{},1453.79
2020-10-19,1444.84,1446.49,1411.27,1412.15,4009461.00,{},1438.53
2020-10-20,1413.87,1428.08,1402.71,1426.18,3879556.00,{},1412.15
2020-10-21,1427.24,1429.45,1396.12,1396.98,3849928.00,{},1426.18
2020-10-22,1395.13,1395.13,1373.51,1376.58,3329097.00,{},1396.98
2020-10-23,1380.37,1389.52,1336.37,1336.53,3775379.00,{},1376.58
2020-10-26,1332.68,1364.97,1313.45,1356.11,3074009.00,{},1336.53
2020-10-27,1359.18,1386.80,1354.81,1385.75,3147773.00,{},1356.11
2020-10-28,1396.56,1413.66,1392.07,1406.07,4166346.00,{},1385.75
2020-10-29,1394.28,1418.41,1387.38,1412.06,4612046.00,{},1406.07
2020-10-30,1413.51,1430.12,1393.91,1393.91,6123725.00,{},1412.06
2020-11-02,1402.08,1406.94,1370.90,1400.91,5250701.00,{},1393.91
2020-11-03,1403.64,1451.63,1402.26,1449.01,5020761.00,{},1400.91
2020-11-04,1454.73,1462.67,1443.42,1458.90,4180001.00,{},1449.01
2020-11-05,1477.61,1479.47,1453.72,1475.38,4796505.00,{},1458.90
2020-11-06,1477.53,1477.53,1429.12,1441.47,4453441.00,{},1475.38
2020-11-09,1446.47,1491.52,1442.62,1485.15,7796951.00,{},1441.47
2020-11-10,1483.66,1483.66,1438.59,1441.97,5811330.00,{},1485.15
2020-11-11,1440.78,1441.00,1393.73,1395.51,5615446.00,{},1441.97
2020-11-12,1404.81,1421.74,1404.57,1413.29,4220596.00,{},1395.51
2020-11-13,1406.68,1441.01,1401.46,1436.89,4160211.00,{},1413.29
2020-11-16,1520.27,1520.27,1444.39,1446.95,4716782.00,{},1436.89
2020-11-17,1455.23,1455.23,1425.26,1430.81,4858681.00,{},1446.95
2020-11-18,1431.66,1441.22,1418.36,1419.23,5021121.00,{},1430.81
2020-11-19,1415.64,1436.49,1408.22,1435.92,4496034.00,{},1419.23
2020-11-20,1433.95,1442.31,1427.31,1430.72,4702930.00,{},1435.92
2020-11-23,1429.39,1429.39,1412.02,1418.10,4743939.00,{},1430.72
2020-11-24,1412.02,1420.34,1409.40,1412.75,4864347.00,{},1418.10
2020-11-25,1414.19,1414.51,1387.56,1388.36,4652580.00,{},1412.75
2020-11-26,1386.21,1398.57,1380.13,1385.31,3800503.00,{},1388.36
2020-11-27,1386.65,1398.14,1380.64,1387.77,3723177.00,{},1385.31
2020-11-30,1392.95,1397.01,1380.22,1385.48,4183574.00,{},1387.77
2020-12-01,1386.58,1408.04,1381.96,1404.24,3731742.00,{},1385.48
2020-12-02,1408.67,1419.11,1403.73,1408.49,5738486.00,{},1404.24
2020-12-03,1410.44,1418.12,1398.10,1410.83,4585012.00,{},1408.49
2020-12-04,1409.59,1410.93,1401.53,1404.87,4178597.00,{},1410.83
2020-12-07,1410.50,1417.78,1403.42,1406.19,4758978.00,{},1404.87
2020-12-08,1405.72,1408.79,1397.55,1398.73,4279576.00,{},1406.19
2020-12-09,1400.57,1404.23,1364.20,1365.04,4783357.00,{},1398.73
2020-12-10,1363.00,1370.83,1355.88,1360.18,5043398.00,{},1365.04
2020-12-11,1362.34,1365.43,1345.32,1362.96,6665413.00,{},1360.18
2020-12-14,1361.61,1380.05,1353.90,1375.06,4584335.00,{},1362.96
2020-12-15,1373.96,1379.77,1357.36,1363.18,4713483.00,{},1375.06
2020-12-16,1357.22,1357.22,1339.96,1345.13,5560614.00,{},1363.18
2020-12-17,1343.28,1364.88,1339.90,1363.36,4798301.00,{},1345.13
2020-12-18,1381.48,1381.48,1357.77,1361.11,4663221.00,{},1363.36
2020-12-21,1359.69,1390.59,1355.93,1388.67,5212184.00,{},1361.11
2020-12-22,1383.29,1390.99,1355.97,1358.62,5162246.00,{},1388.67
2020-12-23,1359.73,1378.61,1355.25,1376.60,5196093.00,{},1358.62
2020-12-24,1378.38,1384.31,1347.80,1348.01,5764382.00,{},1376.60
2020-12-25,1348.47,1357.65,1340.79,1349.79,4981681.00,{},1348.01
2020-12-28,1345.30,1349.35,1335.25,1339.01,5208984.00,{},1349.79
2020-12-29,1338.24,1353.06,1336.09,1337.47,4819255.00,{},1339.01
2020-12-30,1336.72,1367.76,1335.21,1362.91,5200486.00,{},1337.47
2020-12-31,1370.44,1394.74,1368.47,1393.03,5460861.00,{},1362.91
2021-01-04,1398.96,1425.70,1389.59,1422.12,5855451.00,{},1393.03
2021-01-05,1413.18,1427.12,1409.54,1425.16,6097512.00,{},1422.12
2021-01-06,1430.07,1434.19,1408.06,1415.02,6071455.00,{},1425.16
2021-01-07,1414.90,1417.43,1370.19,1381.94,6633573.00,{},1415.02
2021-01-08,1382.15,1385.12,1366.18,1378.74,5424099.00,{},1381.94
2021-01-11,1385.35,1407.91,1378.12,1390.66,5762420.00,{},1378.74
2021-01-12,1389.47,1408.42,1379.80,1405.22,4511353.00,{},1390.66
2021-01-13,1412.07,1416.66,1389.77,1407.41,5709620.00,{},1405.22
2021-01-14,1406.05,1478.75,1399.56,1447.27,7542993.00,{},1407.41
2021-01-15,1450.86,1465.69,1431.45,1447.58,6054884.00,{},1447.27
2021-01-18,1443.82,1496.37,1437.02,1481.25,6290347.00,{},1447.58
2021-01-19,1485.46,1489.22,1441.62,1443.92,5731520.00,{},1481.25
2021-01-20,1450.72,1482.11,1444.74,1481.45,4920432.00,{},1443.92
2021-01-21,1485.65,1492.95,1465.89,1482.28,5260490.00,{},1481.45
2021-01-22,1482.65,1487.61,1456.02,1486.31,5801637.00,{},1482.28
2021-01-25,1481.74,1513.73,1471.18,1498.60,6035836.00,{},1486.31
2021-01-26,1498.00,1509.41,1471.31,1478.45,4841190.00,{},1498.60
2021-01-27,1481.49,1489.76,1441.18,1458.37,4527917.00,{},1478.45
2021-01-28,1441.40,1461.84,1418.94,1421.59,4281555.00,{},1458.37
2021-01-29,1435.28,1440.25,1400.67,1421.96,4920399.00,{},1421.59
2021-02-01,1419.18,1439.04,1412.16,1421.48,4623272.00,{},1421.96
2021-02-02,1419.71,1438.09,1414.36,1438.06,4469188.00,{},1421.48
2021-02-03,1436.00,1443.98,1410.15,1410.15,5084930.00,{},1438.06
2021-02-04,1402.09,1412.71,1367.71,1394.10,4842044.00,{},1410.15
2021-02-05,1396.12,1407.32,1368.65,1368.80,4227634.00,{},1394.10
2021-02-08,1371.75,1395.14,1367.33,1382.48,3771755.00,{},1368.80
2021-02-09,1389.07,1434.87,1383.86,1427.68,3905478.00,{},1382.48
2021-02-10,1424.77,1440.21,1407.64,1437.02,4082148.00,{},1427.68
2021-02-18,1457.80,1465.68,1429.09,1429.74,4797954.00,{},1437.02
2021-02-19,1426.10,1430.72,1404.15,1427.91,4339918.00,{},1429.74
2021-02-22,1431.56,1436.80,1388.52,1389.92,5450826.00,{},1427.91
2021-02-23,1371.63,1401.51,1370.91,1390.53,4358750.00,{},1389.92
2021-02-24,1393.72,1398.33,1358.41,1365.64,4513936.00,{},1390.53
2021-02-25,1373.84,1375.61,1349.71,1349.71,4900397.00,{},1365.64
2021-02-26,1319.89,1344.15,1319.65,1325.59,4743338.00,{},1349.71
2021-03-01,1339.99,1359.72,1337.19,1358.14,4967721.00,{},1325.59
2021-03-02,1373.03,1373.66,1342.90,1352.04,5245032.00,{},1358.14
2021-03-03,1350.01,1359.79,1340.32,1359.40,4491709.00,{},1352.04
2021-03-04,1358.28,1362.99,1322.34,1324.16,5243798.00,{},1359.40
2021-03-05,1307.06,1338.83,1305.92,1329.84,3836834.00,{},1324.16
2021-03-08,1337.02,1340.42,1275.46,1275.46,4922588.00,{},1329.84
2021-03-09,1275.32,1278.32,1227.18,1230.14,5040233.00,{},1275.46
2021-03-10,1251.18,1258.88,1227.42,1232.74,3711132.00,{},1230.14
2021-03-11,1241.10,1273.96,1227.33,1267.30,3855338.00,{},1232.74
2021-03-12,1268.44,1269.21,1251.20,1261.32,3716221.00,{},1267.30
2021-03-15,1254.68,1254.68,1213.43,1223.39,3478461.00,{},1261.32
2021-03-16,1223.80,1231.99,1212.34,1220.37,3304112.00,{},1223.39
2021-03-17,1220.45,1237.91,1213.35,1236.54,3172300.00,{},1220.37
2021-03-18,1241.56,1251.56,1237.62,1241.31,3572963.00,{},1236.54
2021-03-19,1226.41,1242.13,1221.42,1231.29,3970796.00,{},1241.31
2021-03-22,1229.47,1247.49,1227.84,1242.76,3570030.00,{},1231.29
2021-03-23,1246.36,1257.38,1232.26,1236.47,4327683.00,{},1242.76
2021-03-24,1228.61,1244.45,1219.51,1221.45,3866384.00,{},1236.47
2021-03-25,1212.83,1231.96,1212.38,1219.71,3365032.00,{},1221.45
2021-03-26,1224.64,1258.16,1224.64,1256.66,3534232.00,{},1219.71
2021-03-29,1262.29,1263.44,1248.33,1250.77,3478752.00,{},1256.66
2021-03-30,1250.28,1259.28,1245.01,1248.34,3490176.00,{},1250.77
2021-03-31,1248.16,1253.79,1236.26,1248.33,3552431.00,{},1248.34
2021-04-01,1251.00,1269.88,1248.96,1266.75,4255372.00,{},1248.33
2021-04-02,1276.03,1302.62,1274.38,1299.92,5421746.00,{},1266.75
2021-04-06,1304.64,1309.95,1291.92,1296.62,4364205.00,{},1299.92
2021-04-07,1296.82,1300.77,1283.16,1298.78,4135531.00,{},1296.62
2021-04-08,1293.64,1305.43,1287.01,1291.86,4764705.00,{},1298.78
2021-04-09,1290.31,1296.86,1269.92,1271.44,4141692.00,{},1291.86
2021-04-12,1269.02,1280.08,1240.44,1243.50,4406542.00,{},1271.44
2021-04-13,1242.76,1259.04,1239.46,1241.40,3849525.00,{},1243.50
2021-04-14,1243.24,1258.17,1243.24,1254.71,3526558.00,{},1241.40
2021-04-15,1250.36,1266.58,1245.18,1264.16,3525387.00,{},1254.71
2021-04-16,1265.15,1279.29,1255.84,1274.70,4652616.00,{},1264.16
2021-04-19,1273.08,1300.54,1268.99,1299.01,6874662.00,{},1274.70
2021-04-20,1295.61,1304.76,1290.02,1290.50,6992433.00,{},1299.01
2021-04-21,1285.31,1291.53,1275.61,1286.86,5194641.00,{},1290.50
2021-04-22,1288.58,1308.34,1288.58,1305.18,4982010.00,{},1286.86
2021-04-23,1303.29,1318.30,1300.10,1311.83,4761955.00,{},1305.18
2021-04-26,1315.51,1335.47,1313.06,1314.91,6231161.00,{},1311.83
2021-04-27,1310.66,1316.20,1297.27,1311.91,5052354.00,{},1314.91
2021-04-28,1318.55,1326.01,1304.33,1324.24,5728293.00,{},1311.91
2021-04-29,1320.89,1337.85,1312.94,1324.05,5513658.00,{},1324.24
2021-04-30,1319.01,1327.37,1313.83,1322.24,6061533.00,{},1324.05
