candle_end_time,指数涨跌幅,是选股日,选股日期,选股结果,持有股票,买入日期,涨跌幅,open,close,策略资金曲线_带择时,指数
2008/7/14,0.007574065,FALSE,2008/7/11,,金德发展(sz000639) 莱茵置业(sz000558) 沃华医药(sz002107) ,2008/7/14,0.059009489,1,1.059009489,1.059009489,1.007574065
2008/7/15,-0.041295487,FALSE,2008/7/11,,金德发展(sz000639) 莱茵置业(sz000558) 沃华医药(sz002107) ,2008/7/14,-0.016252376,1.059009489,1.041798068,1.041798068,0.965965803
2008/7/16,-0.037637838,FALSE,2008/7/11,,金德发展(sz000639) 莱茵置业(sz000558) 沃华医药(sz002107) ,2008/7/14,-0.058784402,1.041798068,0.980556592,0.980556592,0.929608939
2008/7/17,-0.010026952,FALSE,2008/7/11,,金德发展(sz000639) 莱茵置业(sz000558) 沃华医药(sz002107) ,2008/7/14,-0.013964551,0.980556592,0.966863559,0.966863559,0.920287794
2008/7/18,0.035830571,TRUE,2008/7/11,金德发展(sz000639) 联环药业(sh600513) 天目药业(sh600671) ,金德发展(sz000639) 莱茵置业(sz000558) 沃华医药(sz002107) ,2008/7/14,0.035413304,0.966863559,1.001103393,1.001103393,0.953262231
2008/7/21,0.033951823,FALSE,2008/7/18,,金德发展(sz000639) 联环药业(sh600513) 天目药业(sh600671) ,2008/7/21,0.04444545,1.001103393,1.045597884,1.045597884,0.985627222
2008/7/22,-0.002167603,FALSE,2008/7/18,,金德发展(sz000639) 联环药业(sh600513) 天目药业(sh600671) ,2008/7/21,0.026558252,1.045597884,1.073367136,1.073367136,0.983490774
2008/7/23,-0.007374154,FALSE,2008/7/18,,金德发展(sz000639) 联环药业(sh600513) 天目药业(sh600671) ,2008/7/21,0.000892531,1.073367136,1.074325149,1.074325149,0.976238361
2008/7/24,0.03261518,FALSE,2008/7/18,,金德发展(sz000639) 联环药业(sh600513) 天目药业(sh600671) ,2008/7/21,0.012567391,1.074325149,1.087826613,1.087826613,1.008078551
2008/7/25,-0.012816724,TRUE,2008/7/18,金宇车城(sz000803) 金德发展(sz000639) 联环药业(sh600513) ,金德发展(sz000639) 联环药业(sh600513) 天目药业(sh600671) ,2008/7/21,-0.008757747,1.087826613,1.078299703,1.078299703,0.995158287
2008/7/28,0.00736595,FALSE,2008/7/25,,金宇车城(sz000803) 金德发展(sz000639) 联环药业(sh600513) ,2008/7/28,0.035080222,1.078299703,1.116126696,1.116126696,1.002488573
2008/7/29,-0.01865005,FALSE,2008/7/25,,金宇车城(sz000803) 金德发展(sz000639) 联环药业(sh600513) ,2008/7/28,-0.007239067,1.116126696,1.108046981,1.108046981,0.983792111
2008/7/30,-0.007313388,FALSE,2008/7/25,,金宇车城(sz000803) 金德发展(sz000639) 联环药业(sh600513) ,2008/7/28,-0.010189066,1.108046981,1.096757016,1.096757016,0.976597257
2008/7/31,-0.02744784,FALSE,2008/7/25,,金宇车城(sz000803) 金德发展(sz000639) 联环药业(sh600513) ,2008/7/28,-0.06696132,1.096757016,1.023316719,1.023316719,0.949791772
2008/8/1,0.012683542,TRUE,2008/7/25,领先科技(sz000669) 金宇车城(sz000803) 联环药业(sh600513) ,金宇车城(sz000803) 金德发展(sz000639) 联环药业(sh600513) ,2008/7/28,0.016993986,1.023316719,1.040706948,1.040706948,0.961838497
2008/8/4,-0.023810278,FALSE,2008/8/1,,领先科技(sz000669) 金宇车城(sz000803) 联环药业(sh600513) ,2008/8/4,-0.026609078,1.040706948,1.013014696,1.013014696,0.938936855
2008/8/5,-0.025267295,FALSE,2008/8/1,,领先科技(sz000669) 金宇车城(sz000803) 联环药业(sh600513) ,2008/8/4,-0.0161458,1.013014696,0.996658764,0.996658764,0.91521246
2008/8/6,0.006884739,FALSE,2008/8/1,,领先科技(sz000669) 金宇车城(sz000803) 联环药业(sh600513) ,2008/8/4,0.002303995,0.996658764,0.998955061,0.998955061,0.921513459
2008/8/7,-0.000459273,FALSE,2008/8/1,,领先科技(sz000669) 金宇车城(sz000803) 联环药业(sh600513) ,2008/8/4,0.032564371,0.998955061,1.031485404,1.031485404,0.921090232
2008/8/8,-0.047411448,TRUE,2008/8/1,领先科技(sz000669) 中钢天源(sz002057) 联环药业(sh600513) ,领先科技(sz000669) 金宇车城(sz000803) 联环药业(sh600513) ,2008/8/4,-0.055574551,1.031485404,0.974161066,0.974161066,0.87742001
2008/8/11,-0.051959127,FALSE,2008/8/8,,领先科技(sz000669) 中钢天源(sz002057) 联环药业(sh600513) ,2008/8/11,-0.102501742,0.974161066,0.87430786,0.974161066,0.831830032
2008/8/12,-0.005148953,FALSE,2008/8/8,,领先科技(sz000669) 中钢天源(sz002057) 联环药业(sh600513) ,2008/8/11,-0.007741981,0.87430786,0.867538985,0.974161066,0.827546978
2008/8/13,0.000208661,FALSE,2008/8/8,,领先科技(sz000669) 中钢天源(sz002057) 联环药业(sh600513) ,2008/8/11,-0.003434446,0.867538985,0.864559469,0.974161066,0.827719655
2008/8/14,-0.000474502,FALSE,2008/8/8,,领先科技(sz000669) 中钢天源(sz002057) 联环药业(sh600513) ,2008/8/11,0.012492961,0.864559469,0.875360377,0.974161066,0.8273269
2008/8/15,0.001682007,TRUE,2008/8/8,领先科技(sz000669) 中钢天源(sz002057) 东方银星(sh600753) ,领先科技(sz000669) 中钢天源(sz002057) 联环药业(sh600513) ,2008/8/11,0.021635977,0.875360377,0.894299654,0.974161066,0.82871847
2008/8/18,-0.054836944,FALSE,2008/8/15,,领先科技(sz000669) 中钢天源(sz002057) 东方银星(sh600753) ,2008/8/18,-0.096687978,0.894299654,0.807831629,0.974161066,0.783274082
2008/8/19,0.015159505,FALSE,2008/8/15,,领先科技(sz000669) 中钢天源(sz002057) 东方银星(sh600753) ,2008/8/18,0.015122594,0.807831629,0.820048139,0.974161066,0.795148129
2008/8/20,0.078549013,FALSE,2008/8/15,,领先科技(sz000669) 中钢天源(sz002057) 东方银星(sh600753) ,2008/8/18,0.088293323,0.820048139,0.892452914,0.974161066,0.85760623
2008/8/21,-0.035121243,FALSE,2008/8/15,,领先科技(sz000669) 中钢天源(sz002057) 东方银星(sh600753) ,2008/8/18,-0.05113034,0.892452914,0.846821493,0.974161066,0.827486034
2008/8/22,-0.015978036,TRUE,2008/8/15,领先科技(sz000669) 中钢天源(sz002057) 深天地Ａ(sz000023) ,领先科技(sz000669) 中钢天源(sz002057) 东方银星(sh600753) ,2008/8/18,0.006568259,0.846821493,0.852383636,0.974161066,0.814264432
2008/8/25,-0.001821259,FALSE,2008/8/22,,领先科技(sz000669) 中钢天源(sz002057) 深天地Ａ(sz000023) ,2008/8/25,0.002186559,0.852383636,0.854247423,0.974161066,0.812781446
2008/8/26,-0.028751744,FALSE,2008/8/22,,领先科技(sz000669) 中钢天源(sz002057) 深天地Ａ(sz000023) ,2008/8/25,-0.061321017,0.854247423,0.801864102,0.974161066,0.789412561
2008/8/27,-0.002676354,FALSE,2008/8/22,,领先科技(sz000669) 中钢天源(sz002057) 深天地Ａ(sz000023) ,2008/8/25,0.002536579,0.801864102,0.803898094,0.974161066,0.787299814
2008/8/28,0.00454997,FALSE,2008/8/22,,领先科技(sz000669) 中钢天源(sz002057) 深天地Ａ(sz000023) ,2008/8/25,0.00825284,0.803898094,0.810532536,0.974161066,0.790882004
2008/8/29,0.023875473,TRUE,2008/8/22,领先科技(sz000669) 同达创业(sh600647) 深天地Ａ(sz000023) ,领先科技(sz000669) 中钢天源(sz002057) 深天地Ａ(sz000023) ,2008/8/25,0.037857125,0.810532536,0.841216968,0.974161066,0.809764686
2008/9/1,-0.034482614,FALSE,2008/8/29,,领先科技(sz000669) 同达创业(sh600647) 深天地Ａ(sz000023) ,2008/9/1,-0.009405883,0.841216968,0.83330458,0.974161066,0.781841883
2008/9/2,-0.010289411,FALSE,2008/8/29,,领先科技(sz000669) 同达创业(sh600647) 深天地Ａ(sz000023) ,2008/9/1,0.018795656,0.83330458,0.848967086,0.974161066,0.77379719
2008/9/3,-0.017261673,FALSE,2008/8/29,,领先科技(sz000669) 同达创业(sh600647) 深天地Ａ(sz000023) ,2008/9/1,0.023125168,0.848967086,0.868599593,0.974161066,0.760440156
2008/9/4,0.002310816,FALSE,2008/8/29,,领先科技(sz000669) 同达创业(sh600647) 深天地Ａ(sz000023) ,2008/9/1,0.003008931,0.868599593,0.871213149,0.974161066,0.762197393
2008/9/5,-0.030082402,TRUE,2008/8/29,领先科技(sz000669) 同达创业(sh600647) 深天地Ａ(sz000023) ,领先科技(sz000669) 同达创业(sh600647) 深天地Ａ(sz000023) ,2008/9/1,-0.064471062,0.871213149,0.815045112,0.974161066,0.739268664
2008/9/8,-0.026064495,FALSE,2008/9/5,,领先科技(sz000669) 同达创业(sh600647) 深天地Ａ(sz000023) ,2008/9/8,-0.069847259,0.815045112,0.758116445,0.974161066,0.72
2008/9/9,0.005939281,FALSE,2008/9/5,,领先科技(sz000669) 同达创业(sh600647) 深天地Ａ(sz000023) ,2008/9/8,0.053140125,0.758116445,0.798402847,0.974161066,0.724276282
2008/9/10,0.001883926,FALSE,2008/9/5,,领先科技(sz000669) 同达创业(sh600647) 深天地Ａ(sz000023) ,2008/9/8,0.03381465,0.798402847,0.82540056,0.974161066,0.725640765
2008/9/11,-0.033151672,FALSE,2008/9/5,,领先科技(sz000669) 同达创业(sh600647) 深天地Ａ(sz000023) ,2008/9/8,-0.009479452,0.82540056,0.817576215,0.974161066,0.701584561
2008/9/12,0.002760445,TRUE,2008/9/5,同达创业(sh600647) 领先科技(sz000669) 深天地Ａ(sz000023) ,领先科技(sz000669) 同达创业(sh600647) 深天地Ａ(sz000023) ,2008/9/8,-0.017805881,0.817576215,0.803018551,0.974161066,0.703521246
2008/9/16,-0.037153789,FALSE,2008/9/12,,同达创业(sh600647) 领先科技(sz000669) 深天地Ａ(sz000023) ,2008/9/16,-0.031780854,0.803018551,0.777497935,0.974161066,0.677382766
2008/9/17,-0.035743383,FALSE,2008/9/12,,同达创业(sh600647) 领先科技(sz000669) 深天地Ａ(sz000023) ,2008/9/16,-0.009785068,0.777497935,0.769890065,0.974161066,0.653170814
2008/9/18,-0.017183823,FALSE,2008/9/12,,同达创业(sh600647) 领先科技(sz000669) 深天地Ａ(sz000023) ,2008/9/16,-0.065511222,0.769890065,0.719453626,0.974161066,0.641946843
2008/9/19,0.093418214,TRUE,2008/9/12,同达创业(sh600647) 领先科技(sz000669) 深天地Ａ(sz000023) ,同达创业(sh600647) 领先科技(sz000669) 深天地Ａ(sz000023) ,2008/9/16,0.098929543,0.719453626,0.790628845,0.974161066,0.70191637
2008/9/22,0.064878371,FALSE,2008/9/19,,同达创业(sh600647) 领先科技(sz000669) 深天地Ａ(sz000023) ,2008/9/22,-0.002568856,0.790628845,0.788597833,0.974161066,0.747455561
2008/9/23,-0.038109086,FALSE,2008/9/19,,同达创业(sh600647) 领先科技(sz000669) 深天地Ａ(sz000023) ,2008/9/22,-0.072363465,0.788597833,0.731532161,0.974161066,0.718970713
2008/9/24,0.007238119,FALSE,2008/9/19,,同达创业(sh600647) 领先科技(sz000669) 深天地Ａ(sz000023) ,2008/9/22,0.039350004,0.731532161,0.760317955,0.974161066,0.724174708
2008/9/25,0.039591369,FALSE,2008/9/19,,同达创业(sh600647) 领先科技(sz000669) 深天地Ａ(sz000023) ,2008/9/22,0.01500345,0.760317955,0.771725348,0.974161066,0.752845776
2008/9/26,0.009053172,TRUE,2008/9/19,同达创业(sh600647) 领先科技(sz000669) 深天地Ａ(sz000023) ,同达创业(sh600647) 领先科技(sz000669) 深天地Ａ(sz000023) ,2008/9/22,-0.001483924,0.771725348,0.770580166,0.974161066,0.759661419
2008/10/6,-0.05123771,FALSE,2008/9/26,,同达创业(sh600647) 领先科技(sz000669) 深天地Ａ(sz000023) ,2008/10/6,-0.021986519,0.770580166,0.753637791,0.974161066,0.720738107
2008/10/7,-0.01233147,FALSE,2008/9/26,,同达创业(sh600647) 领先科技(sz000669) 深天地Ａ(sz000023) ,2008/10/6,-0.008331992,0.753637791,0.747358487,0.974161066,0.711850347
2008/10/8,-0.037846322,FALSE,2008/9/26,,同达创业(sh600647) 领先科技(sz000669) 深天地Ａ(sz000023) ,2008/10/6,0.001797247,0.747358487,0.748701675,0.974161066,0.684909429
2008/10/9,-0.013634027,FALSE,2008/9/26,,同达创业(sh600647) 领先科技(sz000669) 深天地Ａ(sz000023) ,2008/10/6,0.019657336,0.748701675,0.763419155,0.974161066,0.675571356
2008/10/10,-0.044274044,TRUE,2008/9/26,同达创业(sh600647) 领先科技(sz000669) 深天地Ａ(sz000023) ,同达创业(sh600647) 领先科技(sz000669) 深天地Ａ(sz000023) ,2008/10/6,-0.082649103,0.763419155,0.700323246,0.974161066,0.64566108
2008/10/13,0.041180727,FALSE,2008/10/10,,同达创业(sh600647) 领先科技(sz000669) 深天地Ａ(sz000023) ,2008/10/13,0.038231938,0.700323246,0.727097961,0.974161066,0.672249873
2008/10/14,-0.025620879,FALSE,2008/10/10,,同达创业(sh600647) 领先科技(sz000669) 深天地Ａ(sz000023) ,2008/10/13,-0.052095553,0.727097961,0.689219391,0.974161066,0.65502624
2008/10/15,-0.010472341,FALSE,2008/10/10,,同达创业(sh600647) 领先科技(sz000669) 深天地Ａ(sz000023) ,2008/10/13,-0.000839394,0.689219391,0.688640864,0.974161066,0.648166582
2008/10/16,-0.048820494,FALSE,2008/10/10,,同达创业(sh600647) 领先科技(sz000669) 深天地Ａ(sz000023) ,2008/10/13,-0.071729179,0.688640864,0.63924522,0.974161066,0.61652277
2008/10/17,0.006787852,TRUE,2008/10/10,同达创业(sh600647) 光华控股(sz000546) 深天地Ａ(sz000023) ,同达创业(sh600647) 领先科技(sz000669) 深天地Ａ(sz000023) ,2008/10/13,0.026091592,0.63924522,0.655924146,0.974161066,0.620707635
2008/10/20,0.034621385,FALSE,2008/10/17,,同达创业(sh600647) 光华控股(sz000546) 深天地Ａ(sz000023) ,2008/10/20,0.007711019,0.655924146,0.660981989,0.974161066,0.642197393
2008/10/21,-0.008077059,FALSE,2008/10/17,,同达创业(sh600647) 光华控股(sz000546) 深天地Ａ(sz000023) ,2008/10/20,0.00959809,0.660981989,0.667326154,0.974161066,0.637010327
2008/10/22,-0.025560617,FALSE,2008/10/17,,同达创业(sh600647) 光华控股(sz000546) 深天地Ａ(sz000023) ,2008/10/20,-0.024277125,0.667326154,0.651125394,0.974161066,0.62072795
2008/10/23,0.000796369,FALSE,2008/10/17,,同达创业(sh600647) 光华控股(sz000546) 深天地Ａ(sz000023) ,2008/10/20,-0.003187013,0.651125394,0.649050249,0.974161066,0.621222279
2008/10/24,-0.028984401,TRUE,2008/10/17,同达创业(sh600647) 金宇车城(sz000803) 深天地Ａ(sz000023) ,同达创业(sh600647) 光华控股(sz000546) 深天地Ａ(sz000023) ,2008/10/20,-0.043322838,0.649050249,0.62093155,0.974161066,0.603216523
2008/10/27,-0.071244948,FALSE,2008/10/24,,同达创业(sh600647) 金宇车城(sz000803) 深天地Ａ(sz000023) ,2008/10/27,-0.079593769,0.62093155,0.571509267,0.974161066,0.560240393
2008/10/28,0.030912508,FALSE,2008/10/24,,同达创业(sh600647) 金宇车城(sz000803) 深天地Ａ(sz000023) ,2008/10/27,0.018907087,0.571509267,0.582314843,0.974161066,0.577558829
2008/10/29,-0.027904468,FALSE,2008/10/24,,同达创业(sh600647) 金宇车城(sz000803) 深天地Ａ(sz000023) ,2008/10/27,-0.026049445,0.582314843,0.567145864,0.974161066,0.561442357
2008/10/30,0.02378454,FALSE,2008/10/24,,同达创业(sh600647) 金宇车城(sz000803) 深天地Ａ(sz000023) ,2008/10/27,0.01198024,0.567145864,0.573940408,0.974161066,0.574796005
2008/10/31,-0.020027567,TRUE,2008/10/24,同达创业(sh600647) 金宇车城(sz000803) 深天地Ａ(sz000023) ,同达创业(sh600647) 金宇车城(sz000803) 深天地Ａ(sz000023) ,2008/10/27,-0.009673512,0.573940408,0.568388389,0.974161066,0.563284239
2008/11/3,-0.006082974,FALSE,2008/10/31,,同达创业(sh600647) 金宇车城(sz000803) 深天地Ａ(sz000023) ,2008/11/3,-0.021815154,0.568388389,0.555988908,0.974161066,0.559857796
2008/11/4,-0.015590793,FALSE,2008/10/31,,同达创业(sh600647) 金宇车城(sz000803) 深天地Ａ(sz000023) ,2008/11/3,-0.012054257,0.555988908,0.549286875,0.974161066,0.551129169
2008/11/5,0.03910896,FALSE,2008/10/31,,同达创业(sh600647) 金宇车城(sz000803) 深天地Ａ(sz000023) ,2008/11/3,0.033070221,0.549286875,0.567451914,0.974161066,0.572683257
2008/11/6,-0.024618368,FALSE,2008/10/31,,同达创业(sh600647) 金宇车城(sz000803) 深天地Ａ(sz000023) ,2008/11/3,0.033462117,0.567451914,0.586440056,0.974161066,0.55858473
2008/11/7,0.017002267,TRUE,2008/10/31,同达创业(sh600647) 金宇车城(sz000803) 深天地Ａ(sz000023) ,同达创业(sh600647) 金宇车城(sz000803) 深天地Ａ(sz000023) ,2008/11/3,0.045857414,0.586440056,0.61333268,0.974161066,0.568081937
2008/11/10,0.073809623,FALSE,2008/11/7,,同达创业(sh600647) 金宇车城(sz000803) 深天地Ａ(sz000023) ,2008/11/10,0.03734009,0.61333268,0.636234578,0.974161066,0.61001185
2008/11/11,-0.011272875,FALSE,2008/11/7,,同达创业(sh600647) 金宇车城(sz000803) 深天地Ａ(sz000023) ,2008/11/10,-0.010482451,0.636234578,0.62956528,0.974161066,0.603135263
2008/11/12,0.011485607,FALSE,2008/11/7,,同达创业(sh600647) 金宇车城(sz000803) 深天地Ａ(sz000023) ,2008/11/10,0.011100219,0.62956528,0.636553593,0.974161066,0.610062638
2008/11/13,0.040103895,FALSE,2008/11/7,,同达创业(sh600647) 金宇车城(sz000803) 深天地Ａ(sz000023) ,2008/11/10,0.056562136,0.636553593,0.672558423,0.974161066,0.634528525
2008/11/14,0.037122215,TRUE,2008/11/7,同达创业(sh600647) 金宇车城(sz000803) 天润发展(sz002113) ,同达创业(sh600647) 金宇车城(sz000803) 深天地Ａ(sz000023) ,2008/11/10,0.059615551,0.672558423,0.712653364,0.974161066,0.65808363
2008/11/17,0.022421732,FALSE,2008/11/14,,同达创业(sh600647) 金宇车城(sz000803) 天润发展(sz002113) ,2008/11/17,0.06192607,0.712653364,0.756785186,1.034487032,0.672839005
2008/11/18,-0.074178631,FALSE,2008/11/14,,同达创业(sh600647) 金宇车城(sz000803) 天润发展(sz002113) ,2008/11/17,-0.099523882,0.756785186,0.681466987,0.931530867,0.622928729
2008/11/19,0.061603853,FALSE,2008/11/14,,同达创业(sh600647) 金宇车城(sz000803) 天润发展(sz002113) ,2008/11/17,0.063786944,0.681466987,0.724935683,0.990950374,0.661303538
2008/11/20,-0.01061357,FALSE,2008/11/14,,同达创业(sh600647) 金宇车城(sz000803) 天润发展(sz002113) ,2008/11/17,-0.002738848,0.724935683,0.722950194,0.988236311,0.654284747
2008/11/21,-0.006049378,TRUE,2008/11/14,同达创业(sh600647) 金宇车城(sz000803) 东方银星(sh600753) ,同达创业(sh600647) 金宇车城(sz000803) 天润发展(sz002113) ,2008/11/17,-0.026894277,0.722950194,0.703506972,0.96165841,0.650326731
2008/11/24,-0.043264575,FALSE,2008/11/21,,同达创业(sh600647) 金宇车城(sz000803) 东方银星(sh600753) ,2008/11/24,-0.040937657,0.703506972,0.674707045,0.922290368,0.622190621
2008/11/25,-0.00182299,FALSE,2008/11/21,,同达创业(sh600647) 金宇车城(sz000803) 东方银星(sh600753) ,2008/11/24,0.052683561,0.674707045,0.710253015,0.970879909,0.621056374
2008/11/26,0.005021016,FALSE,2008/11/21,,同达创业(sh600647) 金宇车城(sz000803) 东方银星(sh600753) ,2008/11/24,-0.011395808,0.710253015,0.702159108,0.959815949,0.624174708
2008/11/27,0.01462978,FALSE,2008/11/21,,同达创业(sh600647) 金宇车城(sz000803) 东方银星(sh600753) ,2008/11/24,0.008228569,0.702159108,0.707936872,0.96771386,0.633306247
2008/11/28,-0.021679043,TRUE,2008/11/21,同达创业(sh600647) 东方银星(sh600753) 金宇车城(sz000803) ,同达创业(sh600647) 金宇车城(sz000803) 东方银星(sh600753) ,2008/11/24,-0.040414075,0.707936872,0.679326258,0.928604599,0.619576773
2008/12/1,0.018738524,FALSE,2008/11/28,,同达创业(sh600647) 东方银星(sh600753) 金宇车城(sz000803) ,2008/12/1,0.04723494,0.679326258,0.711414193,0.972467182,0.631186728
2008/12/2,0.002370978,FALSE,2008/11/28,,同达创业(sh600647) 东方银星(sh600753) 金宇车城(sz000803) ,2008/12/1,0.038753667,0.711414193,0.738984102,1.010153852,0.632683257
2008/12/3,0.044974125,FALSE,2008/11/28,,同达创业(sh600647) 东方银星(sh600753) 金宇车城(sz000803) ,2008/12/1,0.024975424,0.738984102,0.757440543,1.035382872,0.661137633
2008/12/4,0.01549673,FALSE,2008/11/28,,同达创业(sh600647) 东方银星(sh600753) 金宇车城(sz000803) ,2008/12/1,0.012393486,0.757440543,0.766827872,1.048214876,0.671383105
2008/12/5,0.015255203,TRUE,2008/11/28,同达创业(sh600647) 金宇车城(sz000803) 东方银星(sh600753) ,同达创业(sh600647) 东方银星(sh600753) 金宇车城(sz000803) ,2008/12/1,0.053341897,0.766827872,0.807731926,1.104128646,0.68162519
2008/12/8,0.040662037,FALSE,2008/12/5,,同达创业(sh600647) 金宇车城(sz000803) 东方银星(sh600753) ,2008/12/8,0.026098648,0.807731926,0.828812637,1.13294491,0.709341459
2008/12/9,-0.025865855,FALSE,2008/12/5,,同达创业(sh600647) 金宇车城(sz000803) 东方银星(sh600753) ,2008/12/8,-0.051623605,0.828812637,0.786026341,1.074458209,0.690993736
2008/12/10,0.027214151,FALSE,2008/12/5,,同达创业(sh600647) 金宇车城(sz000803) 东方银星(sh600753) ,2008/12/8,0.05639184,0.786026341,0.830351812,1.135048885,0.709798544
2008/12/11,-0.023874375,FALSE,2008/12/5,,同达创业(sh600647) 金宇车城(sz000803) 东方银星(sh600753) ,2008/12/8,-0.041677442,0.830351812,0.795744873,1.087742951,0.692852548
2008/12/12,-0.042006705,TRUE,2008/12/5,同达创业(sh600647) 东方银星(sh600753) 五洲明珠(sh600873) ,同达创业(sh600647) 金宇车城(sz000803) 东方银星(sh600753) ,2008/12/8,-0.060002357,0.795744873,0.747998305,1.02247581,0.663748095
2008/12/15,0.007473041,FALSE,2008/12/12,,同达创业(sh600647) 东方银星(sh600753) 五洲明珠(sh600873) ,2008/12/15,0.035537684,0.747998305,0.774580432,1.058812232,0.668708312
2008/12/16,0.009832762,FALSE,2008/12/12,,同达创业(sh600647) 东方银星(sh600753) 五洲明珠(sh600873) ,2008/12/15,0.009588949,0.774580432,0.782007844,1.068965128,0.675283562
2008/12/17,0.003494698,FALSE,2008/12/12,,同达创业(sh600647) 东方银星(sh600753) 五洲明珠(sh600873) ,2008/12/15,0.01231104,0.782007844,0.791635174,1.0821252,0.677643474
2008/12/18,0.021824505,FALSE,2008/12/12,,同达创业(sh600647) 东方银星(sh600753) 五洲明珠(sh600873) ,2008/12/15,0.014006377,0.791635174,0.802723114,1.097281854,0.692432707
2008/12/19,0.003427705,TRUE,2008/12/12,同达创业(sh600647) 金宇车城(sz000803) 东方银星(sh600753) ,同达创业(sh600647) 东方银星(sh600753) 五洲明珠(sh600873) ,2008/12/15,0.000937222,0.802723114,0.803475444,1.098310251,0.694806162
2008/12/22,-0.016841202,FALSE,2008/12/19,,同达创业(sh600647) 金宇车城(sz000803) 东方银星(sh600753) ,2008/12/22,-0.00368568,0.803475444,0.800514091,1.094262231,0.683104791
2008/12/23,-0.048866199,FALSE,2008/12/19,,同达创业(sh600647) 金宇车城(sz000803) 东方银星(sh600753) ,2008/12/22,-0.058625914,0.800514091,0.753583221,1.030110107,0.649724056
2008/12/24,-0.016613165,FALSE,2008/12/19,,同达创业(sh600647) 金宇车城(sz000803) 东方银星(sh600753) ,2008/12/22,0.001865735,0.753583221,0.754989207,1.03203202,0.638930083
2008/12/25,-0.008642983,FALSE,2008/12/19,,同达创业(sh600647) 金宇车城(sz000803) 东方银星(sh600753) ,2008/12/22,0.033116032,0.754989207,0.779991454,1.066208825,0.633407821
2008/12/26,-0.004634455,TRUE,2008/12/19,同达创业(sh600647) 金宇车城(sz000803) 五洲明珠(sh600873) ,同达创业(sh600647) 金宇车城(sz000803) 东方银星(sh600753) ,2008/12/22,-0.038024489,0.779991454,0.750332678,1.02566678,0.630472321
2008/12/29,-0.003941786,FALSE,2008/12/26,,同达创业(sh600647) 金宇车城(sz000803) 五洲明珠(sh600873) ,2008/12/29,-0.020781031,0.750332678,0.734739991,1.02566678,0.627987134
2008/12/30,-0.011494749,FALSE,2008/12/26,,同达创业(sh600647) 金宇车城(sz000803) 五洲明珠(sh600873) ,2008/12/29,0.010649446,0.734739991,0.742564565,1.02566678,0.62076858
2008/12/31,-0.008574047,TRUE,2008/12/26,同达创业(sh600647) 东方银星(sh600753) 金宇车城(sz000803) ,同达创业(sh600647) 金宇车城(sz000803) 五洲明珠(sh600873) ,2008/12/29,-0.056438716,0.742564565,0.700655175,1.02566678,0.615446081
2009/1/5,0.035891116,FALSE,2008/12/31,,同达创业(sh600647) 东方银星(sh600753) 金宇车城(sz000803) ,2009/1/5,0.023705548,0.700655175,0.717264589,1.02566678,0.637535128
2009/1/6,0.031779751,FALSE,2008/12/31,,同达创业(sh600647) 东方银星(sh600753) 金宇车城(sz000803) ,2009/1/5,0.055049919,0.717264589,0.756749947,1.02566678,0.657795835
2009/1/7,-0.005981058,FALSE,2008/12/31,,同达创业(sh600647) 东方银星(sh600753) 金宇车城(sz000803) ,2009/1/5,0.030861368,0.756749947,0.780104286,1.02566678,0.65386152
2009/1/8,-0.022364565,FALSE,2008/12/31,,同达创业(sh600647) 东方银星(sh600753) 金宇车城(sz000803) ,2009/1/5,-0.0367577,0.780104286,0.751429446,1.02566678,0.639238192
2009/1/9,0.016091187,TRUE,2008/12/31,金宇车城(sz000803) 东方银星(sh600753) 同达创业(sh600647) ,同达创业(sh600647) 东方银星(sh600753) 金宇车城(sz000803) ,2009/1/5,0.018999595,0.751429446,0.765706301,1.02566678,0.649524293
2009/1/12,0.00120936,FALSE,2009/1/9,,金宇车城(sz000803) 东方银星(sh600753) 同达创业(sh600647) ,2009/1/12,0.01495372,0.765706301,0.777156459,1.041004314,0.650309802
2009/1/13,-0.023168757,FALSE,2009/1/9,,金宇车城(sz000803) 东方银星(sh600753) 同达创业(sh600647) ,2009/1/12,-0.028650902,0.777156459,0.754890225,1.011178602,0.635242932
2009/1/14,0.042133259,FALSE,2009/1/9,,金宇车城(sz000803) 东方银星(sh600753) 同达创业(sh600647) ,2009/1/12,0.047526922,0.754890225,0.790767834,1.059236808,0.662007787
2009/1/15,-0.000189235,FALSE,2009/1/9,,金宇车城(sz000803) 东方银星(sh600753) 同达创业(sh600647) ,2009/1/12,0.003282416,0.790767834,0.793363463,1.062713664,0.661882512
2009/1/16,0.018077928,TRUE,2009/1/9,东方银星(sh600753) 金宇车城(sz000803) 同达创业(sh600647) ,金宇车城(sz000803) 东方银星(sh600753) 同达创业(sh600647) ,2009/1/12,-0.004813964,0.793363463,0.78954424,1.057597798,0.673847977
2009/1/19,0.011184749,FALSE,2009/1/16,,东方银星(sh600753) 金宇车城(sz000803) 同达创业(sh600647) ,2009/1/19,0.027308257,0.78954424,0.811105317,1.086478951,0.681384798
2009/1/20,0.006320591,FALSE,2009/1/16,,东方银星(sh600753) 金宇车城(sz000803) 同达创业(sh600647) ,2009/1/19,0.001354711,0.811105317,0.81220413,1.087950816,0.685691552
2009/1/21,-0.001718357,FALSE,2009/1/16,,东方银星(sh600753) 金宇车城(sz000803) 同达创业(sh600647) ,2009/1/19,-0.014546143,0.81220413,0.800389693,1.072125328,0.684513289
