trade_date,strategy_ret,cum_ret,position
20190124,0.01780985244924338,1.0178098524492434,-1
20190125,0.0065123774955448965,1.0244382144270776,-1
20190128,0.011133344497588737,1.0358436379847888,-1
20190129,0.0022584212155569716,1.0381830092328135,-1
20190130,0.019061670964092503,1.0579725121553207,1
20190131,0.0031470928373604767,1.061302049870449,1
20190201,-0.0030120305000579384,1.0581053757264653,1
20190211,0.041068282021056834,1.1015599457047962,1
20190212,-0.005349956798251898,1.0956666475845909,1
20190213,0.001667309726803401,1.0974934632434428,1
20190214,0.0029489162668816515,1.1007298795699976,1
20190215,0.01778971223123471,1.1203115473718694,-1
20190218,0.05498335540870092,1.1819100353494887,1
20190219,0.006909658740651858,1.1900766303559054,1
20190220,-0.017173771801170412,1.1696385258802673,1
20190221,-0.0023151690640620393,1.1669306149490142,-1
20190222,0.027513586510880872,1.1990370613756094,-1
20190225,0.0046532535693522,1.204616484861241,-1
20190226,-0.0013130396169890313,1.2030347756933402,-1
20190227,0.014273521846054349,1.2202063188457621,1
20190228,-0.004751612529141469,1.214408371212997,1
20190301,-0.022412334364777742,1.1871906447419862,1
20190304,0.044313539685121306,1.239799264491565,1
20190305,0.026409921881068055,1.2725422662149928,1
20190306,-0.0448689758420463,1.2154445980142095,1
20190307,-0.025783824924415222,1.1841057872936849,1
20190308,0.00753654345188437,1.1930298520112514,1
20190311,0.02517536344095128,1.223064812131539,-1
20190312,0.0010651671649903882,1.2243675806100767,1
20190313,-0.012273752376052438,1.2093399961084021,1
20190314,0.00945227797855308,1.220771013922201,1
20190315,-0.005862648483189181,1.2136140625891088,1
20190318,-0.027620537793122235,1.1800933895071017,-1
20190319,-0.02316038079834193,1.1527619772285111,1
20190320,0.013094969439466864,1.1678573600912978,-1
20190321,-0.0027780952131185588,1.1646129411496229,-1
20190322,0.038234119464839234,1.2091408914718353,-1
20190325,0.01906411733442548,1.2321920953007062,-1
20190326,-0.0038250500314612745,1.2274788988878098,1
20190327,0.010895125078136614,1.2408524350219658,-1
20190328,0.010953248548211336,1.2544438001544147,-1
20190329,0.0034858241817503632,1.2588165706876397,-1
20190401,0.0008711496893838433,1.2599131883521855,1
20190402,0.0039039079719802583,1.2648317734921966,-1
20190403,-0.017009071704074175,1.2433181591632765,-1
20190404,-0.0027016895214864167,1.2399590995207912,-1
20190408,0.001510213044267239,1.2418317019272453,-1
20190409,0.033539176738745846,1.2834817148579607,-1
20190410,-0.0018554591653597852,1.2811002669465559,-1
20190411,-0.0041398664194882695,1.2757966829714265,-1
20190412,0.01248204405801201,1.2917212333773413,-1
20190415,-0.023646904067308627,1.2611760252899618,-1
20190416,0.0028133761186714956,1.2647241878009536,-1
20190417,-0.0013420637414144343,1.263026847325616,-1
20190418,-0.01574948065401538,1.2431348304281593,-1
20190419,-0.012000771859241532,1.2282162529379141,-1
20190422,0.01609073770951963,1.2479791585145072,-1
20190423,0.0019863884017343736,1.2504581298405868,-1
20190424,-0.047605023393988644,1.1909300413163224,-1
20190425,0.0004357520764264322,1.1914489915547046,-1
20190426,-0.017109690246907894,1.1710636683642128,-1
20190429,-0.00836610154851325,1.1612664307949034,1
20190430,0.043822234531980975,1.212155720679314,1
20190506,-0.02008421567599683,1.1878105237522973,1
20190507,-0.005629365497663907,1.181123904172124,1
20190508,0.022807322852826495,1.2080621783837686,1
20190509,0.00325670743705464,1.2119964834645354,1
20190510,-0.03581057903145635,1.1685941876075814,1
20190513,-0.0063818171600694695,1.16113643316795,1
20190514,0.016609553729605375,1.1804223911420553,1
20190515,-0.0034069403840998325,1.1764007624273778,1
20190516,-0.025111602869383187,1.146859453666062,1
20190517,-0.005166667952918758,1.1409340116803035,1
20190520,0.03338875164182209,1.1790283740360048,1
20190521,0.008855112994281988,1.1894688035115581,1
20190522,-0.004830573167158625,1.183722987426143,1
20190523,-0.0046609196046707435,1.178205749747549,-1
20190524,-0.005110385172824805,1.1721846645535023,-1
20190527,0.005173609341247776,1.1782490900837037,-1
20190528,-0.007929270636154229,1.1689064341716275,-1
20190529,-0.0006316801600874111,1.168168059168163,-1
20190530,-0.004718643942154821,1.1626558900323503,-1
20190531,0.013526271850784477,1.1783822896698437,-1
20190603,0.02534254801887248,1.2082454994303906,-1
20190604,-0.005747345460657471,1.2013012951438795,-1
20190605,-0.0007851306734122376,1.2003581166490522,-1
20190606,-0.0031957361366703463,1.1965220888387313,-1
20190610,0.002907159682158822,1.2000005696142158,-1
20190611,0.004563941408675554,1.2054773019043123,-1
20190612,0.012927986704930783,1.2210616964364271,-1
20190613,0.03513970591287463,1.263969445350679,-1
20190614,-0.0013103250165406033,1.2623132345662929,-1
20190617,0.0036561858862929064,1.2669284863985948,-1
20190618,-0.01335689605649415,1.2500062542947572,-1
20190619,-0.0022797675918102556,1.2471565305466559,-1
20190620,0.011586586169429092,1.2616068171546009,-1
20190621,-0.00900623231512232,1.2502444930689645,1
20190624,0.03748093541869557,1.297104826171262,1
20190625,0.0014997196076573793,1.2990501197122581,1
20190626,-0.01665380886075596,1.277415987318028,1
20190627,-0.0038651062732202313,1.2724786387719333,-1
20190628,0.0029290564136676966,1.2762058004900834,-1
20190701,-0.026539263453674633,1.2423362385297694,1
20190702,0.0073881905235231304,1.2515148553543043,1
20190703,-0.004847895236286148,1.2454476424488907,1
20190704,0.0024925276473406477,1.2485519551310098,1
20190705,0.004951189496422481,1.2547337724569922,-1
20190708,0.00016553361936466615,1.2549414730796862,-1
20190709,-0.006218162488868972,1.2471380430860561,-1
20190710,-0.003304176961416383,1.2430172782963853,-1
