holding_days,window_train,annual_ret,total_ret,sharpe,annual_vol,days,max_drawdown,calmar_ratio,risk_adjusted_ret,annual_ret_norm,max_dd_norm,composite_score
5,20,0.09042272192461875,0.6914326330560912,0.2778112350537356,0.2534912668704606,1530,-0.4965012161721315,0.18211983974933546,0.04552773051945108,0.8425243597295652,0.4201080198353054,0.46373464586010393
35,70,0.10079717349396322,0.749692001753496,0.3256093718819309,0.2481414248827612,1468,-0.4459642869657455,0.22602072955161417,0.05584523388856537,0.8882793360262297,0.602335517915726,0.44109487984364293
30,160,0.08711526431228145,0.5799817156038278,0.26807238169589437,0.25036247258181965,1380,-0.47668174560806165,0.18275351450925825,0.04558900805079545,0.827937309643767,0.49157363104051915,0.4320840274384812
30,150,0.07874902433800357,0.5190946488739621,0.2343293726396023,0.2507113115023755,1390,-0.5005089354455496,0.15733789900853962,0.03933443399921372,0.7910392520301558,0.40565687158248703,0.43203041494636285
35,20,0.10238999131615678,0.7989519021663816,0.32173431634095634,0.25608083170352397,1518,-0.40630714990855465,0.2520014509693003,0.06078820576532746,0.8953042222298265,0.7453323517251504,0.4031132500433334
20,280,0.10123214070971653,0.6257593173705065,0.3536866994010589,0.22967259115843736,1270,-0.40696101572286114,0.24875144497539595,0.06003460590269069,0.8901976942655633,0.7429746237568605,0.40024599885883605
35,50,0.12612863930384455,1.0165773151978637,0.42023745773619786,0.25254445397503406,1488,-0.3356804824319314,0.37574016335436083,0.08378971681384695,1.0,1.0,0.39999999999999997
35,60,0.0875785278984853,0.6362304012561342,0.271458556665463,0.24894602229012425,1478,-0.44468039794985426,0.19694712944905066,0.04863407326072445,0.8299804648182052,0.606965001480573,0.39889682492857176
15,20,0.06424497384509253,0.4594230130086221,0.1725089939043439,0.2564792295387586,1530,-0.50801596356287,0.12646250994658326,0.031607501553106467,0.7270712936206972,0.37858781587765794,0.3953735607711907
35,80,0.05979740937156253,0.3993689206573279,0.16459025728373494,0.2417968719919813,1458,-0.5172900303438461,0.1155974518430498,0.02886480566326356,0.7074559717211212,0.345147121853169,0.3916750436488341
5,50,0.03927902033899877,0.2577554062790761,0.08285478704581509,0.23268444740963865,1500,-0.5731991457834968,0.06852595756280987,0.016764319433472077,0.6169626673227648,0.14354844171077596,0.38880933461270256
40,70,0.0415500040112069,0.2674288377848766,0.08762927650485768,0.24592242308439333,1467,-0.5541522003931008,0.07497940815128486,0.018524977862054433,0.6269785031862273,0.21222845965155124,0.3752164143348937
25,20,0.04597007997316882,0.31257012804720796,0.10207659275619045,0.25441758264010883,1525,-0.5395820440105714,0.08519571858152526,0.021165450257916954,0.6464725910921968,0.2647659443369739,0.37310103046344556
25,110,0.04563988726266022,0.2893491211636927,0.11295690707149797,0.22698821990966006,1435,-0.536460897237621,0.08507588809859593,0.021155872391909646,0.6450163252316191,0.2760202642275592,0.3687053483938656
45,50,0.06494464998524885,0.44780141928469774,0.18740240105698422,0.23982963789019085,1482,-0.4786661876158662,0.1356783739179996,0.03385784197076296,0.7301571112173392,0.484418073553219,0.36578455578617175
5,60,0.04986895310617068,0.3334152880548118,0.12766837556916102,0.23395733652136858,1490,-0.5168840733631077,0.0964799568725308,0.024092485490299374,0.6636679914072685,0.34661093309160285,0.36058431405760705
35,200,0.07214420484483308,0.44753841818810725,0.19795754454788458,0.26341105090955375,1338,-0.45073383415336865,0.16005943947017962,0.039626370783175435,0.7619096775814451,0.5851373488812046,0.35779556964265014
40,50,0.06772253755470503,0.47206573782410133,0.19610548105084552,0.24335137038995713,1487,-0.4564694077231527,0.14836161286799432,0.03680927094759986,0.7424085713591786,0.5644558544158491,0.3503492436266702
35,230,0.05124629924838975,0.296153946021964,0.11778376022848251,0.2652852921979796,1308,-0.5029996998682866,0.10188137142389725,0.025469426107089303,0.6697425718001015,0.39667560231680854,0.3498171195650285
25,80,0.03814783365757246,0.24314773208569096,0.07892973818798758,0.2299239054150873,1465,-0.5400503802078688,0.07063754615428494,0.01754608158669392,0.6119737366357006,0.2630772043435829,0.3494584543419156
20,300,0.07078310603433069,0.4038765563091282,0.22083126440302503,0.22996338933987936,1250,-0.4429361807750043,0.15980429936990398,0.039430707384092094,0.7559067536296886,0.6132543494261866,0.34515842271292596
35,170,0.07414735438196995,0.474457978344327,0.20878399163727307,0.25934629354170907,1368,-0.4327863160364992,0.1713255517434537,0.0420573940351444,0.7707442708105658,0.6498530206592371,0.3445650833696249
15,70,0.06185192709409382,0.42257131815896787,0.16682988224104672,0.2508658912413749,1480,-0.4635567993997062,0.1334290148999873,0.03318004573365172,0.716517116695114,0.5388999357358685,0.3398920009658192
20,180,0.06896688943014051,0.4370252314806964,0.20360772219844042,0.24049622922659256,1370,-0.4418375072603825,0.15609107035247038,0.0384947309208248,0.7478966003103666,0.6172159776636114,0.3383628269181732
20,290,0.05606135729162576,0.313547425189324,0.15766709852558056,0.2287183415490773,1260,-0.4783749817763492,0.11719123998385785,0.029243006518886887,0.6909786694542976,0.4854681118597588,0.33804463506008064
15,30,0.07006710382012238,0.5045262229348015,0.19790847892204816,0.25298109556914294,1520,-0.4375340681514446,0.16014090997794006,0.039410358842114614,0.7527489323106066,0.6327334409182663,0.3371042203419447
35,180,0.06021314300362213,0.37038010638467833,0.15460932717295114,0.2600951943774929,1358,-0.4637256625105124,0.1298464757754422,0.032290763372427235,0.7092895030989939,0.5382910443235187,0.3350153388722401
30,30,0.03736568633040371,0.24584733381443313,0.07696085746998407,0.22564309833965404,1510,-0.5276230733705561,0.07081890125028958,0.017650688070155927,0.6085241921295744,0.3078879411335623,0.33360055215063333
15,40,0.06801156682396914,0.48329982023318463,0.19180665035512598,0.25031231573606405,1510,-0.43927243018472406,0.1548277609759591,0.03813596058453346,0.7436832919818377,0.6264652056088189,0.33263874270464067
20,60,0.07023635909204984,0.49384171307370517,0.19496279031472635,0.25767152291446904,1490,-0.43176326856910674,0.1626733078170776,0.0399108791180729,0.7534954075245841,0.6535419543425461,0.33138419896444493
5,110,0.03672479294207198,0.22886910766320123,0.0724399807489794,0.23087793189823036,1440,-0.52677411581118,0.06971639615496185,0.01737912261166335,0.605697627120735,0.3109491364703383,0.330703598043413
35,40,0.07925945294630177,0.5736742613766197,0.235067250989063,0.25209574152487507,1498,-0.40508359433879093,0.19566196719389545,0.04715274886148758,0.7932904215226072,0.7497442832323034,0.330380010096134
35,190,0.05659150791238887,0.3424066528121539,0.14010793034625535,0.26116657224154655,1348,-0.4680300419694551,0.12091426369609451,0.030104982089038758,0.6933168199506916,0.5227701903280456,0.32849071686707043
20,320,0.035311898652607976,0.18457301608641918,0.06627294140667943,0.2310429917188607,1230,-0.5280174976680128,0.06687637968166366,0.01666659828815144,0.5994662669093535,0.30646571477283274,0.32768667240469757
20,140,0.0773482551661866,0.5171906373675375,0.22826613352578906,0.2512341812619676,1410,-0.4079584008339222,0.1895983879926882,0.04579338468129495,0.7848613678475383,0.7393782241285991,0.3275894902546971
20,150,0.08012785294332425,0.5345220745417973,0.24291335075388581,0.2475279878883413,1400,-0.3990585040467598,0.20079224507375804,0.04815215181528252,0.7971203706061035,0.7714697253370588,0.3265433418231548
40,190,0.07337677362844741,0.4600838469806885,0.20906078905378983,0.2553170007155859,1347,-0.4143785274397901,0.17707667933905957,0.04297101422400855,0.7673457389579257,0.7162283488370269,0.3222735126194398
35,210,0.06331915733251581,0.38201622654304757,0.16314168527660416,0.2655308927271951,1328,-0.4425413205897285,0.1430807800006946,0.03529781382795547,0.7229881175313528,0.614678147523624,0.3216882380148598
20,80,0.07337525586392513,0.511416688921821,0.20752851698655597,0.25719480213595347,1470,-0.41331564906148777,0.17752837578382932,0.043048114361474175,0.7673390450831433,0.7200609059528504,0.32111905977234523
35,130,0.08021703989548579,0.5389914120581674,0.24471956193406072,0.24606549398658684,1408,-0.393646103613715,0.20377958567120172,0.04863991469720188,0.7975137163993579,0.7909859129054659,0.32096382760791065
20,220,0.05381290172907405,0.31868405241786957,0.14398348692859805,0.23483874748666134,1330,-0.4689346303593934,0.11475565728176573,0.028578168548184346,0.6810621904692638,0.5195083997586607,0.3208910134008863
20,240,0.06316098685013993,0.3749051656606175,0.18175168059317212,0.2374722847639042,1310,-0.43985706790958023,0.1435943433859376,0.03537918036796183,0.722290530133738,0.62435710225634,0.31829624041671456
20,230,0.046374835520483604,0.2680135152969825,0.11236652634310987,0.23472146357847135,1320,-0.48698026980278375,0.09522939304966993,0.023791205606658778,0.6482577052593933,0.45443891930801944,0.3174487178891695
30,200,0.031399767754374475,0.1786848335061375,0.048014712895575164,0.23742238715802108,1340,-0.5276743509245156,0.05950595798215374,0.014830915685404388,0.5822123951917343,0.30770304306966206,0.31523776371331536
5,30,0.060188014897069264,0.42266664084413086,0.16908977793009047,0.2376726457922539,1520,-0.4439459112337042,0.1355751080797426,0.033467791778242086,0.7091786793207902,0.6096134345919465,0.3135410451469691
