candle_end_time,strategy_amp_adjust,strategy_net,small_net,excess_return
2019-09-05,0.00886246628931353,0.9924507770483698,0.7913170534045773,0.20113372364379256
2019-09-06,0.0031590930812366302,0.9955860214316112,0.7938168976330522,0.20176912379855905
2019-09-09,0.021111396032520435,1.0166042322144953,0.8105754805362901,0.2060287516782051
2019-09-10,-0.003449138412656816,1.0130978235066948,0.8077796935100147,0.2053181299966801
2019-09-11,-0.0053407189858359905,1.0076871527261835,0.803465569164513,0.20422158356167053
2019-09-12,0.004853131355728513,1.0125775908438437,0.8073648931114736,0.20521269773237005
2019-09-16,0.001474131737589035,1.014070263607278,0.8085550553242246,0.20551520828305347
2019-09-17,-0.020929997711767068,0.9928457753104066,0.7916319998664508,0.2012137754439558
2019-09-18,0.00011436741474502021,0.9929593245149694,0.791722536771705,0.20123678774326437
2019-09-19,0.00984832226783161,1.0027383079416412,0.7995196754605378,0.2032186324811034
2019-09-20,0.002468589723377379,1.0052136574238628,0.8014933615150177,0.2037202959088451
2019-09-23,-0.006340838962580864,0.9988397594991512,0.7964112211800735,0.2024285383190777
2019-09-24,0.0017901631330579093,1.000627845612439,0.7978369271869837,0.20279091842545516
2019-09-25,-0.018092524896724194,0.9825239614033403,0.7834020427183273,0.19912191868501306
2019-09-26,-0.022954313173923713,0.9599707986924039,0.7654195868886793,0.1945512118037246
2019-09-27,0.007120299595977153,0.9668060783824832,0.7708696036639557,0.1959364747185275
2019-09-30,-0.012930820155121703,0.9543044828580408,0.7609016274559272,0.19340285540211366
2019-10-08,0.00017359175033382357,0.9544701422435715,0.7610337137012692,0.19343642854230236
2019-10-09,0.00833565251348567,0.9624262736838112,0.7673774262897305,0.19504884739408068
2019-10-10,0.012724561848710847,0.9746727263281252,0.7771419678118587,0.19753075851626645
2019-10-11,0.0018145952902204332,0.9764413628668265,0.7785521659664828,0.19788919690034368
2019-10-14,0.014956869392078964,0.9910458688002491,0.7901968690277636,0.2008489997724855
2019-10-15,-0.013667220202827624,0.9775010266802535,0.7793970744151761,0.19810395226507738
2019-10-16,-0.004474785027291817,0.9731269197219024,0.775909440056268,0.1972174796656343
2019-10-17,-0.001687455193717824,0.971484811647071,0.7746001276417904,0.19688468400528059
2019-10-18,-0.013528583533438554,0.9583419982212368,0.7641208851099763,0.19422111311126045
2019-10-21,-0.0021709428774259187,0.9562614924860603,0.7624620223169545,0.19379947016910581
2019-10-22,0.011011252313001041,0.9667911290570312,0.7708576840237674,0.19593344503326382
2019-10-23,-0.007663010227142664,0.9593825987475564,0.7649505937074218,0.19443200504013458
2019-10-24,-0.001801499675400331,0.9576542713073279,0.7635725354611607,0.19408173584616728
2019-10-25,0.007325553499609061,0.964669618905919,0.7691661269205136,0.1955034919854054
2019-10-28,0.017999413122463226,0.9820331059032957,0.7830106657987609,0.19902244010453485
2019-10-29,-0.015194485601708108,0.9671116180152474,0.7711903405453522,0.19592127746989518
2019-10-30,-0.004683297225005378,0.9625823468583261,0.7619784606865782,0.20060388617174796
2019-10-31,0.0010029372835327344,0.9635477565824607,0.7572848328615426,0.20626292372091815
2019-11-01,0.018459650983202458,0.9813345118746206,0.7642043995915537,0.2171301122830669
2019-11-04,0.0056452963554467495,0.9868744360179805,0.7681293954250696,0.2187450405929109
2019-11-05,0.005727803130807896,0.9925270585023186,0.7738992558787311,0.2186278026235875
2019-11-06,-0.00372339403386035,0.9888314891742461,0.7661116652220905,0.22271982395215562
2019-11-07,0.00012890021887956848,0.9889589497696357,0.7710908562099308,0.21786809355970493
2019-11-08,-0.0054689531930595114,0.9835503795634883,0.7681998352625646,0.2153505443009237
2019-11-11,-0.017143016692907187,0.9666893589883163,0.7509310794392274,0.21575827954908888
2019-11-12,0.0004220484840571359,0.9670973487668315,0.7517711522716171,0.21532619649521445
2019-11-13,-0.0015439187850170288,0.9656042290031303,0.7508361535191752,0.21476807548395505
2019-11-14,-0.00044407984871630557,0.9651754236231948,0.7564671055044929,0.20870831811870183
2019-11-15,0.0,0.9651754236231948,0.7497417796293843,0.2154336439938105
2019-11-18,0.0,0.9651754236231948,0.7534415189034251,0.2117339047197696
2019-11-19,0.0,0.9651754236231948,0.7661699544186183,0.1990054692045764
2019-11-20,0.0,0.9651754236231948,0.7617290260455842,0.20344639757761052
2019-11-21,0.0,0.9651754236231948,0.761643263156426,0.2035321604667687
2019-11-22,0.0,0.9651754236231948,0.7552312975378428,0.20994412608535196
2019-11-25,0.0,0.9651754236231948,0.7548338683978707,0.21034155522532405
2019-11-26,0.0,0.9651754236231948,0.7518555445561541,0.21331987906704064
2019-11-27,0.0,0.9651754236231948,0.7552580936281885,0.20991732999500623
2019-11-28,0.0,0.9651754236231948,0.7529485016411682,0.21222692198202653
2019-11-29,0.0,0.9651754236231948,0.7538235479914744,0.2113518756317203
2019-12-02,0.0,0.9651754236231948,0.755437365632622,0.20973805799057277
2019-12-03,0.0,0.9651754236231948,0.758676597154015,0.20649882646917972
2019-12-04,0.0,0.9651754236231948,0.7577854577494494,0.20738996587374536
2019-12-05,0.0,0.9651754236231948,0.7650133027188515,0.20016212090434327
2019-12-06,0.0,0.9651754236231948,0.7716212031980487,0.19355422042514603
2019-12-09,-0.0038400595198369025,0.9614690925493979,0.7737916249158426,0.1876774676335553
2019-12-10,0.0071970373548782,0.9683888215240368,0.7775565372096209,0.1908322843144159
2019-12-11,-0.0044118639473545995,0.9641164217953337,0.7742034839044664,0.18991293789086738
2019-12-12,-0.005320894746744909,0.9589864597913524,0.7718507717720622,0.18713568801929026
2019-12-13,0.0,0.9589864597913524,0.7813502476004949,0.17763621219085757
2019-12-16,0.0,0.9589864597913524,0.795572703752928,0.16341375603842445
2019-12-17,0.013219802101553713,0.9716640710078637,0.8063563283109966,0.1653077426968671
2019-12-18,-0.00017906585681637388,0.971490079148451,0.8062119374241682,0.1652781417242828
2019-12-19,0.0012631599537036298,0.9727172265118517,0.8072303120577202,0.16548691445413144
2019-12-20,-0.01088616110810292,0.9621280700714167,0.7984426728293157,0.16368539724210096
2019-12-23,-0.019350238178854506,0.9435106627569732,0.7829926169379072,0.16051804581906592
2019-12-24,0.015286062595409211,0.9579332258073123,0.7949614910921634,0.16297173471514892
2019-12-25,0.004073636968362049,0.9618354980091833,0.7981998756107007,0.16363562239848262
2019-12-26,0.006953716836488599,0.9685238297056222,0.8037503315246178,0.1647734981810044
2019-12-27,-0.007654038201386659,0.9611107113141021,0.7975983957827513,0.16351231553135082
2019-12-30,0.012114899215281083,0.9727544707163995,0.8072612199619292,0.1654932507544703
2019-12-31,0.004907325979017996,0.977528094001752,0.8112227139185022,0.1663053800832498
2020-01-02,0.01869430807465222,0.9958023053426484,0.8263879612496502,0.16941434409299816
2020-01-03,0.0027020738846144088,0.9984930367461535,0.8286209225783027,0.16987211416785086
2020-01-06,0.010075591047097543,1.0085534442477824,0.8369697681272703,0.17158367612051206
2020-01-07,0.011957863862414042,1.0206135890320662,0.8469781386714924,0.17363545036057382
2020-01-08,-0.013826385297243782,1.006502192310506,0.835267492587878,0.17123469972262795
2020-01-09,0.013596804127942619,1.0201874054736968,0.8466244610790331,0.1735629443946637
2020-01-10,-0.003149588882698895,1.0169742345631474,0.8439579420885975,0.17301629247454986
2020-01-13,0.014488320823299983,1.0317084835425283,0.8561854755149493,0.17552300802757903
2020-01-14,-0.003110928013302705,1.0284989127195139,0.8535219441345869,0.17497696858492695
2020-01-15,-0.0022201847323607415,1.0262154551362443,0.8516269677454845,0.17458848739075983
2020-01-16,-0.00042658022657615646,1.0257776919148764,0.8512636805206253,0.17451401139425116
2020-01-17,-0.003188017311315905,1.0225074948754902,0.848549837170631,0.17395765770485916
2020-01-20,0.014063514142070632,1.0368875434900449,0.860483429805932,0.1764041136841129
2020-01-21,-0.011381403383913802,1.0250863080938293,0.8506899207861369,0.17439638730769236
2020-01-22,0.009335851269543616,1.034656361404639,0.8586318353630962,0.17602452604154273
2020-01-23,-0.03547144705582761,0.997955603060099,0.828174921674566,0.16978068138553304
2020-02-03,-0.0868096829726519,0.9113233935376702,0.7562813192780962,0.15504207425957406
2020-02-04,0.017425152381912223,0.9272033425392655,0.7694596365101105,0.157743706029155
2020-02-05,0.025515512008137398,0.9508614105598112,0.7890927931052613,0.16176861745454996
2020-02-06,0.031017072941155188,0.9803543482880746,0.8135681418263471,0.16678620646172748
2020-02-07,0.008356161422335973,0.9885463474734587,0.820366448547518,0.16817989892594076
2020-02-10,0.011525732063166316,0.9999400678064595,0.829821772427088,0.1701182953793715
2020-02-11,-0.005040072025366826,0.9949002978436647,0.8256394109258378,0.16926088691782692
2020-02-12,0.018404067478851482,1.013210510059909,0.840834534357716,0.17237597570219287
2020-02-13,-0.008627246338567374,1.0044692933967967,0.8335804476998375,0.17088884569695917
