candle_end_time,big_open,big_close,big_amp,small_open,small_close,small_amp,big_mom,small_mom,style,pos,strategy_amp,trade_time,strategy_amp_adjust,big_net,small_net,strategy_net,excess_return,peak,drawdown
2017-03-28,3301.9388,3290.6328,-0.002540123595159316,6509.0377,6498.6902,-0.0026614968132602224,0.03209175557415267,0.01626679871832004,big,big,-0.002540123595159316,2017-03-28,-0.0035236965557817745,1.0,1.0,0.9964763034442182,-0.0035236965557817745,0.9964763034442182,0.0
2017-03-29,3292.0651,3286.2734,-0.0013247907818824123,6504.2455,6480.543,-0.002792439621140952,0.030987895056924675,0.012698123529161665,big,big,-0.0013247907818824123,,-0.0013247907818824123,0.9986752092181176,0.997207560378859,0.995156180823051,-0.0020513795558080306,0.9964763034442182,-0.0013247907818824585
2017-03-30,3283.4806,3268.1709,-0.005508519163378134,6467.063,6375.7437,-0.01617137638003474,0.0312516329400645,0.0006477005961815774,big,big,-0.005508519163378134,,-0.005508519163378134,0.9931739876901489,0.9810813415909563,0.9896743439304331,0.008593002339476796,0.9964763034442182,-0.0068260123098510955
2017-03-31,3266.3833,3288.0704,0.006088879868552777,6374.565,6401.6479,0.004062929944941063,0.033658670014710124,-0.002146345079703016,big,big,0.006088879868552777,,0.006088879868552777,0.9992213047897657,0.9850674063521292,0.9957003521196143,0.01063294576748508,0.9964763034442182,-0.000778695210234258
2017-04-05,3305.0544,3323.8739,0.01088890919123875,6450.8955,6539.9665,0.021606717857756585,0.04683554238499976,0.022840137259593662,big,big,0.01088890919123875,,0.01088890919123875,1.0101017348395727,1.0063514798720519,1.0065424428355292,0.00019096296347731467,1.0065424428355292,0.0
2017-04-06,3325.6145,3335.2529,0.0034234150699881116,6554.7454,6559.6526,0.0030101224524621273,0.055887346027840845,0.03595863892967932,big,big,0.0034234150699881116,,0.0034234150699881116,1.0135597323408434,1.0093807210566832,1.009988255402915,0.0006075343462317306,1.009988255402915,0.0
2017-04-07,3335.1084,3334.1037,-0.0003445615773244315,6554.2567,6578.726,0.0029076844709732264,0.05853984589612371,0.04876171935217344,big,big,-0.0003445615773244315,,-0.0003445615773244315,1.0132104986007555,1.0123156817045995,1.0096402522565542,-0.00267542944804533,1.009988255402915,-0.0003445615773243952
2017-04-10,3335.7631,3323.2231,-0.0032634257896657637,6575.4597,6566.5441,-0.0018517111063752756,0.05023277227447731,0.060033440105445646,small,big,-0.0032634257896657637,,-0.0033630994470867925,1.0099039613292617,1.0104411655136292,1.0062447316824337,-0.004196433831195501,1.009988255402915,-0.0037065022295609284
2017-04-11,3320.1341,3327.9495,0.001422233734472922,6566.84,6629.1661,0.009536523176628009,0.04505367615926659,0.09913791545468564,small,small,0.009536523176628009,2017-04-11,0.009390094729738063,1.011340280811642,1.020077261107169,1.0156934650342315,-0.004383796072937374,1.0156934650342315,0.0
2017-04-12,3325.3984,3326.8493,-0.0003305939588327256,6625.8795,6576.4761,-0.007948209353209723,0.04466481963737268,0.0812898814953611,small,small,-0.007948209353209723,,-0.007948209353209723,1.0110059378244816,1.0119694734794404,1.0076205207354525,-0.004348952743987944,1.0156934650342315,-0.00794820935320968
2017-04-13,3316.9443,3323.2839,-0.0010717046906812966,6569.2398,6615.7042,0.005964911816527474,0.03741229729577866,0.09015453829248399,small,small,0.005964911816527474,,0.005964911816527474,1.0099224380186085,1.018005782149763,1.0136308882861629,-0.004374893863600127,1.0156934650342315,-0.0020307079045734835
2017-04-14,3324.3083,3300.5072,-0.006853672657939347,6623.4544,6528.1624,-0.0132324235415483,0.03384277974767658,0.08016437018866829,small,small,-0.0132324235415483,,-0.0132324235415483,1.003000760218521,1.0045350984726122,1.0002180950575645,-0.004317003415047704,1.0156934650342315,-0.015236260259039302
2017-04-17,3291.0821,3302.8242,0.0007020133148021301,6500.9489,6456.598,-0.0109624111066845,0.027734149390836738,0.05465530756517856,small,small,-0.0109624111066845,,-0.0109624111066845,1.0037048801069508,0.9935229717520616,0.9892532931031986,-0.004269678648862962,1.0156934650342315,-0.0260316452170358
2017-04-18,3297.4697,3286.2593,-0.005015374418051,6452.918,6418.2114,-0.005945329103654862,0.021419839959310627,0.03986351892514395,small,small,-0.005945329103654862,,-0.005945329103654862,0.9986709243279895,0.9876161507129545,0.9833718567088258,-0.004244294004128735,1.0156934650342315,-0.03182220762276583
2017-04-19,3279.0327,3273.1793,-0.003980209352317465,6390.3311,6350.6465,-0.01052706054524788,0.01600800072560027,0.03006883305990371,small,small,-0.01052706054524788,,-0.01052706054524788,0.9946960049750917,0.9772194556989345,0.9730198416347592,-0.00419961406417535,1.0156934650342315,-0.04201427386168535
