date,trade_date,rsi_diff,psy6_diff,psy12_diff,vol_ratio_1m,target,ret_100,ret_500,100_close,500_close,pred_prob,position,strategy_ret,cum_ret
2021-02-04,20210204,-10.52365192163247,-1.6666666666666643,0.4166666666666643,1.6354860875867154,0,0.02507125159542456,0.025003351887924463,5662.8922,6328.7881,0.5185005855784639,1,-6.789970750009644e-05,1.0148286826161774
2021-02-05,20210205,-12.961858643668421,-2.5,-0.4166666666666643,1.6176114569210203,0,0.004598468102938735,0.0013756889689917617,5716.012,6239.8709,0.5228524997509604,1,-0.0032227791339469736,1.0115581139133112
2021-02-08,20210208,-13.971395082035833,-3.3333333333333286,0.0,1.6111079228358947,1,-0.02178019632418393,-0.007795746714416407,5784.3697,6323.1622,0.5152277724542629,1,0.013984449609767524,1.0257041973846832
2021-02-09,20210209,-13.90172507632871,-3.3333333333333286,0.0,1.6185275795575353,0,0.011274046501988488,0.0034616363367814262,5894.4319,6457.8814,0.5154156006392234,1,-0.007812410165207062,1.0176909754865395
2021-02-10,20210210,-13.708356106858474,-3.3333333333333286,-0.4166666666666714,1.6231870403897655,1,0.0010394308803987062,0.004860987068822098,6030.5374,6525.1658,0.5212130922268856,1,0.0038215561884233917,1.0215801387318129
2021-02-18,20210218,-11.231581865904253,-3.3333333333333286,-0.4166666666666714,1.6466437259492246,0,0.007853020180999648,0.007790201586453049,5972.1449,6614.5443,0.5278804665882226,1,-6.281859454659866e-05,1.021515964503281
2021-02-19,20210219,-10.152118478694042,-3.3333333333333357,-0.8333333333333357,1.7027988420608506,1,-0.028635069924509926,-0.01071961235448271,5993.8036,6703.4821,0.5360432630849821,1,0.017915457570027216,1.0398168904224447
2021-02-22,20210222,-7.268137950998515,-3.3333333333333357,-0.8333333333333357,1.735976668604208,1,0.007414934133544104,0.01596519242098049,5772.1436,6657.056,0.5437759516982416,1,0.008550258287436385,1.0487075934071957
2021-02-23,20210223,-7.345978511767619,-3.3333333333333286,-0.8333333333333357,1.765945540380279,0,-0.006763092569602058,-0.013721777304089411,5764.0921,6631.2286,0.5435675011753237,1,-0.006958684734487353,1.041409967886012
2021-02-24,20210224,-6.819947232169135,-3.3333333333333357,-0.8333333333333357,1.7799892569456455,1,-0.013985004838610315,-0.012320412834735728,5621.3987,6536.1861,0.5449758684931106,1,0.0016645920038745876,1.0431434905913104
2021-02-25,20210225,-7.195131518005802,-3.3333333333333357,-1.25,1.7717197014279455,1,-0.0017882666269035674,0.0024197303661110947,5676.2595,6499.1528,0.5492090570263144,1,0.004207996993014662,1.0475330352630015
2021-02-26,20210226,-6.199017595833283,-3.3333333333333357,-1.25,1.7569023917015811,0,0.02058021407616062,0.015329000817097205,5531.5294,6364.3529,0.5518696037491383,1,-0.005251213259063414,1.0420322158989215
2021-03-01,20210301,-4.76069602690891,-3.3333333333333357,-1.25,1.7640745718875546,0,0.002548116567935965,0.0005036154341679921,5597.6793,6488.4388,0.5557059824881254,1,-0.002044501133767973,1.0399017798520933
2021-03-02,20210302,-4.399949061820415,-3.3333333333333357,-1.25,1.7740866945490623,0,0.009784573778379935,0.004063410589890903,5515.2072,6433.3282,0.5566671661812549,1,-0.005721163188489031,1.0339523320695594
2021-03-03,20210303,-4.789736338113805,-3.3333333333333357,-1.25,1.77796995001191,1,-0.010620623199894652,-0.004185986820180343,5642.6694,6524.7513,0.5556285884874139,1,0.006434636379714309,1.0406054393603845
2021-03-04,20210304,-3.9320345649070134,-3.3333333333333357,-1.25,1.7971250918545276,0,0.013044499280693289,0.009209187713695943,5469.985,6401.9917,0.5579132570502116,1,-0.003835311566997346,1.0366143932821252
2021-03-05,20210305,-3.766703592294917,-2.5,-0.8333333333333357,1.8059654519571475,0,0.009878257103551169,0.002367283659758579,5441.1369,6403.4964,0.5527678998725918,1,-0.00751097344379259,1.02882841010273
2021-03-08,20210308,-3.242196314939001,-2.5,-0.8333333333333357,1.8000438035582484,1,-0.00629439158394729,0.002606500272128498,5254.4551,6256.4092,0.5541670983676531,1,0.008900891856075788,1.037985900519513
2021-03-09,20210309,-3.833836669313733,-2.5,-0.8333333333333357,1.8069572409298564,1,-0.010446954616164739,0.000785089779972159,5151.999,6108.0027,0.5525887519251004,1,0.011232044396136898,1.0496446042367122
2021-03-10,20210310,-5.051923911629608,-3.3333333333333357,-1.25,1.8110852348561897,0,0.0029000719870215796,0.0013667920584630178,5192.2697,6062.2552,0.5549297226697903,1,-0.0015332799285585619,1.0480352052329163
2021-03-11,20210311,-4.19709666040216,-3.3333333333333357,-1.25,1.8159378396028227,1,-0.01642281348317365,-0.0033843223661087496,5322.4464,6213.8319,0.5572074656160806,1,0.013038491117064899,1.061700002946717
2021-03-12,20210312,-4.567429696400964,-3.3333333333333357,-1.6666666666666643,1.8384900996598834,0,-0.014190785025971375,-0.017177109631833498,5346.9215,6222.3802,0.5614313321197183,1,-0.002986324605862123,1.0585294221038732
2021-03-15,20210315,-2.9769200886873577,-2.5,-1.6666666666666643,1.8551637440505293,0,-0.002441673723165838,-0.002672178364119593,5230.4645,6173.8721,0.5652885296108735,1,-0.00023050464095375478,1.0582854261594923
2021-03-16,20210316,-3.436075046268982,-2.5,-2.0833333333333286,1.8834794759401559,1,0.005736396391835985,0.010858838624575595,5289.433,6195.2438,0.5692597959773916,1,0.00512244223273961,1.0637064321207446
2021-03-17,20210317,-3.2036074768532643,-2.5,-2.0833333333333286,1.9090817095800832,1,-0.008499892353414085,-0.00011951167294665943,5294.931,6225.3588,0.5698749664940359,1,0.008380380680467425,1.0726206969541783
2021-03-18,20210318,-2.4499822452854545,-2.5,-2.0833333333333357,1.9407413925463202,1,0.003988978318982372,0.010058168290349778,5336.5122,6273.8556,0.5718677653404226,1,0.006069189971367406,1.0791306357312136
2021-03-19,20210319,-1.4057159960462755,-2.5,-2.0833333333333286,1.9508250670373404,0,0.021634514677747685,0.013513490918482862,5183.7008,6206.6023,0.5746252393925337,1,-0.008121023759264823,1.0703669901990898
2021-03-22,20210322,-0.7613119602562932,-3.3333333333333357,-2.0833333333333286,1.9681357462909344,1,-0.0002287055774981006,0.00051056294899543,5222.1376,6305.6919,0.5766876626113536,1,0.0007392685264935306,1.0711582788267415
2021-03-23,20210323,-2.316139673891861,-3.3333333333333357,-2.0833333333333286,1.9866877865626054,0,0.0033574008863164195,-0.0012883794116210767,5186.8198,6219.1666,0.572585471598645,1,-0.004645780297937496,1.0661819127989955
2021-03-24,20210324,-1.434394406883122,-3.3333333333333357,-1.6666666666666643,2.0087197197923046,1,-0.004110198524703512,0.003926165778958213,5114.2821,6142.5439,0.5697401614995814,1,0.008036364303661725,1.0747501390642231
2021-03-25,20210325,-1.459135059435141,-2.5,-1.25,2.0470070371154803,0,0.012285477272897971,0.002682521450699804,5105.1364,6157.4072,0.5641206304026137,1,-0.009602955822198167,1.064429360958888
2021-03-26,20210326,-0.24063700226649587,-3.3333333333333357,-1.25,2.074743894879598,1,-0.014031802708574626,-0.0031117839854014617,5210.2012,6251.7941,0.5677169473601836,1,0.010920018723173164,1.0760529495100544
2021-03-29,20210329,-0.90856456507791,-3.3333333333333286,-1.25,2.0721644352118536,0,0.0033855551303618725,0.0005645352093039957,5223.4774,6254.9426,0.5659467465081637,1,-0.002821019921057877,1.0730173827033733
2021-03-30,20210330,-0.3079329488208771,-2.5,-1.25,2.07844502963325,1,0.0035749839660810245,0.006742165274737699,5274.5869,6280.359,0.5671735917721294,1,0.0031671813086566747,1.0764158233017351
2021-03-31,20210331,0.36369068427784157,-1.6666666666666714,-1.25,2.0757927195296575,0,0.010995623188884585,0.00033653098894914635,5218.5675,6254.0695,0.5685875910998732,1,-0.010659092199935438,1.0649422077956925
2021-04-01,20210401,0.2726356820809954,-2.5,-1.25,2.0850081913776495,1,-0.009228486255721036,-0.0009582053134568058,5286.6411,6311.6644,0.5687113286566261,1,0.00827028094226423,1.073749579041438
2021-04-02,20210402,-0.2961284905382229,-2.5,-1.6666666666666714,2.0984567003304924,1,-0.014116704424892768,0.0005613882525536962,5338.8639,6326.6059,0.5723854068115909,1,0.014678092677446464,1.0895101748749774
2021-04-06,20210406,-0.8637778654366457,-1.6666666666666643,-1.25,2.131429929156828,1,-0.012191081377386448,-0.0069198934222749475,5305.259,6343.0962,0.5653346831230074,1,0.0052711879551115,1.0952531877857499
2021-04-07,20210407,0.2886496280338804,-0.8333333333333357,-0.8333333333333286,2.1578490760079494,1,-0.0022734479295355436,0.0048958304836559385,5249.8352,6348.0761,0.5628309658838504,1,0.007169278413191482,1.1031053628219212
2021-04-08,20210408,1.366160768862791,-0.8333333333333357,-0.8333333333333357,2.2130210358131186,0,0.008859136196255113,-0.0030815656432531258,5265.0601,6356.7526,0.5656905963429261,1,-0.011940701839508239,1.0899335105869021
2021-04-09,20210409,3.281992571886235,-0.8333333333333357,-0.8333333333333286,2.247977189008942,1,0.0029970490638770997,0.00867598726500618,5178.593,6335.2393,0.5707641640634175,1,0.00567893820112908,1.0961231756368648
2021-04-12,20210412,2.1126770316280243,0.0,-0.8333333333333286,2.2719515620833004,0,-0.011056266673272974,-0.011213488667723981,5105.1047,6226.4182,0.5673041895663535,1,-0.0001572219944510067,1.0959508409650272
2021-04-13,20210413,2.732664305853099,0.8333333333333357,-1.25,2.2841342394373996,0,0.023207763357830924,0.01347661625848362,5092.6397,6209.7801,0.5737578136113465,1,-0.009731147099347304,1.085285982117943
2021-04-14,20210414,4.410184627962494,0.8333333333333357,-1.25,2.2645250120013904,0,0.013017485609400081,0.008019947152562157,5121.8531,6277.2111,0.5781800735245093,1,-0.004997538456837924,1.0798622236856414
2021-04-15,20210415,5.1524081238919734,0.8333333333333357,-1.25,2.274482741081793,1,0.00042051473223025937,0.003262061821060147,5078.3179,6276.4609,0.5801327647231963,1,0.0028415470888298877,1.0829307030436928
2021-04-16,20210416,5.296042454526308,1.6666666666666714,-1.25,2.279643862366099,1,-0.005274671706330003,-0.002304928095246961,5098.5752,6339.5906,0.5801481301102827,1,0.002969743611083042,1.0861467295803025
2021-04-19,20210419,5.162675345387335,1.6666666666666643,-1.25,2.2896716757220528,0,0.004742238773847385,-0.0054182417500405755,5208.8804,6425.2606,0.5797974455257003,1,-0.01016048052388796,1.0751109568883173
2021-04-20,20210420,4.5519494538516625,2.5,-0.8333333333333286,2.3154130312980166,1,-0.01120152456271184,-0.0031833897818459578,5207.6891,6428.5411,0.5726639332658087,1,0.008018134780865882,1.0837313414450336
2021-04-21,20210421,3.8655798583401975,0.8333333333333286,-1.25,2.3133602028859244,0,0.0033365052557223773,0.0024905236996359825,5225.1734,6420.2587,0.5767457307401839,1,-0.0008459815560863948,1.0828145247184182
2021-04-22,20210422,3.936318064471358,0.8333333333333286,-0.4166666666666643,2.315940314259193,0,0.035406420013140316,0.011544543684990582,5203.6969,6445.4657,0.5665830868075103,1,-0.023861876328149734,1.056976538443263
2021-04-23,20210423,3.2379739879173144,0.8333333333333286,0.0,2.3155670932626946,1,0.0007077823398449201,0.0012894599122581507,5267.6268,6462.7558,0.5595291931371561,1,0.0005816775724132306,1.0575913579902425
2021-04-26,20210426,3.4916054510207672,0.8333333333333357,0.4166666666666643,2.3184024647172277,1,0.0019928498222370195,0.008629619490581497,5193.7125,6442.6451,0.5549904288650234,1,0.006636769668344478,1.0646103482364555
2021-04-27,20210427,4.564888713886603,0.8333333333333286,0.4166666666666643,2.3366477074395298,1,-0.003349214372175502,-0.0025781233850080687,5211.2961,6446.2822,0.5578498009644427,1,0.0007710909871674332,1.0654312596808257
2021-04-28,20210428,5.108968333568818,0.8333333333333286,0.4166666666666643,2.3385814977023607,1,-0.0026061079868225923,0.009121093740627195,5229.9264,6489.7441,0.559297851467339,1,0.011727201727449788,1.0779257869898338
2021-04-29,20210429,4.169279306211067,0.8333333333333286,0.4166666666666714,2.3463694603668466,0,0.0021266853442041267,0.001600804732882155,5287.4327,6491.9281,0.5567962797903285,1,-0.0005258806113219716,1.077358926718012
2021-04-30,20210430,5.063203095448095,1.6666666666666643,0.4166666666666643,2.307885217307243,0,-0.008201253434466316,-0.008655186420221561,5238.6377,6485.7075,0.5588094361658686,1,-0.00045393298575524543,1.0768698779636767
2021-05-06,20210506,6.813697606915689,2.5,0.8333333333333357,2.306172931539209,1,-0.0051395138820298225,-0.0020507740223517645,5164.6854,6489.3485,0.5578904731761497,1,0.003088739859678058,1.0801960488794295
2021-05-07,20210507,7.02440173578286,3.3333333333333286,0.4166666666666643,2.308839051401963,0,0.0052829141860293305,0.003799046103631465,5101.7223,6444.4429,0.5632902374673827,1,-0.0014838680823978656,1.078593180439765
2021-05-10,20210510,7.693791323515256,4.166666666666664,0.8333333333333286,2.3342658054190983,1,-0.0031464649456749427,0.004249851495371937,5090.1238,6475.9938,0.5594992733735751,1,0.00739631644104688,1.0865707969134528
2021-05-11,20210511,7.567814194388497,3.3333333333333286,0.4166666666666643,2.3341259604740596,1,-0.008696404220094767,-0.005495691372191636,5135.2179,6456.0376,0.5647326025133788,1,0.003200712847903131,1.09004859802329
2021-05-12,20210512,9.502459849286886,3.3333333333333357,0.0,2.3473490827796764,0,0.0013785760630735666,0.0012479948949839503,5150.6084,6512.0501,0.5750311999289149,1,-0.00013058116808961628,1.0899062582040855
2021-05-13,20210513,11.182945314951482,2.5,0.4166666666666643,2.372302932780431,1,0.005296708837750463,0.010868031308796766,5093.6619,6439.0273,0.5746627293782915,1,0.005571322471046303,1.0959784774317518
2021-05-14,20210514,10.496524694304718,2.5,0.4166666666666643,2.382449071349182,1,-0.008980273431795749,-0.005872079930429708,5211.8744,6525.8036,0.5728507300449056,1,0.003108193501366041,1.0993849906129423
2021-05-17,20210517,9.871356382816181,2.5,0.4166666666666714,2.403846461223053,1,-0.012418136265538005,-0.009255677205088797,5279.7199,6578.1402,0.5711987191282232,1,0.0031624590604492075,1.102861750637428
2021-05-18,20210518,11.218234998307977,3.3333333333333357,0.4166666666666643,2.419110409208532,0,-0.01328000768043558,-0.014613030435230767,5281.9401,6599.5985,0.5743922768334503,1,-0.0013330227547951878,1.1013916108284352
2021-05-19,20210519,9.15776899458848,3.3333333333333357,0.4166666666666643,2.4235734831045166,1,-0.0013370955055542755,0.007597597789678945,5254.0796,6584.3869,0.5689464017096233,1,0.00893469329523322,1.11123220706913
2021-05-20,20210520,6.958254386509125,2.5,0.4166666666666643,2.4636544806371186,1,-0.005370228849469916,0.0062860347989639465,5278.9957,6548.7111,0.5634804588504344,1,0.011656263648433862,1.1241850226493588
2021-05-21,20210521,5.531179853491665,2.5,0.4166666666666714,2.4670140475864657,1,-0.006086363825650309,0.007421816650591495,5219.8629,6527.864,0.5596879342783654,1,0.013508180476241805,1.1393707168239944
2021-05-24,20210524,5.876959744414485,2.5,0.4166666666666643,2.4749041916431396,0,0.006662579167495242,0.0048631046848000015,5237.279,6544.1218,0.5606075193945421,1,-0.0017994744826952402,1.1373204482927395
2021-05-25,20210525,4.213657103761953,1.6666666666666714,0.8333333333333286,2.4185229337055505,1,0.0030209859550254237,0.00744125128217954,5422.7123,6619.6707,0.551325438082646,1,0.004420265327154116,1.1423477064361913
2021-05-26,20210526,5.790000417396747,1.6666666666666643,0.4166666666666643,2.4157185247791753,0,0.004516314637810881,-0.00516656508510871,5426.5504,6628.2065,0.5607426666301909,1,-0.00968287972291959,1.1312864909930167
2021-05-27,20210527,7.205460485077722,2.5,0.4166666666666643,2.432168987391932,0,0.01624784615924879,0.008667544641191016,5437.3647,6685.4054,0.564136680913617,1,-0.007580301518057775,1.1227109982879842
2021-05-28,20210528,6.040632483775127,2.5,0.8333333333333286,2.4281608466593028,1,-0.00021338984737251376,0.0022165687338702167,5419.1538,6668.1696,0.5558313366866174,1,0.0024299585812427305,1.1254391395125296
2021-05-31,20210531,7.23968278099202,3.3333333333333357,1.25,2.440699631703191,1,-0.01270054843069568,-0.009240089376957195,5405.0309,6728.9906,0.5534405086251579,1,0.003460459053738485,1.1293336755722876
2021-06-01,20210601,7.7246699013445195,3.3333333333333357,0.8333333333333286,2.473910960986427,1,0.00401580142763569,0.006320819604387795,5416.5257,6739.7624,0.5599479324768184,1,0.002305018176752105,1.1319368102221
2021-06-02,20210602,7.170741268271122,2.5,0.8333333333333357,2.5154921793091742,0,0.006893158275204758,-0.013442250106346365,5372.1034,6681.4285,0.5588408276840174,1,-0.020335408381551123,1.1089184129241232
2021-06-03,20210603,6.822410950261869,1.6666666666666714,1.25,2.538312283871495,1,-0.0326311166828146,-0.008727648768828034,5344.4934,6667.7264,0.5530624906353293,1,0.023903467913986565,1.1354254086266837
2021-06-04,20210604,7.0674584729865515,1.6666666666666714,1.25,2.527357781486874,1,-0.002697812993445292,0.00795556341305037,5372.7279,6693.0574,0.5537162125379876,1,0.010653376406495663,1.1475215228862832
2021-06-07,20210607,9.848356229553204,2.5,1.25,2.5115294889483164,0,0.000913510118926153,-0.00022579301582703604,5355.8228,6721.5019,0.5607550614796684,1,-0.001139303134753189,1.146214148018062
2021-06-08,20210608,11.641081589966127,2.5,1.25,2.4729187140994,1,0.006167698317778525,0.008142725067834089,5309.2464,6684.5626,0.5655155643168143,1,0.001975026750055564,1.1484779516216899
2021-06-09,20210609,11.376945377446468,2.5,1.25,2.4525997265795736,1,-0.014234028040043478,-0.00228823154675617,5316.5656,6692.9049,0.5648148992250405,1,0.011945796493287308,1.1621974355087898
2021-06-10,20210610,12.443909188944936,1.6666666666666643,1.25,2.427014337542554,1,-0.005268502529159225,0.008280895716390235,5344.7259,6765.6436,0.5680085647432555,1,0.01354939824554946,1.1779445114024547
2021-06-11,20210611,11.397219073649872,1.6666666666666643,1.25,2.402625929221403,1,0.008991252747278189,0.014672985409782902,5296.7288,6725.9152,0.5652342210828367,1,0.005681732662504713,1.1846372772075082
2021-06-15,20210615,11.646724042782843,1.6666666666666643,0.8333333333333357,2.3914574275101406,1,0.002825037948019249,0.00832307680319766,5230.9533,6663.6623,0.5710802893509026,1,0.005498038855178411,1.1911504589868878
2021-06-16,20210616,9.911614138322804,1.6666666666666714,1.25,2.3747292087093643,1,-0.010568793574457835,-0.009063298212148352,5161.4862,6566.286,0.561289509343536,1,0.0015054953623094836,1.1929437304787054
2021-06-17,20210617,10.876924844900017,3.3333333333333286,1.6666666666666714,2.355585310505008,0,0.014997639709749544,0.004878535825228125,5154.5848,6616.174,0.5579158542780897,1,-0.010119103884521419,1.1808722089416028
2021-06-18,20210618,11.074364848594819,4.166666666666664,2.0833333333333357,2.3055098072898215,1,-0.012449082349590301,-0.001050544356461569,5126.9035,6657.7635,0.5528561827046106,1,0.011398537993128732,1.1943324256802534
2021-06-21,20210621,11.551124526031103,5.0,2.5,2.2891787683717384,0,0.005709660899505309,-0.005167518174983621,5095.6993,6707.1762,0.5485322922667331,1,-0.01087717907448893,1.1813414580116606
2021-06-22,20210622,13.169645750835393,5.0,2.9166666666666643,2.2797052065091585,1,-0.00398623571005241,0.0017119643216783054,5129.6498,6739.7939,0.5476248071430839,1,0.005698200031730716,1.1880729779451875
2021-06-23,20210623,14.539318374793503,5.0,2.9166666666666714,2.3433351364411448,1,0.0013200112696425403,0.01208642327335352,5145.1464,6789.9464,0.5512846968713692,1,0.010766412003710979,1.2008642611162212
2021-06-24,20210624,12.592908171393937,4.166666666666664,2.5,2.3630783199578564,1,-0.0012682525181807458,0.006014195519597365,5168.3835,6754.8657,0.5516833965657366,1,0.007282448037778111,1.2096094926982248
2021-06-25,20210625,12.397289011256746,5.0,2.5,2.354771235435765,1,-0.012944817614568338,-0.005806307569341196,5252.3586,6813.4138,0.5507931389565546,1,0.007138510045227142,1.2182443022126532
2021-06-28,20210628,12.891652107170685,5.833333333333336,2.9166666666666643,2.3636068744148258,1,-0.03870600198087726,-0.016826038962545642,5251.2378,6828.5162,0.5465127567321195,1,0.021879963018331616,1.2448994424923592
2021-06-29,20210629,12.999031985061151,6.666666666666671,2.9166666666666643,2.3570716507659486,1,-0.035811230274936046,-0.021687129017099904,5184.5442,6765.4201,0.5464314034146188,1,0.014124101257836141,1.262482528273945
2021-06-30,20210630,12.947311134780918,6.666666666666664,2.9166666666666643,2.354426547798675,0,0.0065136596648480705,-0.01447648435227733,5205.3643,6808.1831,0.5462930345287558,1,-0.0209901440171254,1.2359828381863702
2021-07-01,20210701,10.065927843587382,5.833333333333336,2.5,2.342276738530578,1,0.008779320515076794,0.020673923353339285,5241.2457,6716.6658,0.5441903395828833,1,0.011894602838262491,1.2506843631615057
2021-07-02,20210702,12.635157351383029,5.833333333333336,2.5,2.3200089950698586,1,-0.014856719088391146,0.001247113633459307,5070.218,6658.0451,0.5510603985939434,1,0.016103832721850453,1.2708251749336925
2021-07-05,20210705,12.957164741811361,6.666666666666664,2.9166666666666643,2.3294387477288807,0,0.028257213095796985,0.01546911655965233,5056.5395,6711.0136,0.5463193964539153,1,-0.012788096536144655,1.2545737399160775
2021-07-06,20210706,11.708743204709577,5.833333333333329,2.5,2.3258760095623625,0,0.006652724310484581,-0.008147511167199584,5061.1587,6709.4983,0.5485852949328962,1,-0.014800235477684165,1.2360057531412005
2021-07-07,20210707,12.187392171135485,6.666666666666664,2.5,2.3396696218820288,1,0.0014595765581248976,0.016919838462108094,5092.3744,6764.1319,0.5494962546852247,1,0.015460261903983197,1.2551147257995936
2021-07-08,20210708,12.074658112150068,6.666666666666664,2.5,2.332277447753696,1,-0.0060402422833844005,-0.0028143634348152258,5019.8894,6748.654,0.5491950045125349,1,0.0032258788485691747,1.259163573846078
2021-07-09,20210709,14.974884235292194,6.666666666666664,2.9166666666666714,2.351726421660745,1,-0.006633841038393484,0.0039119456250451545,4993.4421,6804.5389,0.5517118385340328,1,0.010545786663438639,1.2724424442702318
