candle_end_time,strategy_amp_adjust,strategy_net
2019-04-15,-0.01627601816214752,0.9837239818378525
2019-04-16,0.033539176738745846,1.016717274326855
2019-04-17,-0.0018554591653597852,1.0148307969416257
2019-04-18,-0.0041398664194882695,1.0106295330039046
2019-04-19,0.01248204405801201,1.0232442553611873
2019-04-22,-0.023646904067308627,0.9990476966172367
2019-04-23,0.0028133761186714956,1.0018583935483134
2019-04-24,-0.0013420637414144343,1.0005138357243004
2019-04-25,-0.01574948065401538,0.9847562624244858
2019-04-26,-0.012000771859241532,0.9729384271821702
2019-04-29,0.01609073770951963,0.9885937242214711
2019-04-30,0.0019863884017343736,0.990557455329292
2019-05-06,-0.04770026289164919,0.9433076043008016
2019-05-07,0.0,0.9433076043008016
2019-05-08,0.0,0.9433076043008016
2019-05-09,0.0,0.9433076043008016
2019-05-10,0.0,0.9433076043008016
2019-05-13,0.0,0.9433076043008016
2019-05-14,0.0,0.9433076043008016
2019-05-15,0.0,0.9433076043008016
2019-05-16,0.0,0.9433076043008016
2019-05-17,0.0,0.9433076043008016
2019-05-20,0.0,0.9433076043008016
2019-05-21,0.0,0.9433076043008016
2019-05-22,0.0,0.9433076043008016
2019-05-23,0.0,0.9433076043008016
2019-05-24,0.0,0.9433076043008016
2019-05-27,0.0,0.9433076043008016
2019-05-28,0.0,0.9433076043008016
2019-05-29,0.0,0.9433076043008016
2019-05-30,0.0,0.9433076043008016
2019-05-31,0.0,0.9433076043008016
2019-06-03,0.0,0.9433076043008016
2019-06-04,0.0,0.9433076043008016
2019-06-05,0.0,0.9433076043008016
2019-06-06,0.0,0.9433076043008016
2019-06-10,0.009165845894530955,0.951953816432962
2019-06-11,0.0,0.951953816432962
2019-06-12,-0.002167702425406315,0.9498902638362055
2019-06-13,-0.0007851306734122376,0.949144475853692
2019-06-14,-0.0032954165630566523,0.94601664942723
2019-06-17,0.0,0.94601664942723
2019-06-18,0.0019079285157990178,0.9478215815690928
2019-06-19,0.012927986704930783,0.9600750063742645
2019-06-20,0.03513970591287463,0.9938117597525573
2019-06-21,-0.0013103250165406033,0.9925095433420213
2019-06-24,0.0036561858862929064,0.9961383427263995
2019-06-25,-0.01335689605649415,0.9828330264247146
2019-06-26,-0.0022797675918102556,0.9805923955429108
2019-06-27,0.011586586169429092,0.9919541138309557
2019-06-28,-0.0022232940930771994,0.9897487081090717
2019-07-01,0.024684823733256867,1.0141804805089627
2019-07-02,-0.0012866060072139751,1.0128756298103407
2019-07-03,-0.011451860888215482,1.001276319000689
2019-07-04,-0.0038651062732202313,0.9974062796188926
2019-07-05,0.0029290564136676966,1.0003277388792429
2019-07-08,-0.021746047212178654,0.9785745646419229
2019-07-09,-0.005508311768568586,0.9731842708510839
2019-07-10,-0.0009614611460901923,0.9722485919866745
2019-07-11,0.0031437262408133826,0.9753050753978968
2019-07-12,0.004850694377472875,0.9800359822434501
2019-07-15,0.022835805327631853,1.002415893148036
2019-07-16,-0.0014183171642290215,1.0009941494810881
2019-07-17,0.003199693724001751,1.0041970241789453
2019-07-18,-0.016602898187241255,0.9875244432265716
2019-07-19,0.011480773237181552,0.9988619874254299
2019-07-22,-0.01687179884270973,0.9820093889019588
2019-07-23,0.012507343505333113,0.9942917176544178
2019-07-24,0.012242674093560613,1.0064645071075875
2019-07-25,0.007954726910815335,1.0144706574070568
2019-07-26,-0.0026958442850610886,1.0117358024829237
2019-07-29,0.0028892227397263603,1.0146589325700526
2019-07-30,0.0,1.0146589325700526
2019-07-31,-0.004412340535866477,1.0101819118317947
2019-08-01,0.0022111020079427224,1.0124155270854334
2019-08-02,-0.010878628335314722,1.0014018348453693
2019-08-05,-0.016297989098016274,0.985080998658326
2019-08-06,-0.015419300393555435,0.9698917388280297
2019-08-07,0.0,0.9698917388280297
2019-08-08,0.0,0.9698917388280297
2019-08-09,-0.01668038251168935,0.9537135736294506
2019-08-12,0.0,0.9537135736294506
2019-08-13,0.0,0.9537135736294506
2019-08-14,0.0,0.9537135736294506
2019-08-15,0.0,0.9537135736294506
2019-08-16,0.00843671034273541,0.9617597788000973
2019-08-19,0.03498160195633537,0.9954036765596955
2019-08-20,-0.006933015175768276,0.9885025277640916
2019-08-21,-0.0010915910814923713,0.9874234872207517
2019-08-22,0.0022512889999231067,0.9896464628557975
2019-08-23,0.001302606359324665,0.9909355826317966
2019-08-26,-0.009138631379153384,0.981879787621638
2019-08-27,0.0170703910156651,0.9986408595267176
2019-08-28,-0.0018016469779218447,0.996841661240122
2019-08-29,-0.0026627686973588194,0.9941873024683486
2019-08-30,-0.006146364468357035,0.9880766649575654
2019-09-02,0.0256937402996662,1.0134640501831453
2019-09-03,0.004925472444819334,1.0184558394361374
2019-09-04,0.005410597819295093,1.023966294380039
2019-09-05,0.011766789041208758,1.0360150897513172
2019-09-06,0.0018857301187529263,1.0379687346095436
2019-09-09,0.024222936345106305,1.063111385196201
2019-09-10,-0.004570599137414089,1.0582523292160482
2019-09-11,-0.01261832523603601,1.0448989571442073
2019-09-12,0.004129406704647565,1.0492137699035178
2019-09-16,0.0022191403426794487,1.0515421225084054
2019-09-17,-0.021221635981020004,1.0292266783658228
2019-09-18,0.0007862398901159473,1.0300358974363255
2019-09-19,0.01565718312548059,1.0461633581083047
2019-09-20,-0.0003236399456354455,1.0458247778559608
2019-09-23,-0.012154209698957863,1.0331136041975335
2019-09-24,0.006099065523988312,1.039414631763258
2019-09-25,-0.01295293675827458,1.0259511597724031
2019-09-26,-0.029305643488067745,0.9958850008479435
2019-09-27,-4.906171404073234e-05,0.9958361410228145
2019-09-30,-0.01094157480037583,0.9849401253968958
2019-10-08,-0.009592645225857455,0.9754919442052519
2019-10-09,0.004990772302942537,0.980360402382135
2019-10-10,0.0060966896212109045,0.9863373554723842
2019-10-11,0.014390505006086407,1.0005312481239996
2019-10-14,0.010195232521335473,1.0107318968434857
2019-10-15,0.0006261088727272934,1.0113647250520479
2019-10-16,-0.0035473994635971673,1.0077770103688972
2019-10-17,0.00233971627270968,1.0101349226393201
2019-10-18,-0.01622792752793345,0.9937425263212946
2019-10-21,0.0,0.9937425263212946
2019-10-22,0.0,0.9937425263212946
2019-10-23,-0.005478277855093694,0.9882985286456838
2019-10-24,0.0,0.9882985286456838
2019-10-25,0.0038046642901399252,0.9920586727656199
2019-10-28,0.004822902142217478,0.9968432746637066
2019-10-29,-0.004386720630825791,0.9924704017050394
2019-10-30,-0.005445909118304781,0.9870654980947463
2019-10-31,0.0007860209251111527,0.987841352230704
2019-11-01,0.011275217145054084,0.9989794779819691
2019-11-04,0.0028983355978295933,1.0018748557645054
2019-11-05,0.005313528089701203,1.0071983459529754
2019-11-06,-0.005995310073745874,1.0011598795632233
2019-11-07,0.007273115202867775,1.008441430703776
2019-11-08,-0.013376437477357728,0.9949520769563897
2019-11-11,-0.01552396740787465,0.9795064733413215
2019-11-12,0.0,0.9795064733413215
2019-11-13,0.004828034838519013,0.9842355647191683
2019-11-14,0.006415054781682805,0.9905494897849223
2019-11-15,-0.01051582294915343,0.9801330467279697
2019-11-18,0.004602325386715567,0.9846439379312848
2019-11-19,0.027689170769757743,1.0119079120760708
2019-11-20,-0.005444287231609279,1.0063987947507906
2019-11-21,-0.003758057747180854,1.002616689963424
2019-11-22,-0.019495479313797248,0.9830701970245741
2019-11-25,-0.010831378294092309,0.9724221918309531
2019-11-26,0.0,0.9724221918309531
2019-11-27,0.0,0.9724221918309531
2019-11-28,0.0,0.9724221918309531
2019-11-29,-0.003488672210960053,0.9690297295529916
2019-12-02,0.0,0.9690297295529916
2019-12-03,0.0,0.9690297295529916
2019-12-04,0.0,0.9690297295529916
2019-12-05,0.0,0.9690297295529916
2019-12-06,0.0,0.9690297295529916
2019-12-09,-0.007256963721621101,0.9619975159604532
2019-12-10,0.0075249087675479664,0.9692364595026635
2019-12-11,-0.009089909837340038,0.9604261874747215
2019-12-12,0.0015867801109206159,0.9619501726470138
2019-12-13,0.02000434634564141,0.9811933570678942
2019-12-16,0.01419597391656846,0.9951223523719404
2019-12-17,0.011954617478864726,1.007018659439215
2019-12-18,-0.005105637926657192,1.0018771867787306
2019-12-19,-0.0011048205390505883,1.0007702922851713
2019-12-20,-0.010461688833036664,0.9903005448939367
2019-12-23,-0.01980153033247889,0.970691078615949
2019-12-24,0.01914334939514828,0.9892733570886475
2019-12-25,0.00820733152649522,0.997392651500603
2019-12-26,0.0051786188336020444,1.0025577678701603
2019-12-27,-0.014525583070004067,0.9879950317304844
2019-12-30,0.012817907493729574,1.0006590606514703
2019-12-31,0.004401424726370173,1.005063386183688
2020-01-02,0.01925540930820957,1.02441629306535
2020-01-03,0.0017843213685988513,1.0262441809474072
2020-01-06,0.013022301926381985,1.0396082425218969
2020-01-07,0.017900331137738146,1.0582175743165607
2020-01-08,-0.016118039687111896,1.041161181456127
2020-01-09,0.02708059358161541,1.0693564442640948
2020-01-10,-0.004676965465504779,1.0643551011039567
2020-01-13,0.01621530783751335,1.081613946716785
2020-01-14,-0.0064670992019106865,1.0746190420251973
2020-01-15,0.0008744082686118482,1.075558697801152
2020-01-16,0.0029738518886226473,1.0787572500659324
2020-01-17,0.0013211667304331431,1.080182468254933
2020-01-20,0.025700040144669867,1.1079432010526533
2020-01-21,-0.007642811976049324,1.0994753994868656
2020-01-22,0.013661379702605059,1.114495750392929
2020-01-23,-0.03317986351465829,1.0775169335072248
2020-02-03,-0.06845698941632117,1.003753368194214
2020-02-04,0.048400623151772404,1.0523356567055042
2020-02-05,0.030237994445185157,1.0841561764474354
2020-02-06,0.03744481263802313,1.1247522013448652
2020-02-07,0.0017645931901550949,1.1267369314199702
2020-02-10,0.013085628117839088,1.141480991891167
2020-02-11,-0.006724734429278123,1.13380483536463
2020-02-12,0.028018419239730585,1.16557225457791
