candle_end_time,big_open,big_close,big_amp,small_open,small_close,small_amp,big_mom,small_mom,pos,trade_time,strategy_amp_adjust,big_net,small_net,strategy_net
2010-06-21,3960.25,4087.017,0.028882864929665075,991.9573,1040.8028,0.04051416137163555,0.015208944134925906,0.06942785455450395,small,2010-06-21,0.04917858417763066,1.0,1.0,1.0491785841776307
2010-06-22,4081.642,4119.722,0.008002168818969979,1037.039,1034.9956,-0.00557953917879539,0.008841673653938065,0.03798541318413551,small,,-0.00557953917879539,1.00800216881897,0.9944204608212046,1.0433246511616585
2010-06-23,4098.259,4094.568,-0.006105751795873471,1026.865,1047.3378,0.011924881613023297,0.010010643847966794,0.04902158454535366,small,,0.011924881613023297,1.0018475577664592,1.0062788070900655,1.05576617411071
2010-06-24,4090.974,4095.295,0.0001775523083265007,1046.7595,1050.6019,0.003116568503495065,0.0015309235553131462,0.022302820026862236,small,,0.003116568503495065,1.0020254381129319,1.0094149439259772,1.059056541715999
2010-06-25,4079.192,4028.433,-0.01632654057888383,1046.2121,1016.2835,-0.032665465387031856,-0.010837142559682267,-0.049730398816758115,small,,-0.032723505459108626,0.9856658291365071,0.9764419350140104,1.0244004991916507
2010-06-28,4023.107,3961.382,-0.016644437179419325,1009.2234,987.8274,-0.02800015940433942,-0.03599989974002982,-0.07433550649488652,big,2010-06-28,-0.015401695420947048,0.9692599761635443,0.9491014051845365,1.0086229947140348
2010-06-29,3960.676,3736.982,-0.05664689747163998,985.5725,913.3092,-0.0754364578265393,-0.11275223587750949,-0.15263550157061923,big,,-0.05664689747163998,0.9143544056704438,0.877504557059224,0.9514876313449304
2010-06-30,3699.181,3664.464,-0.019405498875830873,898.2917,919.3148,0.006575648203259066,-0.13237676408987098,-0.17733081301548548,big,,-0.019405498875830873,0.896610902279095,0.8832747183232021,0.9330235391844994
2010-07-01,3657.956,3606.593,-0.015792486977631692,914.3952,882.1904,-0.04038268501714537,-0.14087725211678437,-0.21387382546507994,big,,-0.015792486977631692,0.8824511862808498,0.8476057135895484,0.9182887770921044
2010-07-02,3600.76,3585.576,-0.005827383350436199,878.951,873.1205,-0.01028111391826525,-0.13501428022434403,-0.18004520492190468,big,,-0.005827383350436199,0.8773088049303441,0.8388913826903618,0.9129375563615855
2010-07-05,3535.741,3563.882,-0.006050352858229746,857.3698,862.2687,-0.01242875410667832,-0.10281334224172178,-0.13797042700354922,big,,-0.006050352858229746,0.8720007770948837,0.8284650079726918,0.9074139620080679
2010-07-06,3556.19,3665.334,0.02846671129964462,859.2588,893.7186,0.036473433397269384,-0.10317622853049058,-0.1413180287370479,big,,0.02846671129964462,0.8968237714695094,0.8586819712629521,0.9332450532938182
2010-07-07,3672.15,3718.662,0.014549288004858552,896.532,908.5493,0.01659437321769963,-0.09735122903924098,-0.1221708575379451,big,,0.014549288004858552,0.9098719188102227,0.8729312603693995,0.9468231043532995
2010-07-08,3729.238,3698.342,-0.0054643309878660284,911.9974,905.5095,-0.003345773311365763,-0.09676869452406212,-0.13541791387649715,big,,-0.0054643309878660284,0.9049000774892789,0.8700106302557987,0.9416493495241542
2010-07-09,3699.313,3807.604,0.029543508956175524,903.4964,932.1471,0.02941725073011381,-0.07024915177050739,-0.11274946295071409,big,,0.029543508956175524,0.9316340010330273,0.8956039511038979,0.9694689755153979
2010-07-12,3809.747,3849.52,0.011008497732432287,931.5356,930.1738,-0.00211694055584144,-0.044412554459761444,-0.08472999906030154,big,,0.011008497732432287,0.9418898918208561,0.8937080107778342,0.9801413725340226
2010-07-13,3816.463,3788.751,-0.015786123984288913,924.9489,931.0802,0.0009744415506005577,-0.04357847841990492,-0.05744647293646643,big,,-0.015786123984288913,0.9270211012090237,0.8945788769976407,0.9646687393050694
2010-07-14,3795.211,3824.046,0.009315734921613972,929.7492,922.3621,-0.009363425406318293,0.02329794470511226,0.00991219622007522,big,,0.009315734921613972,0.9356569840546296,0.8862025544128053,0.9736553375676029
2010-07-15,3817.178,3735.395,-0.0231825140178753,920.0461,892.5576,-0.032313231430476264,0.019356446126909788,-0.029105590381009905,big,,-0.0231825140178753,0.9139661029058602,0.8575664861777851,0.9510835590558628
2010-07-16,3713.659,3757.432,0.005899509958116722,885.0674,892.2982,-0.00029062550136826903,0.04182312781065112,0.0114576173125438,big,,0.005899509958116722,0.9193580550313346,0.8573172554877831,0.956694485983514
2010-07-19,3718.13,3842.313,0.022590162642996736,881.6563,908.0493,0.01765228261135121,0.07160272157109482,0.04000455836279193,big,,0.022590162642996736,0.9401265030216415,0.8724508619692415,0.9783063700215398
2010-07-20,3849.042,3951.358,0.0283800408764201,909.5439,937.017,0.03190102123309835,0.10872301608190171,0.08668794309708816,big,,0.0283800408764201,0.9668073316064015,0.9002829354417572,1.0060707447924133
2010-07-21,3953.773,3959.427,0.00204208274724782,940.0972,941.2507,0.004518274481679629,0.08023634408214919,0.053184637759581266,big,,0.00204208274724782,0.9687816321781877,0.9043506608552553,1.0081252245028647
2010-07-22,3947.994,4017.864,0.014758953757702864,938.2185,950.2093,0.009517761846020267,0.08045958465706216,0.04585331803128345,big,,0.014758953757702864,0.9830798354888175,0.9129580550705667,1.0230040980732762
2010-07-23,4020.914,4015.467,-0.0005965856484938525,951.8402,960.5887,0.01092327763998946,0.08574788378143494,0.060826750023053267,big,,-0.0005965856484938525,0.9824933441676411,0.9229305493797673,1.0223937885100152
2010-07-26,4023.064,4071.094,0.013853183203846431,962.7602,966.1547,0.005794363394031166,0.06920099884336728,0.036483082981216164,big,,0.013853183203846431,0.9961040044609554,0.9282783443703265,1.036557196968719
2010-07-27,4062.251,4068.864,-0.0005477643110181063,963.5442,957.9673,-0.008474212256070368,0.056979571479041535,0.02987989986387496,big,,-0.0005477643110181063,0.9955583742372494,0.9204119166474188,1.0359894079298906
2010-07-28,4061.019,4162.321,0.022968818815276126,955.1884,972.5341,0.015205947008838372,0.09859977602117409,0.044522373045845054,big,,0.022968818815276126,1.0184251741551356,0.9344076514782628,1.0597848609351774
2010-07-29,4170.762,4194.04,0.007620507884903649,974.2959,975.3624,0.002908175661912482,0.0967545892491879,0.05746148936518525,big,,0.007620507884903649,1.0261860912249692,0.9371250730685967,1.0678609598242355
2010-07-30,4181.218,4191.13,-0.0006938417373224537,971.6632,968.431,-0.007106486778657772,0.12200450019342002,0.08500672673673959,big,,-0.0006938417373224537,1.0254740804846176,0.930465406126886,1.067120033320652
2010-08-02,4192.66,4267.895,0.018316062732485205,968.4501,994.2289,0.02663886224212142,0.13585422171312755,0.11423389624679281,big,,0.018316062732485205,1.0442567280733113,0.9552519459017597,1.0866654707940449
2010-08-03,4277.27,4193.641,-0.017398272450470542,995.1951,975.6455,-0.018691269183585324,0.09143659040791308,0.07444111239334683,big,,-0.017398272450470542,1.026088465010055,0.9373970746427662,1.0677593688706513
2010-08-04,4178.191,4248.014,0.012965582890857918,971.407,978.0141,0.0024277260541867296,0.07507697353669296,0.0437527814329941,big,,0.012965582890857918,1.039392300056496,0.9396728179439948,1.081603491475234
2010-08-05,4247.05,4267.955,0.004694193569041882,980.2707,987.3519,0.009547715109628818,0.07792238624427217,0.04897866211414237,big,,0.004694193569041882,1.044271408707133,0.9486445463059862,1.0866807476291702
2010-08-06,4260.63,4356.012,0.02063212943904036,987.9679,1011.3909,0.024346942564246854,0.0841611363649939,0.0643874986279338,big,,0.02063212943904036,1.0658169515810676,0.971741140588784,1.1091012854731683
2010-08-09,4357.182,4413.568,0.01321300308630935,1013.2451,1032.3394,0.020712565240600833,0.09914189308491395,0.07469450764931973,big,,0.01321300308630935,1.079899594251749,0.9918683923602052,1.123755844181155
2010-08-10,4412.268,4246.46,-0.03786233722919874,1031.9788,993.9927,-0.03714543879658183,0.043075890657400695,0.028813191096622504,big,,-0.03786233722919874,1.0390120716405145,0.9550250056975251,1.0812078214454852
2010-08-11,4230.353,4297.904000000001,0.012114561305181626,991.2786,1004.6375,0.010709132974517921,0.05629089593557346,0.04871794684432351,big,,0.012114561305181626,1.051599247079227,0.9652524954775296,1.0943061798820284
2010-08-12,4248.984,4241.592,-0.013102200514483742,994.0526,991.7774,-0.012800736584091421,0.019044903072108044,0.01978676120456857,big,,-0.013161414382452774,1.0378209828831149,0.9528965525457849,1.0799035627873221
2010-08-13,4240.495,4323.052,0.01920505319700716,992.6261,1007.2062,0.01555671665839542,0.030760793888470195,0.03264817261768549,small,2010-08-13,0.014627533220942679,1.0577523900683554,0.9677204942185014,1.095699888027408
