,银行,证券,房地产,酒,消费,农业,食品饮料,半导体,5G,计算机,软件,医药,医疗,生物科技,煤炭,钢铁,有色金属,光伏,新能车,环保,军工,高端装备,机械设备,传媒,电子,通信,物流,公用事业,基建,现金,总资产,收益率,峰值,回撤
2023-07-12,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,1038854.8057259715,0.00994035785288272,1053169.7341513294,-0.01359223300970877
2023-07-13,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,1043967.2801635992,0.004921259842519676,1053169.7341513294,-0.008737864077670035
2023-07-14,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,1027607.3619631901,-0.015670910871694477,1053169.7341513294,-0.024271844660194344
2023-07-17,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,1022494.8875255624,-0.004975124378109319,1053169.7341513294,-0.02912621359223308
2023-07-18,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,1014314.9284253579,-0.008000000000000007,1053169.7341513294,-0.036893203883495235
2023-07-19,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,1001022.4948875256,-0.013104838709677491,1053169.7341513294,-0.049514563106796236
2023-07-20,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,997955.0102249489,-0.003064351378958108,1053169.7341513294,-0.052427184466019544
2023-07-21,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,984662.5766871166,-0.013319672131147486,1053169.7341513294,-0.06504854368932043
2023-07-24,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,976482.6175869121,-0.00830737279335414,1053169.7341513294,-0.07281553398058259
2023-07-25,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,989775.0511247444,0.013612565445026092,1053169.7341513294,-0.0601941747572817
2023-07-26,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,992842.535787321,0.0030991735537189147,1053169.7341513294,-0.05728155339805839
2023-07-27,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,980572.5971370144,-0.012358393408856805,1053169.7341513294,-0.06893203883495151
2023-07-28,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,990797.5460122699,0.010427528675703845,1053169.7341513294,-0.05922330097087393
2023-07-31,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,997955.0102249489,0.007223942208462342,1053169.7341513294,-0.052427184466019544
2023-08-01,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,981595.09202454,-0.016393442622950727,1053169.7341513294,-0.06796116504854374
2023-08-02,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,977505.1124744377,-0.004166666666666652,1053169.7341513294,-0.07184466019417482
2023-08-03,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,993865.0306748466,0.01673640167363999,1053169.7341513294,-0.05631067961165062
2023-08-04,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,997955.0102249489,0.004115226337448652,1053169.7341513294,-0.052427184466019544
2023-08-07,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,988752.5562372188,-0.009221311475409832,1053169.7341513294,-0.06116504854368947
2023-08-08,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,980572.5971370144,-0.00827300930713537,1053169.7341513294,-0.06893203883495151
2023-08-09,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,975460.1226993866,-0.005213764337851923,1053169.7341513294,-0.07378640776699036
2023-08-10,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,986707.5664621677,0.011530398322850965,1053169.7341513294,-0.063106796116505
2023-08-11,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,966257.6687116565,-0.020725388601036232,1053169.7341513294,-0.08252427184466028
2023-08-14,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,958077.7096114521,-0.008465608465608399,1053169.7341513294,-0.09029126213592233
2023-08-15,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,933537.8323108385,-0.025613660618996836,1053169.7341513294,-0.11359223300970879
2023-08-16,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,922290.3885480573,-0.012048192771084376,1053169.7341513294,-0.12427184466019425
2023-08-17,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,925357.873210634,0.003325942350332678,1053169.7341513294,-0.12135922330097094
2023-08-18,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,916155.4192229039,-0.009944751381215533,1053169.7341513294,-0.13009708737864087
2023-08-21,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,893660.5316973416,-0.024553571428571397,1053169.7341513294,-0.15145631067961168
2023-08-22,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,883435.5828220859,-0.011441647597254079,1053169.7341513294,-0.16116504854368938
2023-08-23,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,856850.7157464213,-0.03009259259259267,1053169.7341513294,-0.18640776699029138
2023-08-24,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,876278.118609407,0.022673031026253065,1053169.7341513294,-0.16796116504854378
2023-08-25,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,870143.1492842536,-0.007001166861143493,1053169.7341513294,-0.1737864077669904
2023-08-28,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,885480.5725971371,0.01762632197414815,1053169.7341513294,-0.15922330097087384
2023-08-29,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,899795.501022495,0.01616628175519641,1053169.7341513294,-0.14563106796116507
2023-08-30,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,901840.4907975461,0.002272727272727204,1053169.7341513294,-0.14368932038834953
2023-08-31,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,889570.5521472393,-0.013605442176870763,1053169.7341513294,-0.15533980582524276
2023-09-01,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,889570.5521472393,0.0,1053169.7341513294,-0.15533980582524276
2023-09-04,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,894683.0265848672,0.005747126436781658,1053169.7341513294,-0.15048543689320393
2023-09-05,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,901840.4907975461,0.008000000000000007,1053169.7341513294,-0.14368932038834953
2023-09-06,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,892638.036809816,-0.010204081632653073,1053169.7341513294,-0.15242718446601947
2023-09-07,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,871165.6441717792,-0.02405498281786944,1053169.7341513294,-0.1728155339805826
2023-09-08,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,855828.2208588957,-0.01760563380281699,1053169.7341513294,-0.18737864077669916
2023-09-11,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,865030.6748466258,0.010752688172043001,1053169.7341513294,-0.17864077669902922
2023-09-12,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,865030.6748466258,0.0,1053169.7341513294,-0.17864077669902922
2023-09-13,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,854805.7259713701,-0.011820330969267157,1053169.7341513294,-0.18834951456310692
2023-09-14,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,844580.7770961145,-0.011961722488038284,1053169.7341513294,-0.1980582524271846
2023-09-15,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,841513.2924335378,-0.003631961259079941,1053169.7341513294,-0.20097087378640793
2023-09-18,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,845603.27198364,0.004860267314702238,1053169.7341513294,-0.19708737864077686
2023-09-19,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,834355.8282208589,-0.013301088270858408,1053169.7341513294,-0.2077669902912622
2023-09-20,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,825153.374233129,-0.011029411764705732,1053169.7341513294,-0.21650485436893202
2023-09-21,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,816973.4151329244,-0.009913258983890949,1053169.7341513294,-0.22427184466019418
2023-09-22,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,830265.8486707568,0.016270337922402955,1053169.7341513294,-0.21165048543689316
2023-09-25,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,830265.8486707568,0.0,1053169.7341513294,-0.21165048543689316
2023-09-26,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,826175.8691206545,-0.0049261083743842304,1053169.7341513294,-0.21553398058252424
2023-09-27,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,854805.7259713701,0.03465346534653446,1053169.7341513294,-0.18834951456310692
2023-09-28,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,854805.7259713701,0.0,1053169.7341513294,-0.18834951456310692
2023-10-09,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,850715.7464212679,-0.004784688995215336,1053169.7341513294,-0.192233009708738
2023-10-10,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,840490.7975460123,-0.012019230769230616,1053169.7341513294,-0.20194174757281558
2023-10-11,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,840490.7975460123,0.0,1053169.7341513294,-0.20194174757281558
2023-10-12,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,851738.2413087934,0.01338199513381988,1053169.7341513294,-0.19126213592233024
2023-10-13,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,837423.3128834356,-0.01680672268907557,1053169.7341513294,-0.2048543689320389
2023-10-16,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,819018.4049079756,-0.0219780219780219,1053169.7341513294,-0.22233009708737864
2023-10-17,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,822085.8895705523,0.0037453183520599342,1053169.7341513294,-0.21941747572815531
2023-10-18,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,806748.4662576688,-0.018656716417910446,1053169.7341513294,-0.23398058252427187
2023-10-19,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,802658.4867075665,-0.005069708491761693,1053169.7341513294,-0.23786407766990295
2023-10-20,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,804703.4764826177,0.002547770700636942,1053169.7341513294,-0.2359223300970874
2023-10-23,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,778118.609406953,-0.03303684879288449,1053169.7341513294,-0.2611650485436894
2023-10-24,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,781186.0940695297,0.003942181340341744,1053169.7341513294,-0.2582524271844661
2023-10-25,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,780163.5991820041,-0.0013089005235602524,1053169.7341513294,-0.25922330097087387
2023-10-26,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,764826.1758691208,-0.019659239842725995,1053169.7341513294,-0.2737864077669903
2023-10-27,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,787321.0633946831,0.02941176470588225,1053169.7341513294,-0.25242718446601947
2023-10-30,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,796523.5173824131,0.011688311688311748,1053169.7341513294,-0.24368932038834956
2023-10-31,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,781186.0940695297,-0.019255455712451908,1053169.7341513294,-0.2582524271844661
2023-11-01,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,770961.145194274,-0.01308900523560208,1053169.7341513294,-0.2679611650485438
2023-11-02,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,753578.7321063395,-0.022546419098143144,1053169.7341513294,-0.28446601941747574
2023-11-03,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,767893.6605316973,0.01899592944369055,1053169.7341513294,-0.2708737864077671
2023-11-06,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,791411.0429447853,0.030625832223701854,1053169.7341513294,-0.2485436893203884
2023-11-07,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,793456.0327198365,0.0025839793281654533,1053169.7341513294,-0.24660194174757286
2023-11-08,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,793456.0327198365,0.0,1053169.7341513294,-0.24660194174757286
2023-11-09,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,811860.9406952966,0.023195876288659933,1053169.7341513294,-0.229126213592233
2023-11-10,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,798568.5071574643,-0.016372795969773368,1053169.7341513294,-0.24174757281553402
2023-11-13,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,804703.4764826177,0.007682458386683688,1053169.7341513294,-0.2359223300970874
2023-11-14,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,802658.4867075665,-0.0025412960609910717,1053169.7341513294,-0.23786407766990295
2023-11-15,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,815950.9202453989,0.016560509554140124,1053169.7341513294,-0.22524271844660193
2023-11-16,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,793456.0327198365,-0.027568922305764465,1053169.7341513294,-0.24660194174757286
2023-11-17,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,793456.0327198365,0.0,1053169.7341513294,-0.24660194174757286
2023-11-20,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,795501.0224948876,0.002577319587628857,1053169.7341513294,-0.24466019417475732
2023-11-21,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,787321.0633946831,-0.010282776349614386,1053169.7341513294,-0.25242718446601947
2023-11-22,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,771983.6400817996,-0.019480519480519543,1053169.7341513294,-0.266990291262136
2023-11-23,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,774028.6298568507,0.0026490066225166586,1053169.7341513294,-0.26504854368932046
2023-11-24,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,762781.1860940696,-0.014531043593130621,1053169.7341513294,-0.2757281553398058
2023-11-27,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,751533.7423312884,-0.014745308310991967,1053169.7341513294,-0.2864077669902913
2023-11-28,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,751533.7423312884,0.0,1053169.7341513294,-0.2864077669902913
2023-11-29,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,741308.7934560328,-0.013605442176870763,1053169.7341513294,-0.29611650485436897
2023-11-30,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,737218.8139059305,-0.0055172413793103114,1053169.7341513294,-0.30000000000000004
2023-12-01,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,732106.3394683027,-0.006934812760055475,1053169.7341513294,-0.30485436893203893
2023-12-04,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,723926.3803680982,-0.011173184357541888,1053169.7341513294,-0.3126213592233011
2023-12-05,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,710633.9468302658,-0.01836158192090398,1053169.7341513294,-0.3252427184466021
2023-12-06,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,718813.9059304703,0.011510791366906581,1053169.7341513294,-0.3174757281553399
2023-12-07,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,709611.4519427402,-0.012802275960170695,1053169.7341513294,-0.32621359223300983
2023-12-08,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,709611.4519427402,0.0,1053169.7341513294,-0.32621359223300983
2023-12-11,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,709611.4519427402,0.0,1053169.7341513294,-0.32621359223300983
2023-12-12,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,705521.472392638,-0.0057636887608069065,1053169.7341513294,-0.3300970873786409
2023-12-13,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,686094.0695296525,-0.027536231884057738,1053169.7341513294,-0.3485436893203883
2023-12-14,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,686094.0695296525,0.0,1053169.7341513294,-0.3485436893203883
2023-12-15,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,690184.0490797547,0.005961251862891315,1053169.7341513294,-0.34466019417475724
2023-12-18,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,673824.1308793457,-0.023703703703703782,1053169.7341513294,-0.36019417475728155
2023-12-19,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,680981.5950920247,0.01062215477996964,1053169.7341513294,-0.35339805825242715
2023-12-20,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,675869.1206543968,-0.007507507507507505,1053169.7341513294,-0.358252427184466
2023-12-21,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,697341.5132924336,0.03177004538577899,1053169.7341513294,-0.33786407766990295
2023-12-22,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,705521.472392638,0.011730205278592143,1053169.7341513294,-0.3300970873786409
2023-12-25,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,707566.4621676891,0.0028985507246377384,1053169.7341513294,-0.3281553398058254
2023-12-26,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,707566.4621676891,0.0,1053169.7341513294,-0.3281553398058254
2023-12-27,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,703476.4826175869,-0.005780346820809301,1053169.7341513294,-0.3320388349514565
2023-12-28,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,761758.691206544,0.08284883720930258,1053169.7341513294,-0.2766990291262136
2023-12-29,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,752556.237218814,-0.012080536912751683,1053169.7341513294,-0.28543689320388355
2024-01-02,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,740286.2985685072,-0.01630434782608703,1053169.7341513294,-0.2970873786407768
2024-01-03,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,741308.7934560328,0.0013812154696133394,1053169.7341513294,-0.29611650485436897
2024-01-04,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,728016.3599182004,-0.01793103448275868,1053169.7341513294,-0.30873786407767
2024-01-05,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,716768.9161554192,-0.015449438202247201,1053169.7341513294,-0.31941747572815543
2024-01-08,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,712678.9366053169,-0.005706134094151216,1053169.7341513294,-0.3233009708737865
2024-01-09,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,724948.8752556237,0.017216642754662947,1053169.7341513294,-0.3116504854368933
2024-01-10,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,734151.3292433538,0.012693935119887145,1053169.7341513294,-0.30291262135922337
2024-01-11,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,745398.773006135,0.01532033426183843,1053169.7341513294,-0.2922330097087379
2024-01-12,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,746421.2678936606,0.00137174211248281,1053169.7341513294,-0.29126213592233013
2024-01-15,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,738241.3087934561,-0.010958904109589107,1053169.7341513294,-0.2990291262135923
2024-01-16,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,750511.2474437628,0.016620498614958512,1053169.7341513294,-0.28737864077669906
2024-01-17,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,724948.8752556237,-0.03405994550408731,1053169.7341513294,-0.3116504854368933
2024-01-18,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,759713.7014314929,0.04795486600846277,1053169.7341513294,-0.27864077669902915
2024-01-19,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,744376.2781186095,-0.020188425302826385,1053169.7341513294,-0.2932038834951457
2024-01-22,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,719836.4008179959,-0.03296703296703307,1053169.7341513294,-0.31650485436893216
2024-01-23,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,733128.8343558282,0.01846590909090917,1053169.7341513294,-0.3038834951456311
2024-01-24,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,723926.3803680982,-0.012552301255230103,1053169.7341513294,-0.3126213592233011
2024-01-25,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,729038.854805726,0.007062146892655274,1053169.7341513294,-0.3077669902912622
2024-01-26,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,719836.4008179959,-0.012622720897615736,1053169.7341513294,-0.31650485436893216
2024-01-29,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,677914.110429448,-0.05823863636363624,1053169.7341513294,-0.35631067961165047
2024-01-30,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,660531.6973415134,-0.02564102564102566,1053169.7341513294,-0.37281553398058254
2024-01-31,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,646216.7689161554,-0.021671826625387025,1053169.7341513294,-0.38640776699029133
2024-02-01,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,655419.2229038855,0.014240506329114,1053169.7341513294,-0.37766990291262137
2024-02-02,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,631901.8404907975,-0.03588143525741039,1053169.7341513294,-0.4000000000000001
2024-02-05,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,612474.4376278119,-0.0307443365695792,1053169.7341513294,-0.4184466019417476
2024-02-06,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,648261.7586912066,0.058430717863105164,1053169.7341513294,-0.38446601941747577
2024-02-07,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,663599.18200409,0.023659305993690927,1053169.7341513294,-0.3699029126213592
2024-02-08,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,677914.110429448,0.02157164869029282,1053169.7341513294,-0.35631067961165047
2024-02-19,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,676891.6155419224,-0.0015082956259426794,1053169.7341513294,-0.3572815533980582
2024-02-20,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,672801.6359918201,-0.006042296072507614,1053169.7341513294,-0.3611650485436893
2024-02-21,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,683026.5848670758,0.015197568389057725,1053169.7341513294,-0.35145631067961164
2024-02-22,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,690184.0490797547,0.010479041916167775,1053169.7341513294,-0.34466019417475724
2024-02-23,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,699386.5030674847,0.013333333333333197,1053169.7341513294,-0.33592233009708744
2024-02-26,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,694274.0286298569,-0.007309941520467822,1053169.7341513294,-0.3407766990291263
2024-02-27,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,705521.472392638,0.016200294550809957,1053169.7341513294,-0.3300970873786409
2024-02-28,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,693251.5337423313,-0.017391304347825987,1053169.7341513294,-0.34174757281553403
2024-02-29,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,713701.4314928425,0.029498525073746285,1053169.7341513294,-0.32233009708737875
2024-03-01,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,726993.8650306748,0.018624641833810962,1053169.7341513294,-0.30970873786407777
2024-03-04,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,730061.3496932515,0.00421940928270037,1053169.7341513294,-0.30679611650485444
2024-03-05,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,721881.390593047,-0.011204481792717158,1053169.7341513294,-0.3145631067961166
2024-03-06,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,743353.7832310839,0.029745042492917984,1053169.7341513294,-0.29417475728155346
2024-03-07,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,723926.3803680982,-0.02613480055020634,1053169.7341513294,-0.3126213592233011
2024-03-08,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,747443.7627811861,0.03248587570621475,1053169.7341513294,-0.2902912621359224
2024-03-11,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,776073.6196319018,0.03830369357045127,1053169.7341513294,-0.26310679611650495
2024-03-12,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,771983.6400817996,-0.005270092226614009,1053169.7341513294,-0.266990291262136
2024-03-13,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,764826.1758691208,-0.009271523178807861,1053169.7341513294,-0.2737864077669903
2024-03-14,,,,,,,,,,,,,,,,,,,,,,,1022494.8875255624,,,,,,,0.0,754601.2269938651,-0.013368983957219305,1053169.7341513294,-0.283495145631068
