candle_end_time,big_open,big_close,big_amp,small_open,small_close,small_amp,big_mom,small_mom,style,pos,strategy_amp,trade_time,strategy_amp_adjust,big_net,small_net,strategy_net
2020-02-10,2826.797,2850.0642,-0.0005773026399420456,5586.9484,5661.5621,0.01396351150437014,-0.07413722984785698,-0.007795541282035079,empty,empty,0.0,2020-02-10,0.0,1.0,1.0,1.0
2020-02-11,2858.9245,2879.8575,0.010453553993625908,5656.5222,5623.2586,-0.0067655356107459985,-0.05789594397265485,-0.024541429791011704,empty,empty,0.0,,0.0,1.010453553993626,0.993234464389254,1.0
2020-02-12,2876.6708,2895.5859,0.005461520231469841,5605.9308,5754.2577,0.02329594089804088,-0.058044377919796775,-0.01676301268433389,empty,empty,0.0,,0.0,1.0159721665217227,1.0163727957695634,1.0
2020-02-13,2898.3985,2875.4794,-0.006943845112659219,5758.9153,5707.5326,-0.008120091667079943,-0.05344996177398331,-0.01125021918677438,empty,empty,0.0,,0.0,1.008917413158623,1.0081197554999881,1.0
2020-02-14,2870.7125,2895.0644,0.006811038187232388,5696.1042,5727.8291,0.00355609006946378,-0.05622775420192605,-0.023251835920988895,empty,empty,0.0,,0.0,1.0157891881874102,1.0117047201513518,1.0
2020-02-17,2901.686,2950.0699,0.018999750057373532,5766.5457,5936.4827,0.03642804217046214,-0.03840145690135954,0.014455134926600222,small,empty,0.0,,0.0,1.035088928873953,1.0485591423610807,1.0
2020-02-18,2940.646,2924.3981,-0.00870209888925011,5948.6491,6072.1933,0.022860438892545076,-0.05363217269547771,0.02454494998938861,small,small,0.022860438892545076,2020-02-18,0.020666379764417764,1.026081482655724,1.0725296645602456,1.0206663797644178
2020-02-19,2917.1249,2923.7633,-0.00021707030927142767,6058.6942,6018.0505,-0.008916514564844213,-0.05091158168586285,0.017574469450034824,small,small,-0.008916514564844213,,-0.008916514564844213,1.0258587508309462,1.0629664381849666,1.0115655931234016
2020-02-20,2931.3718,2978.1829,0.0186128610342704,6032.3978,6134.388,0.019331426348117242,-0.02610356324140184,0.03735001736698873,small,small,0.019331426348117242,,0.019331426348117242,1.0449529172009528,1.0835150955952597,1.0311205988831562
2020-02-21,2965.6019,2968.1381,-0.0033727948676354202,6141.7923,6243.4783,0.017783403984227952,-0.024631188575860552,0.05783444212479294,small,small,0.017783403984227952,,0.017783403984227952,1.0414285053648968,1.1027836822632395,1.0494574330495545
2020-02-24,2949.978,2930.0332,-0.012837980820366912,6254.3208,6380.4145,0.021932678135519357,-0.04033171524612977,0.08521300964768241,small,small,0.021932678135519357,,0.021932678135519357,1.0280586661872388,1.1269706818194223,1.0724748451455588
2020-02-25,2891.9788,2909.324,-0.007067906261266854,6233.5245,6407.1434,0.004189210591255543,-0.05109819971398477,0.07595075006547591,small,small,0.004189210591255543,,0.004189210591255543,1.0207924439035445,1.1316917993357345,1.0769676681256977
2020-02-26,2877.4634,2901.6734,-0.002629683046645903,6315.331,6221.835,-0.028922155854978926,-0.03666493443820129,0.054216191248360524,small,small,-0.028922155854978926,,-0.028922155854978926,1.0181080833196672,1.098960832735545,1.045819441377393
2020-02-27,2904.8654,2912.0364,0.003571387462145026,6254.3937,6232.089,0.0016480668484457617,-0.03507169026188428,0.052791182898401345,small,small,0.0016480668484457617,,0.0016480668484457617,1.0217441417635436,1.1007719936517166,1.0475430217281871
2020-02-28,2860.2818,2821.0419,-0.031247720667227807,5999.2136,5870.9664,-0.05794567439585663,-0.038005646526307335,0.03017333735064054,small,small,-0.05794567439585663,,-0.05794567439585663,0.9898169662283398,1.0369870181234964,0.9868424348754739
2020-03-02,2837.7737,2907.8863,0.03078451262989046,5946.8329,6113.4111,0.041295535263155214,0.06629520642327913,0.17561926527525373,small,small,0.041295535263155214,,0.041295535263155214,1.020287999126476,1.0798099520978495,1.027594621444052
2020-03-03,2941.6796,2921.4435,0.004662218051648015,6225.9628,6195.8915,0.013491714960899515,0.04536611708770644,0.18875146294200018,small,small,0.013491714960899515,,0.013491714960899515,1.0250448042538831,1.0943784401834964,1.0414586351719284
2020-03-04,2921.0678,2947.5666,0.00894184672748266,6146.7657,6226.533,0.00494545458066864,0.0478749097061526,0.1641989979396976,small,small,0.00494545458066864,,0.00494545458066864,1.0342105977823237,1.0997906390534866,1.0466091215498163
2020-03-05,2966.6862,3018.0701,0.023919222045737598,6312.4329,6315.8349,0.014342154775378146,0.05715891881985691,0.1450772059842691,small,small,0.014342154775378146,,0.014342154775378146,1.058948110712734,1.1155640066193038,1.0616197515604064
2020-03-06,2989.7649,2964.8348,-0.01763885471049853,6236.2564,6296.7385,-0.003023574919603922,0.039668928525528724,0.1277211073044242,small,small,-0.003023574919603922,,-0.003023574919603922,1.0402694788419153,1.1121910152676768,1.0584098647054323
2020-03-09,2908.6266,2868.8297,-0.032381264548028255,6198.1974,6049.6211,-0.03924530135720261,0.0065842376462958985,0.06854274370672364,small,small,-0.03924530135720261,,-0.03924530135720261,1.006584237646296,1.0685427437067236,1.0168722506056316
2020-03-10,2859.8694,2924.2165,0.01930640916050197,5965.3638,6206.408,0.02591681320339223,0.015403192692694079,0.10370310908340596,small,small,0.02591681320339223,,0.02591681320339223,1.0260177647928073,1.096235966395211,1.0432263387762908
2020-03-11,2927.8282,2888.3612,-0.01226150662921166,6219.9277,6122.9093,-0.013453627283285252,-0.0024950736222331127,0.06406588290267234,small,small,-0.013453627283285252,,-0.013453627283285252,1.0134372411681112,1.0814876162887979,1.0291911604422883
2020-03-12,2858.511,2841.9824,-0.01605713302062084,6026.0591,5999.6395,-0.020132553653865126,-0.011649187958015061,0.05117919081180555,small,small,-0.020132553653865126,,-0.020132553653865126,0.9971643445786239,1.0597145088278728,1.0084709141846002
2020-03-13,2720.6127,2798.7695,-0.01520519620388927,5681.5876,5945.4645,-0.009029709201694547,-0.033261747130737485,0.03799614063205903,small,small,-0.009029709201694547,,-0.009029709201694547,0.9820022650717833,1.0501455949763405,0.9993647150911462
2020-03-16,2799.9951,2694.0229,-0.03742594736722693,5999.5444,5657.7747,-0.048388111643758,-0.08679353665484335,-0.04694833861808434,empty,small,-0.048388111643758,,-0.04848327283259357,0.9452498999847092,0.9993310326844247,0.950912242950115
2020-03-17,2696.6972,2685.5907,-0.0031299659702223037,5707.4161,5642.9188,-0.002625749660904564,-0.0816603594428541,-0.07069513086811641,empty,empty,0.0,2020-03-17,0.0,0.942291299964401,0.9967070395642221,0.950912242950115
2020-03-18,2695.4241,2625.747,-0.022283254108677264,5702.1729,5556.1082,-0.01538398886760528,-0.10192901046401404,-0.07675945889786084,empty,empty,0.0,,0.0,0.9212939834828984,0.9813737095633023,0.950912242950115
2020-03-19,2611.7496,2569.7891,-0.02131123067073859,5552.5087,5617.1948,0.010994494311683978,-0.13712851551192506,-0.08431048052389245,empty,empty,0.0,,0.0,0.9016600748853307,0.9921634172307322,0.950912242950115
2020-03-20,2597.9793,2628.4161,0.022813934419754434,5676.9674,5670.471,0.009484485031567624,-0.11445626468660608,-0.09177693466156522,empty,empty,0.0,,0.0,0.9222304887026755,1.001573576310326,0.950912242950115
2020-03-23,2548.8455,2559.6192,-0.026174280396471405,5514.9258,5416.5708,-0.044775857243604444,-0.126419727940284,-0.15106286590001317,empty,empty,0.0,,0.0,0.8980917693011969,0.9567272608384885,0.950912242950115
2020-03-24,2608.2448,2639.3834,0.031162526050749983,5522.1784,5517.2552,0.0185882182136341,-0.09278464688016874,-0.13889000829917442,empty,empty,0.0,,0.0,0.9260785774580097,0.9745111159338867,0.950912242950115
2020-03-25,2700.0961,2700.1865,0.023036857775190933,5632.408,5646.6252,0.02344825376212456,-0.06943817315897793,-0.09245018551600925,empty,empty,0.0,,0.0,0.9474125179355609,0.9973616998743157,0.950912242950115
2020-03-26,2676.6159,2689.2803,-0.004039054339394665,5606.6345,5595.4333,-0.009065928441646998,-0.07649495727457256,-0.10215767136830045,empty,empty,0.0,,0.0,0.9435858672937965,0.9883196900728157,0.950912242950115
2020-03-27,2722.4681,2701.4447,0.004523291975180088,5659.5895,5553.6122,-0.007474148606149922,-0.04239469112458061,-0.05405484861913035,empty,empty,0.0,,0.0,0.9478539816752198,0.9809328418388273,0.950912242950115
2020-03-30,2667.1202,2690.042,-0.0042209636939819495,5472.148,5415.4107,-0.024884974863747078,-0.07491499925564493,-0.11417527605823852,empty,empty,0.0,,0.0,0.9438531244313725,0.9565223527266442,0.950912242950115
2020-03-31,2713.4987,2689.379,-0.00024646455334154105,5465.3722,5427.1324,0.002164508039990354,-0.07943487525943937,-0.12407562333846545,empty,empty,0.0,,0.0,0.9436204980926395,0.9585927530495515,0.950912242950115
2020-04-01,2684.5001,2682.0795,-0.002714195358854199,5413.5463,5403.303,-0.004390790244955256,-0.09006992411978076,-0.13221322363504706,empty,empty,0.0,,0.0,0.9410593277161967,0.9543837733405768,0.950912242950115
2020-04-02,2667.9405,2719.8864,0.014096114600629761,5376.6593,5538.604,0.025040424347848145,-0.09879946128487871,-0.12306067405276844,empty,empty,0.0,,0.0,0.954324607845676,0.9782819480157252,0.950912242950115
2020-04-03,2707.8191,2708.8246,-0.004067008092690894,5525.7749,5507.1187,-0.005684699610226773,-0.08634889201921137,-0.12540139629428793,empty,empty,0.0,,0.0,0.9504433619425134,0.9727207090071484,0.950912242950115
2020-04-07,2756.2704,2757.4064,0.017934642206069773,5605.2711,5695.1689,0.03414674900688075,-0.038839286974754916,-0.05859080992692267,empty,empty,0.0,,0.0,0.9674892235760865,1.0059359589114105,0.950912242950115
2020-04-08,2742.357,2743.8865,-0.0049031220062446534,5673.3431,5718.1282,0.004031364197118137,-0.0616678005886363,-0.0786734935892065,empty,empty,0.0,,0.0,0.962745505873166,1.0099912531207598,0.950912242950115
2020-04-09,2754.7165,2752.588,0.0031712317546663815,5750.8866,5789.2646,0.012440504569309896,-0.04700700175587447,-0.05449120404249652,empty,empty,0.0,,0.0,0.9657985949930533,1.0225560539201717,0.950912242950115
2020-04-10,2755.1967,2749.8466,-0.000995935461464037,5787.5438,5637.5316,-0.026209373812349224,-0.03241955333713542,-0.060354942992824845,empty,empty,0.0,,0.0,0.9648367219236675,0.9957555000588972,0.950912242950115
2020-04-13,2740.0926,2739.1666,-0.0038838530120188786,5590.3193,5578.856,-0.010408030351439668,-0.02129610887927713,-0.06166187688110836,empty,empty,0.0,,0.0,0.9610894379151179,0.9853916465916712,0.950912242950115
2020-04-14,2756.4996,2785.72,0.016995461320242322,5605.9055,5692.0009,0.020281021772205587,0.034037238510481904,0.006049410203626593,big,empty,0.0,,0.0,0.9774235962824978,1.0053763960303463,0.950912242950115
2020-04-15,2783.276,2764.4883,-0.00762162026334301,5689.7349,5657.9482,-0.005982553516462041,0.02937811781966615,0.002663408872727313,big,big,-0.00762162026334301,2020-04-15,-0.006849525949952917,0.9699740447952016,0.9993616779369071,0.9443989448659003
2020-04-16,2751.6937,2768.2616,0.0013649180573489517,5626.8448,5700.9604,0.007602084444675583,0.05427583083975729,0.02607080258084249,big,big,0.0013649180573489517,,0.0013649180573489517,0.9712979798841023,1.0069589098033562,0.945687972039089
2020-04-17,2790.8348,2809.0757,0.014743584927089382,5735.9013,5710.0533,0.0015949768744227821,0.09311526770815548,0.016531116207684216,big,big,0.014743584927089382,,0.014743584927089382,0.9856183941400338,1.0085649859779864,0.9596308029693743
2020-04-20,2812.8012,2819.7938,0.003815525512537832,5722.7343,5803.4021,0.016348148624111936,0.07281103627389895,0.023442691092151025,big,big,0.003815525512537832,,0.003815525512537832,0.9893790462685016,1.0250531562658298,0.9632922987807211
2020-04-21,2808.913,2784.5328,-0.012504815068392627,5780.8581,5773.0079,-0.005237307268438407,0.08786994565441608,0.06580493695383782,big,big,-0.012504815068392627,,-0.012504815068392627,0.9770070442623714,1.019684637919983,0.9512465067276613
2020-04-22,2774.4393,2804.2373,0.007076411525840154,5721.5262,5826.5596,0.009276221499714188,0.06245924711051809,0.05606128206648853,big,big,0.007076411525840154,,0.007076411525840154,0.9839207481712167,1.0291434584811847,0.9579779184717842
2020-04-23,2813.7322,2797.6612,-0.0023450583158564076,5841.4025,5789.4817,-0.006363600914680356,0.03609924721866453,0.025299447889688187,big,big,-0.0023450583158564076,,-0.0023450583158564076,0.981613396638574,1.0225944002274567,0.9557314043876651
2020-04-24,2789.0511,2776.0245,-0.007733852833931465,5782.2882,5675.5096,-0.019686062743751287,0.03225554435511979,0.014311009658537266,big,big,-0.007733852833931465,,-0.007733852833931465,0.9740217430891558,1.0024635427031703,0.9483399183573643
2020-04-27,2786.467,2805.2202,0.010517090176977995,5675.565,5645.6565,-0.005259985816956414,0.038414815598483365,0.01657377157159101,big,big,0.010517090176977995,,0.010517090176977995,0.9842656175955616,0.9971905986865356,0.9583136947971567
2020-04-28,2814.2298,2825.1393,0.007100725996483037,5641.2921,5561.1976,-0.014959978525083795,0.05022126048589581,0.026920746749641733,big,big,0.007100725996483037,,0.007100725996483037,0.991254618053867,0.9822726487447696,0.9651184177625886
2020-04-29,2814.5955,2844.8143,0.0069642583641804645,5532.9972,5547.6279,-0.002440067945077118,0.05779598189767987,0.02220242498598335,big,big,0.0069642583641804645,,0.0069642583641804645,0.9981579713186812,0.9798758367412415,0.9718397517759163
2020-04-30,2851.1447,2861.9077,0.006008617152972073,5572.5733,5678.1658,0.0235303993622209,0.0670480498434145,0.05086940340010537,big,big,0.006008617152972073,,0.006008617152972073,1.0041555204265225,1.0029327065051534,0.9776791647783772
2020-05-06,2823.2918,2863.8452,0.0006769959771937284,5636.8668,5802.4187,0.021882576940603027,0.052928239944138866,0.04763198452173145,big,big,0.0006769959771937284,,0.0006769959771937284,1.0048353296743282,1.0248794586214995,0.9783410496399183
2020-05-07,2860.9591,2854.423,-0.003290052129912735,5809.5372,5795.872,-0.0011282708709041689,0.053749659538679495,0.05243273583334962,big,big,-0.003290052129912735,,-0.003290052129912735,1.0015293690577216,1.0237231169821488,0.9751222565857695
