candle_end_time,big_open,big_close,big_amp,small_open,small_close,small_amp,big_mom,small_mom,style,pos,strategy_amp,trade_time,strategy_amp_adjust,big_net,small_net,strategy_net,excess_return,peak,drawdown
2023-03-06,4004.0831,3983.1031,-0.0050156852731494395,6398.1023,6395.2191,0.000767004119372805,0.059241838623909526,0.07438366006301478,small,small,0.000767004119372805,2023-03-06,-0.0005505785620530945,1.0,1.0,0.9994494214379469,-0.0005505785620530945,0.9994494214379469,0.0
2023-03-07,3976.0992,3922.5041,-0.015214017432789939,6389.8109,6284.2986,-0.017344284576583213,0.020199460034804106,0.0455596265852416,small,small,-0.017344284576583213,,-0.017344284576583213,0.9847859825672101,0.9826557154234168,0.9821146862526257,-0.0005410291707911297,0.9994494214379469,-0.017344284576583262
2023-03-08,3902.4515,3903.3732,-0.0048772160620559335,6264.4315,6301.5157,0.0027397011338703425,0.011334098070285403,0.048014198074805226,small,small,0.0027397011338703425,,0.0027397011338703425,0.9799829685553457,0.9853478984011665,0.9848053869721427,-0.0005425114290238398,0.9994494214379469,-0.014652101598833542
2023-03-09,3904.4616,3893.791,-0.002454851101606148,6311.0424,6285.9521,-0.0024698184914463406,0.000949796562871752,0.04071722088702612,small,small,-0.0024698184914463406,,-0.0024698184914463406,0.9775772562854325,0.9829142679411875,0.9823730964169229,-0.0005411715242645831,0.9994494214379469,-0.01708573205881253
2023-03-10,3865.2491,3846.1782,-0.012227877664723219,6251.56,6204.8989,-0.012894339427117263,-0.013305874783234306,0.02589193374240506,small,small,-0.012894339427117263,,-0.012894339427117263,0.9656235611877584,0.9702402377425974,0.9697060442676549,-0.0005341934749424349,0.9994494214379469,-0.029759762257402685
2023-03-13,3840.9005,3885.938,0.010337482543060661,6189.9761,6245.0029,0.006463280167223973,-0.0022040447226162607,0.038383836536345584,small,small,0.006463280167223973,,0.006463280167223973,0.9756056778947049,0.9765111722286419,0.9759735261116073,-0.0005376461170346625,0.9994494214379469,-0.023488827771358314
2023-03-14,3877.3313,3864.4014,-0.005542188269601844,6237.7306,6189.3969,-0.008904079131812792,-0.010304695378252071,0.028944553619061786,small,small,-0.008904079131812792,,-0.008904079131812792,0.9701986875509199,0.9678162394780188,0.9672833806045551,-0.0005328588734636597,0.9994494214379469,-0.032183760521981464
2023-03-15,3892.4369,3866.77,0.0006129280462428,6210.928,6224.64,0.005694108904213291,-0.023514596420992073,0.027559976573249045,small,small,0.005694108904213291,,0.005694108904213291,0.9707933495369477,0.9733270905448729,0.972791197514953,-0.0005358930299198539,0.9994494214379469,-0.02667290945512746
2023-03-16,3833.2346,3810.9681,-0.01443114020228764,6191.2955,6140.8317,-0.013463959361505351,-0.05308872322344316,0.0023921116744711757,small,small,-0.013463959361505351,,-0.013463959361505351,0.9567836946023316,0.9602222541523244,0.9596935763643816,-0.000528677787942855,0.9994494214379469,-0.039777745847675856
2023-03-17,3845.8856,3832.1235,0.005551187898948928,6174.1919,6183.1843,0.006896883365163697,-0.04784851758121356,0.008241998130951389,small,small,0.006896883365163697,,0.006896883365163697,0.9620949806697197,0.9668447950438476,0.9663124710268636,-0.0005323240169839982,0.9994494214379469,-0.033155204956152665
2023-03-20,3835.4578,3809.4584,-0.005914501450697052,6195.3506,6160.3541,-0.0036923046269218274,-0.05197847620481044,0.0014465519112816239,small,small,-0.0036923046269218274,,-0.0036923046269218274,0.9564046685108403,0.963274909533592,0.9627445510190388,-0.0005303585145531864,0.9994494214379469,-0.03672509046640839
2023-03-21,3818.0637,3858.3992,0.012847180586090579,6171.8856,6234.6793,0.012065085674214826,-0.046577081530921216,0.004892263802832586,small,small,0.012065085674214826,,0.012065085674214826,0.9686917720005791,0.9748969038449362,0.974360146509467,-0.0005367573354692068,0.9994494214379469,-0.025103096155064033
2023-03-22,3871.8026,3877.005,0.004822155260658434,6244.3623,6269.7384,0.00562324031646666,-0.04960561993432111,0.0029280803217988094,small,small,0.00562324031646666,,0.00562324031646666,0.9733629541248883,0.9803789834190356,0.9798392077680774,-0.0005397756509581964,0.9994494214379469,-0.01962101658096465
2023-03-23,3862.2251,3909.3104,0.00833256598843679,6253.5774,6305.7585,0.005745072234592641,-0.04669980704824295,0.0035699716545081195,small,small,0.005745072234592641,,0.005745072234592641,0.9814735651708337,0.9860113314960546,0.985468454794991,-0.000542876701063566,0.9994494214379469,-0.013988668503945834
